"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
56356.6,44944,82177.5,139900,114536,80048.7,2597.16,0.325
155385,110860,91857.2,113127,78389,94578.1,3503.13,0.33
98865.4,71175,91032.5,77129.6,59039,85617.4,3190.56,0.331
95059.4,67304,92562.3,74909.2,56597,86740.4,5066.67,0.332
152355,112533,88727.1,121350,85277,93258.6,2962.86,0.333
93977.3,63932,96335.1,91378.8,67141,89194.4,2872.47,0.337
111905,83757,87560.7,78894.6,63433,81510.2,9197.7,0.338
35318.2,26605,86999.1,87213.2,67648,84490.4,4685.1,0.34
66609.4,43999,99213.9,61575.6,42619,94685.9,4483.62,0.341
65109.6,43940,97110.2,77756.8,50012,101893,2731.02,0.349
87440.4,60273,95075.6,90715.7,64105,92740.7,2684.79,0.349
94070.9,73069,84372.7,63874.7,49529,84518,3714.96,0.351
80632.8,55085,95930.9,76444.4,54176,92473.8,3466.56,0.351
55825.9,38196,95785.1,73327.7,52416,91682,8382.81,0.352
75480.5,57588,85897.9,44819.6,37004,79377.9,3060.84,0.353
104171,75548,90365.8,80534.7,61861,85319.1,3630.09,0.358
112540,76245,96733.5,86010.6,62189,90639.6,3407.91,0.362
66558.2,43077,101260,87972.9,59117,97525.1,9223.23,0.363
63986.4,43221,97022.6,64881.4,43473,97809.4,8365.56,0.364
77453.3,48943,103712,57460.4,38431,97986.7,6738.54,0.364
70195.7,48592,94672.9,65960.5,49848,86719.4,6376.98,0.367
151988,102001,97652.6,89800,61557,95604.7,4444.98,0.37
111801,74493,98358,81062.6,58336,91067.6,3003.57,0.373
113717,68718,108451,99913.4,64563,101419,3303.03,0.376
54367.2,34997,101809,66778.2,48441,90344.5,7936.38,0.377
147244,91033,106003,119344,78388,99776.9,5527.59,0.38
75935.5,51780,96108.7,73251.8,51304,93572.2,4259.37,0.382
80420.4,53808,97948.9,65805.3,49052,87919.3,5197.77,0.382
68478.5,47785,93916.6,72917.8,54196,88175.2,2815.89,0.383
90655.2,64641,91910.4,69661.7,50085,91152,5281.95,0.387
67430.2,50238,87963.4,54287.1,40675,87468,8653.29,0.389
130441,80979,105565,92666.3,60975,99597.9,4293.87,0.39
58554,41545,92367.2,67990.5,49908,89280.8,7224.3,0.391
101752,70345,94795.8,97429.4,64276,99339.3,7152.54,0.393
88110,59236,97480.9,92141.9,65944,91571.8,5941.59,0.394
139236,90493,100837,81621.5,52560,101772,5136.36,0.395
138242,87340,103731,111779,72737,100713,3254.04,0.396
88151,56400,102430,68716.4,47468,94872.3,4056.51,0.396
86017,56214,100281,84553.3,55238,100317,5153.61,0.399
76599.4,48096,104375,56081.1,36728,100069,9553.05,0.399
82001.5,52556,102254,63254.4,43589,95102.9,2797.95,0.399
70848.7,44429,104507,63938.9,41581,100774,8136.48,0.412
125318,87829,93509.6,73435.3,55389,86888.3,3078.09,0.414
65230.6,48509,88127,109054,83965,85118.8,4471.2,0.415
39715.9,26649,97670.6,88451.8,60836,95285.3,7983.99,0.419
160914,109292,96490.4,139777,93656,97809.6,4611.96,0.423
61348.3,39368,102127,78693.8,54437,94738.5,7372.65,0.423
68253.8,44808,99827.8,53180.4,37265,93525.5,8898.93,0.424
76178.2,51056,97783.1,59003.3,39944,96806.5,2853.84,0.428
115366,78346,96503.3,104139,75053,90933.7,3416.88,0.429
82035.4,57221,93956.2,81843,56617,94735.9,3214.02,0.43
100986,70353,94071.4,107719,79437,88868.5,5099.79,0.434
90655.9,65571,90607.5,64890.4,49107,86599.8,9000.36,0.434
92445.1,66756,90755.6,54391.3,41532,85827.5,2528.85,0.438
93205.4,68053,89758.2,83908.1,65177,84370.3,2704.8,0.442
80362.8,49637,106103,67966.4,45393,98126.2,8727.81,0.445
99833,69639,93951.1,60499.9,40959,96802.2,6129.96,0.447
97092,66592,95552.3,70629.1,47196,98075,2432.94,0.448
100435,68113,96635.1,72766.7,51981,91742,2311.5,0.45
74391.8,47073,103570,83381,60633,90123.5,4703.73,0.45
74645.3,56201,87043.9,46223.1,33508,90404.6,7935,0.454
118417,86605,89608.9,53841.4,40144,87897.3,7293.3,0.455
80825,57050,92847.5,66693.3,47399,92213.2,4471.89,0.457
78046.6,52394,97623,47995,31955,98432.2,7999.17,0.46
89733.6,68137,86308.2,75436.3,59764,82722,8285.52,0.46
69752.9,48624,94013.8,86589.5,67192,84455.4,3988.89,0.464
155161,106915,95109.8,111848,76007,96439.7,9535.8,0.464
77978.9,52005,98267.9,101291,69725,95205.2,3502.44,0.464
127152,84585,98516.7,127880,82141,102029,4633.35,0.465
67339.4,44630,98883.2,67095.6,44502,98808.5,6679.89,0.466
139146,91729,99413.5,78070,54925,93152.5,4416.69,0.468
89545,52444,111899,104774,69308,99071.6,6644.7,0.476
85807.4,53620,104876,94945.4,61312,101486,3707.37,0.48
112429,76782,95962.3,80636.9,55127,95862.6,3482.43,0.483
95515.2,61995,100971,72711.5,48246,98769.2,8715.39,0.484
89141.8,68343,85480.5,58853.6,50267,76730.8,3314.07,0.487
76704.5,57345,87660.8,48751.9,40125,79626.4,7931.55,0.49
102140,78515,85255.6,74343.4,58831,82816.3,4524.33,0.491
113965,84092,88817.3,71368.8,51173,91400.2,2362.56,0.498
93731,68268,89980.1,61335.5,45681,87994.6,2284.59,0.499
113858,82881,90030.2,45350.2,36765,80839.8,3044.28,0.502
43998.5,34912,82592.9,138202,112148,80761.3,4961.1,0.504
62827.9,45340,90813.6,71908.4,50613,93110.2,9770.4,0.505
73206.7,57111,84006.2,63013.6,51419,80313.8,5911.92,0.506
50837,32028,104023,147169,103749,92963.3,5472.39,0.512
90674.6,60766,97792.4,89517.1,63287,92698.3,4611.27,0.512
85322.2,64391,86839.4,85956.1,69227,81373.1,5515.86,0.513
64702.1,43033,98536.4,72198.8,48996,96571.6,6619.17,0.513
181606,106592,111657,147855,97676,99203.5,9060.39,0.514
98303,76189,84558,90109.2,69760,84653,2861.43,0.514
42509.5,33725,82606.5,80852.8,63881,82947.5,6139.62,0.514
73097.3,53233,89991.2,82308,61285,88017.3,5158.44,0.516
106224,74860,92994,112614,80629,91533.9,8751.27,0.516
91895,58204,103471,95386.3,64357,97133.7,4448.43,0.517
129048,83643,101112,87094.6,55430,102974,4621.62,0.519
69541.9,42933,106154,87029,60437,94371.5,6545.34,0.52
139794,103000,88947.3,102804,71153,94688.8,8362.8,0.523
85986.7,70817,79574.5,59894.1,48953,80183.4,6026.46,0.526
97553.5,70480,90710.4,66332.5,49016,88688.7,2386.02,0.527
98046.7,64557,99533.6,105126,73065,94293.6,4353.21,0.53
53600.4,34614,101484,106676,69530,100548,3258.87,0.53
95271.1,72988,85544,75045.1,57873,84981.9,2218.35,0.531
76594.3,49976,100442,61682.6,40721,99271.3,3678.39,0.534
86156.6,58836,95967.8,81547.6,60056,88988.7,4832.76,0.536
91681.9,61189,98195.2,75105.1,52333,94053.3,9611.01,0.538
77053.7,57076,88474.8,46388,35324,86062.9,8929.98,0.538
131601,91093,94679,80582.3,54917,96164.1,4912.8,0.541
72984.2,47580,100527,75232.1,51717,95334.4,9254.28,0.541
117486,87580,87914.6,86782.7,65313,87079,6708.18,0.542
93895.9,65467,93994.9,66776.8,48054,91070.2,4651.29,0.542
83774.2,63576,86356.9,38920.1,29496,86475.1,8195.13,0.544
78560.6,49652,103693,123757,81768,99189.7,3020.82,0.55
115155,80041,94286.4,97170.6,67556,94265.1,3566.61,0.55
149820,109161,89946.4,100982,73444,90109,8778.18,0.55
104952,80085,85885.6,108839,84781,84132.6,5001.12,0.551
143579,99197,94857.5,81789.8,56656,94609.2,2742.06,0.552
87773.8,62431,92139.2,45949.9,32386,92983.7,5861.55,0.554
115262,80145,94251.7,112561,76233,96766.5,3396.87,0.555
70058.9,52495,87463.2,57136.8,44274,84576,5535.87,0.56
105162,75324,91497.1,78368.1,60664,84662,8160.63,0.561
82232.6,60757,88700.9,56997.4,43997,84900.9,6520.5,0.562
71213.8,47665,97913.9,65263,47141,90729.4,5137.05,0.563
71338.3,50033,93442.9,54458.9,38393,92960.2,5197.08,0.564
97578.7,67013,95428,69870.8,48441,94528.4,4274.55,0.565
60461.3,51272,77281.8,80228.4,69020,76178.6,2958.03,0.57
120864,86689,91372.1,63315.1,48637,85314,4916.25,0.57
62672.4,43079,95343.4,66654.7,49307,88593.5,7325.04,0.571
72595.4,47397,100378,66015.1,48877,88515.3,8870.64,0.571
72822.2,47413,100658,48758.2,34537,92521.5,9506.82,0.572
58710.2,38577,99739.1,68225.8,44461,100566,6853.77,0.576
77515.2,50368,100858,82412.9,57996,93127.3,4914.18,0.576
75939.1,50326,98890.2,77594,51290,99146,3549.36,0.576
103704,68427,99323,102192,65798,101786,7650.03,0.579
96216.5,60133,104862,115088,75625,99734.2,7691.43,0.58
80335.4,57244,91972.3,69073.8,51137,88523.4,2751.72,0.58
100601,59809,110234,89397.1,59325,98756.5,4008.9,0.589
63920.9,47461,88264.4,53758.6,42941,82045.7,3084.3,0.592
106898,73071,95875.2,90029.1,61266,96303.8,8961.03,0.595
92280.2,69464,87062,49265.3,39468,81804.3,4269.72,0.595
68362.6,46603,96135.6,81259.9,61782,86197.4,8484.93,0.6
60757.9,49748,80040,162582,136376,78129.4,8370.39,0.602
80853.8,50068,105833,56982.3,37796,98803.8,2726.19,0.602
125330,88251,93071.5,59818.9,43915,89269.9,9169.41,0.605
89173.4,65920,88654,70923.7,55224,84167.3,6049.92,0.606
72999.4,57168,83684.7,66014.4,55068,78563.2,4809.3,0.606
106246,72713,95759.3,77289,51044,99232.2,3749.46,0.616
64575.4,50325,84093.6,56919.5,45577,81845.6,6445.29,0.616
99846,74392,87959.8,80916.3,61916,85647.2,2600.61,0.622
97934.4,71605,89633.8,50314.8,38537,85565.3,3171.24,0.626
93283.9,67209,90961.9,51797.6,38052,89209.7,6496.35,0.628
123751,78084,103865,94462.4,63080,98140.2,5223.3,0.629
117075,77043,99588.8,92932.6,62507,97436,5106,0.629
74937.6,52440,93652,56010.8,40353,90965.2,3903.33,0.631
126921,86563,96090.6,89807.6,61503,95696.7,4699.59,0.635
67670.6,46823,94715.5,54236.1,40287,88227.4,2212.14,0.638
92329.2,69648,86878.1,152208,110572,90213.5,3706.68,0.639
62600.4,39885,102860,57325.2,38829,96754.1,3571.44,0.64
69390,52563,86516,53516.4,41899,83707.3,4149.66,0.641
124196,70653,115201,81493.1,52873,101011,4146.21,0.646
92256.5,58049,104155,75770.3,49097,101140,2822.1,0.649
77425.2,53042,95662.7,56686.3,39374,94351.4,2291.49,0.651
76803.8,48620,103526,90692.9,58952,100822,2703.42,0.651
90246.2,56789,104147,68873.7,45241,99770.3,6102.36,0.652
106667,67416,103692,104908,70924,96938.5,7682.46,0.653
77412.2,51049,99380.8,75256.9,53412,92339.5,2423.28,0.653
67543.2,49216,89940.5,65361.6,47776,89658.8,6641.25,0.658
72267.8,53113,89171.1,163711,125657,85383.2,4430.49,0.658
110559,74129,97742.9,89408.8,62541,93690.5,5846.37,0.661
80195,61636,85269.4,70034.3,57052,80448.9,6914.49,0.666
153390,107849,93209.4,144550,93652,101154,4685.79,0.667
116494,84304,90559.6,105369,77928,88613.6,3888.15,0.669
103443,75321,90004.8,94418.9,69812,88635.7,3766.02,0.671
82085.8,58696,91651.4,67041.8,49457,88837.8,4061.34,0.673
85286.2,64465,86703.1,43156.1,34541,81881.7,9098.34,0.674
79472.2,43430,119924,93281.8,59582,102603,4318.71,0.679
91929.6,62136,96959.9,111078,79045,92094.1,8576.01,0.679
111320,69705,104662,106030,67533,102895,3604.56,0.68
128784,90737,93015.6,112240,82169,89520.1,6963.48,0.682
124390,82743,98522.3,124974,88427,92622.2,8046.78,0.683
91933.2,68687,87715.8,94754.2,71359,87022.2,2548.86,0.684
119508,73635,106363,96214.3,63567,99194.5,5616.6,0.685
104925,71112,96697.6,127972,89052,94178.5,4203.48,0.687
47415.6,28793,107923,78646.2,52889,97452.4,4567.11,0.687
92765.5,61129,99453.3,69084.2,48404,93535.7,3683.91,0.687
102367,71909,93294.4,77516.7,55901,90877.3,3051.87,0.69
65957,50807,85078,107443,85759,82106.4,3782.58,0.69
102443,75515,88905.6,58216.7,44374,85980.3,5438.58,0.69
134969,88586,99850.2,78933.2,54579,94779.5,3037.38,0.691
69125.8,47236,95906.2,65671.4,48120,89439.8,5280.57,0.691
82316.9,52762,102246,96220.5,65847,95766,2440.53,0.691
124907,81185,100830,149205,100701,97102.2,5511.03,0.693
44092.8,32236,89641,77508.4,59928,84761.5,5662.14,0.698
69285.6,43732,103830,63217.1,40220,103008,4660.95,0.698
75391.2,43045,114783,116822,80825,94723.6,3886.77,0.701
59119.2,41011,94473.1,65231.2,48155,88775.7,5667.66,0.703
131751,89572,96396.8,84839,59832,92927,4538.82,0.708
67942.1,46144,96494.7,74520.7,51396,95022.7,6192.06,0.709
88496.6,64719,89613.8,50165.8,40274,81632.4,4169.67,0.713
106586,73228,95389.9,88297.9,57880,99977.4,2914.56,0.714
102714,74025,90935.4,94915,67348,92361.3,3623.19,0.717
84812.4,60820,91388.8,66427.7,49660,87664.2,3451.38,0.719
88277,61565,93971,63946.4,47264,88667.8,6773.73,0.72
75200.4,47709,103300,68169.2,44957,99373.6,4085.49,0.722
109167,73494,97346.4,69631.4,48874,93369.9,3848.13,0.723
79776,56841,91979.4,57383.9,43876,85712.2,2474.34,0.725
80374.3,62703,84005.7,48800.9,39682,80596.2,3795.69,0.729
138090,88973,101715,103630,74496,91166.3,3098.1,0.729
128036,89736,93507.4,112292,80629,91272,2672.37,0.729
61281.4,39097,102722,66632.6,45908,95121.4,2251.47,0.738
77202,45009,112411,44409.8,29469,98762.8,3801.9,0.743
83536.6,65577,83484.3,55590.5,43780,83215.7,3187.8,0.745
97184.2,61497,103567,103201,67316,100472,7398.18,0.745
118886,79665,97801.3,72507.3,51305,92619.4,3609.39,0.747
129331,90322,93840,91862.5,63230,95212.7,4558.14,0.747
81605.5,56040,95433.6,56087.3,38225,96160.6,3168.48,0.749
75333.6,53489,92300.5,54251.9,38897,91406.9,9366.75,0.75
79478.6,55666,93570.8,66431.1,47498,91659.2,3387.21,0.751
107379,71805,98003.9,64371.5,43040,98016.9,4344.24,0.751
97324.6,66099,96495.6,89172.1,62747,93135.7,2717.22,0.752
74355.8,57220,85162.3,50888.2,39708,83988.3,8458.02,0.753
66667,47837,91332.8,64437,47104,89651.5,7530.66,0.755
150331,103596,95101.1,108505,77697,91522.2,4880.37,0.759
61511.8,39604,101789,72421.7,48620,97618.9,2415.69,0.759
62323.2,40836,100020,61554.9,42652,94580.8,4765.83,0.766
73846.1,46140,104889,65420.3,43973,97500.4,2775.18,0.773
98555.8,70325,91844.3,62789.3,46061,89337.2,3403.77,0.773
58744.8,36748,104765,66522.2,43745,99659.4,2648.91,0.775
127245,83045,100417,107267,71521,98291.1,3191.25,0.777
97246.1,69876,91206.1,58721.1,43324,88827.1,2490.21,0.781
114414,81765,91705.1,83757,59245,92650.9,6789.6,0.79
109918,79365,90765.4,46236.9,35381,85644.3,2860.74,0.79
66336.5,47313,91886.5,67458.5,52137,84795.1,5195.01,0.793
90194.4,63264,93433.6,67571.7,51004,86824.2,5593.14,0.793
83725.9,49175,111582,78343.3,51295,100094,6790.98,0.794
62983.4,42190,97835.6,82884.2,58343,93102.8,3506.58,0.796
79409.5,56627,91902.9,75733,57667,86067.2,7390.59,0.797
81471.6,51540,103596,95545,65852,95086.5,2406.72,0.798
108325,72856,97441.1,104293,67141,101800,7975.02,0.799
62563,42525,96416.8,70906.5,50208,92553.5,2251.47,0.799
87729.1,59327,96910.6,75739.2,53266,93186,6174.81,0.8
60036.5,42408,92778.5,63704.9,47192,88467.7,4433.25,0.802
125440,78818,104301,87463.7,55694,102920,2875.23,0.808
111747,77013,95093.6,76973,55125,91510.2,5300.58,0.809
72043.2,46324,101922,57730.9,39212,96487.1,2893.17,0.809
141136,94318,98067,113181,79898,92836.6,2481.93,0.812
89214.5,60009,97431.4,67298.5,45081,97834.4,3161.58,0.817
82734.5,61037,88832.8,45375.1,35392,84021.9,8134.41,0.82
66176.6,45558,95196.3,82244.5,58186,92633.6,6282.45,0.823
99414,74726,87187.8,60508.2,47402,83656,3534.87,0.824
95015.5,64172,97035.1,123989,79093,102736,3229.2,0.825
152202,107580,92719.2,93719.2,63724,96384.2,2992.53,0.829
72036.7,49685,95018.6,66079.9,45053,96122.6,5965.74,0.83
155565,108633,93848.9,75681.3,54228,91462.9,2606.13,0.833
65793.6,41576,103710,121742,83045,96073.9,7615.53,0.838
72015.8,48650,97011.9,56495.8,41719,88748.8,5907.78,0.838
113630,69884,106560,106771,69573,100575,4775.49,0.838
78402.2,51041,100667,70434.5,45257,101995,9343.29,0.839
69750.7,45845,99709.5,75764.1,50061,99184.5,4071.69,0.842
71373.6,45927,101847,57098.9,39983,93590.6,9308.79,0.845
138414,88666,102306,129058,85143,99337.8,4620.24,0.847
68083.2,49472,90190.4,71562,52268,89727.7,2725.5,0.849
97026.5,66692,95344.7,78343.3,55924,91808.6,3111.9,0.853
78233,48071,106656,78613.1,50267,102492,8727.12,0.862
119293,85996,90911.2,123358,87288,92617.6,2701.35,0.863
150793,110771,89214.5,131037,89715,95721,6859.98,0.864
64724.4,43704,97057,82119,56769,94800.8,2235.6,0.865
65794.3,47948,89928.6,51425,39132,86123.6,5011.47,0.871
75991,44296,112429,44790,28700,102277,2479.86,0.877
84857.8,59879,92874.6,67139.8,52403,83966,5005.26,0.885
76668.5,51341,97866.1,47024.9,32144,95875.5,6928.98,0.887
108268,79664,89067.1,76669.4,60644,82854.1,2443.29,0.888
125490,92512,88898,100494,73800,89241.2,5764.26,0.89
120434,89230,88454.4,75926.2,54823,90763,3950.25,0.891
79185.6,57989,89491.2,53766.2,40957,86032.2,2406.03,0.893
121172,77133,102954,110386,72157,100257,5678.01,0.894
68099,43751,102008,61786.7,41071,98591.6,9510.27,0.896
80897,50505,104973,65831.5,47124,91552.8,5425.47,0.899
72907.2,47149,101339,86022.3,59408,94895.6,2565.42,0.906
98517.6,68311,94515.5,120837,91339,86700.9,6224.49,0.907
129656,92429,91931.6,139550,94192,97095,7598.97,0.909
79750.1,58653,89108.9,40170.4,31273,84181.5,2245.26,0.911
77580.7,47736,106509,80573.4,58469,90312.1,4244.88,0.914
130465,90392,94590,136138,92229,96736.6,2217.66,0.915
158376,104444,99377.1,130341,83841,101884,3140.19,0.918
86106.2,66157,85298,55412.5,44905,80871.1,5605.56,0.919
68207,47498,94109.6,64687.5,43463,97539.5,2227.32,0.92
86891.8,59329,95982.4,47415.4,31529,98557.4,5708.37,0.923
95254.6,64591,96648.2,86325.9,61819,91516.4,6233.46,0.923
97019.3,61816,102858,78317.1,52709,97375.9,9803.52,0.925
99667.4,65592,99582.4,115843,81301,93380.3,8061.96,0.929
133955,93212,94181.5,83797.7,61873,88758.7,2361.87,0.932
56990.9,41286,90465.4,92219.9,70106,86208.4,8584.29,0.941
80617,50980,103635,62296.6,42496,96071.9,8218.59,0.941
103244,71238,94980.6,120417,88410,89262.3,5704.92,0.942
134697,84412,104576,117903,76693,100751,7338.84,0.942
77946.5,56976,89657.1,65218.1,51052,83721.2,2345.31,0.944
78424.6,50965,100846,93112.7,62625,97440.9,4395.3,0.945
69391.4,44478,102245,89169.4,64579,90490.8,8239.98,0.945
130575,97031,88192,106701,81359,85949.3,3056.7,0.946
71924.4,52022,90608.6,48398,37726,84074.9,4526.4,0.947
58853.5,41244,93517.2,71757.2,54181,86795.8,2972.52,0.948
76280.4,46926,106532,67130.8,42679,103083,2597.85,0.956
110514,74553,97147.2,114869,80233,93827.5,5099.1,0.957
79175.5,49147,105578,157321,104870,98314.2,5564.85,0.962
66619.4,46563,93764.8,87480.3,63179,90743.9,6754.41,0.971
104592,74256,92309.8,83616.3,57432,95415,2473.65,0.971
81397.4,57253,93173.5,82132.1,58857,91452.3,8684.34,0.973
67224.2,47069,93598.9,94171.2,67984,90780.2,5531.04,0.975
89059.7,56220,103817,71498.5,45637,102674,3378.93,0.976
126899,81825,101637,105604,67437,102628,2273.55,0.978
126793,87572,94887.5,106226,69672,99919.5,2439.15,0.982
53290.1,42033,83087.5,163390,132741,80667.8,4776.18,0.983
76284,47409,105451,47959.8,31969,98317,7543.77,0.985
75698.6,56543,87738.3,96628.3,76530,82747,6429.42,0.99
92693.5,57906,104907,84821.7,56430,98509.2,2555.07,0.993
56101,36999,99371.1,84636.8,56043,98973.2,9392.28,0.993
101249,73646,90099.6,83568,65171,84036,2684.1,0.994
77809.7,55165,92437.9,81915.4,57917,92691.4,4578.15,0.999
84464.6,50777,109015,56162.6,36009,102215,2409.48,0.999
106250,71790,96993.7,50618.4,37431,88625.1,7632.09,1
92248.6,70414,85858,87933.6,68675,83914.3,2368.08,1
99538.6,71177,91649.8,98085.6,72244,88978.1,2888.34,1.003
63529.2,44579,93394.9,63114.3,47691,86730.4,8453.19,1.003
96659.3,71965,88024.2,71780.7,55629,84564.2,2539.2,1.005
98119.4,66040,97370.6,72706,49057,97129.1,4021.32,1.008
132748,85289,102003,93058.2,60116,101448,3710.13,1.012
83878.6,51225,107312,67482,44345,99729.4,2537.82,1.012
69176.2,47145,96161.4,56573.8,41213,89962.4,3102.24,1.019
70701.1,43522,106463,84518.1,54030,102517,8113.71,1.023
70027.2,43444,105637,61659.8,39872,101348,6457.02,1.027
151561,97669,101697,109040,72237,98925,8232.39,1.032
91293.8,53654,111511,91850.7,58474,102944,3384.45,1.032
81403.9,58296,91513.8,78904.3,55212,93658.4,4144.83,1.035
98563,68721,93994.9,90922,66825,89168.2,3138.12,1.035
88485.8,54613,106184,88540.1,59369,97737.3,4874.85,1.036
105793,68112,101792,101377,67624,98246.7,2794.5,1.04
101672,63216,105403,102377,69608,96387.8,2403.27,1.04
73447.2,51558,93359.6,55772.7,43114,84778,8588.43,1.047
105665,77351,89525.2,90603.9,67259,88282.9,8130.96,1.05
95696.6,60189,104198,71099,47577,97936.9,3982.68,1.054
127269,90116,92554.9,127302,90088,92608.1,3926.1,1.057
90829.4,55490,107273,68103.7,44474,100356,3769.47,1.057
96850.8,70953,89456.6,60230.1,47380,83310.3,6827.55,1.059
68361.1,44525,100620,58634.8,38749,99168.8,3891.6,1.059
77823.4,51357,99309.4,68349.3,44121,101524,7441.65,1.06
72955.4,54672,87452.6,51855.6,39904,85164.6,4785.15,1.061
79881.8,49526,105705,66785.8,45077,97097.7,5227.44,1.062
74411.3,45845,106372,83722.5,56585,96966.3,6392.85,1.064
109140,75404,94857.4,68928.2,52088,86724,9584.1,1.064
68366.2,45776,97877.6,64642,47648,88909.8,2553.69,1.067
67541,41959,105493,70863,47351,98077.7,8613.96,1.068
80232.5,54432,96599.7,92439.3,63940,94746.7,6844.11,1.068
70397.3,46429,99368,48628.4,33104,96269.7,4332.51,1.069
76909.7,51440,97985.1,39627.4,31092,83527,6928.98,1.077
67042.1,47852,91817.9,104403,80572,84919.9,5346.81,1.082
78836.4,48405,106737,77610.5,51405,98945.3,9807.66,1.082
101584,73764,90252.9,93036.1,72228,84416.2,2735.16,1.092
71264.2,45637,102337,74019.8,49917,97180.5,3196.77,1.098
61655,40885,98829,70799.5,49889,93004.8,7374.03,1.102
118836,92187,84480.9,99933.4,74326,88115,3224.37,1.103
102105,75876,88190.3,70700.9,54280,85362,4616.79,1.104
106462,75925,91894.6,137223,98433,91362.1,7672.8,1.106
87367,64612,88616.4,64103.1,49948,84108.6,2642.01,1.106
75911.8,58050,85701.2,77916.2,62474,81735,3199.53,1.107
100933,76413,86565.9,85641.4,68176,82325.1,4276.62,1.109
63776.9,46332,90211.6,125731,92005,89559.4,9726.93,1.11
108268,72909,97319.1,93502.6,65936,92935.4,5591.76,1.111
69806.2,44186,103535,62525,43843,93461.7,8872.02,1.114
76296.2,53425,93592,65739.8,47837,90062.5,6974.52,1.115
87727,56253,102204,59937.5,42809,91758,5019.06,1.12
