"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
79436.9,51985,100144,77778.2,54333,93815.4,45243.3,0.285
82063.4,62060,86659.8,42211.4,33276,83134.1,32957.9,0.285
80028.7,56169,93374.7,72153.3,48212,98080.1,32140.2,0.287
78263.3,61101,83944,47161.5,38128,81063.2,35025.8,0.287
96521,55236,114520,82270.8,52488,102722,43073.9,0.289
95432.4,63468,98541.9,74756.7,49544,98886.9,46555.7,0.289
91226.2,59187,101012,112077,75467,97328.7,34093.6,0.29
94430.9,65170,94961.2,75975.2,53998,92209.2,32494.9,0.29
46643.8,35288,86625.6,83114,69633,78223.8,31493,0.292
114108,77985,95893,84758.2,60653,91581.9,36763.2,0.292
128326,82116,102415,102831,70188,96015.8,78701.4,0.292
131036,92749,92589.2,75842.7,55309,89866.5,44614.7,0.296
103417,73193,92598.3,88965.1,64205,90809.4,40605.1,0.296
96898.3,70357,90258.7,72308.5,55581,85259.6,40877,0.298
91967.8,64068,94075,74965.7,52504,93573,47035.9,0.298
151849,91012,109343,122819,81276,99034,37460.1,0.298
50981.8,35049,95327.7,69997,49780,92152,31090,0.3
125366,90349,90935.9,96402,71376,88514.3,38531,0.301
117467,80699,95395.1,88106.8,65750,87820,40347.8,0.302
61801.9,39492,102559,60078.3,41540,94783.1,31292.9,0.302
156676,111194,92342.1,122654,83875,95836.4,43549.4,0.304
121172,91188,87085.5,59217.2,45052,86141.7,43238.2,0.304
101839,73073,91334.9,109821,83337,86363,33885.2,0.306
124150,85368,95308.7,66643.6,43745,99841.3,38989.8,0.307
135151,97429,90910,77398.7,56269,90145.6,43515.5,0.308
104149,66824,102142,134372,85729,102721,87267.1,0.309
78259,53244,96326,74920.9,53052,92551,33036.5,0.31
77530.3,53772,94492.1,74018.4,53989,89849.2,58018,0.314
111453,86919,84034.5,67602.1,51467,86081.7,46774.4,0.314
99100.1,66681,97398.4,111613,75517,96861.3,44441.5,0.315
95798.9,58893,106605,93843.5,59744,102941,42613,0.317
121535,89077,89415.8,94517.6,70729,87578,35873.1,0.318
88873.9,65239,89278.5,107994,81567,86769.1,54333.4,0.319
102290,74892,89511.6,57205.1,44661,83943.4,36988.8,0.32
114427,77199,97140.1,119046,87218,89451.5,58125.6,0.32
82941.1,58973,92171.5,69516.8,48944,93083,32639.1,0.32
105404,68088,101453,89043.8,59905,97413.8,44411.9,0.327
106111,70457,98700.2,105932,68164,101847,68461.1,0.327
70601,47365,97686.3,62643.7,47273,86844.9,50087.1,0.331
123531,79541,101781,94490.7,64645,95793,65570,0.332
132216,93840,92337.4,94001.5,71148,86586.8,31047.9,0.332
84438.7,58980,93824.6,79293.4,56456,92046.4,49059,0.333
141737,96168,96590.1,132338,88668,97813.1,240535,0.333
112160,71923,102200,126897,82011,101405,40743.1,0.334
67307.8,44994,98037.1,131099,90606,94824.6,62983.9,0.334
63317.5,41215,100681,57202.4,39234,95550.2,31324.6,0.334
117066,88520,86670.3,90804.7,67512,88146.9,54129.1,0.335
138010,96807,93429.2,128406,88939,94618,42796.6,0.336
102612,57876,116192,155003,98272,103369,55992.1,0.337
98696.9,62069,104210,74527.6,48485,100737,54022.9,0.34
68373.4,43636,102689,86814.4,57852,98345.3,42797.9,0.343
123806,87085,93170.6,75470.8,53952,91675.1,38907,0.345
99527,72759,89646.7,47220.1,35231,87838,31379.1,0.345
77091.8,53748,93999.6,90307.9,61468,96284.5,36741.1,0.346
80751.6,59904,88343.6,63355.1,50056,82947.9,46065.1,0.347
149905,96916,101368,115772,76396,99314.2,58410.6,0.353
109759,67226,107000,64763.4,42014,101022,33455.3,0.353
79848.7,57675,90732,65429.9,49590,86469.4,43905.4,0.353
114587,79832,94066.9,105695,74593,92861.5,39573.6,0.356
82820.9,54080,100365,74195,48508,100240,52862.3,0.357
109138,75540,94684.8,73568.5,51100,94352,34360.6,0.357
70805.5,45659,101630,96210.1,66374,94995.5,71557.1,0.358
64289.5,41820,100748,89835.9,60104,97955,105695,0.359
86388.5,60749,93195.9,69496.1,52905,86088.2,38764.9,0.359
77495,52566,96616,54580.4,37014,96638.6,35471.5,0.359
72445,53277,89114.5,49292.2,37616,85878.8,31400.5,0.36
106413,76603,91039.4,101367,73686,90154.9,86964.8,0.36
70612.6,48705,95014.2,59237.9,43757,88722.1,32187.8,0.364
110443,71987,100546,66254.5,43979,98730.2,32094.7,0.364
72295.2,45804,103439,59441.4,40232,96827.2,33502.3,0.367
149390,103204,94864.7,142893,94436,99164.2,32486.6,0.368
97400.9,68572,93088.5,86350,62161,91038.4,39888.2,0.369
123839,91433,88763.2,101510,76708,86725.8,33921.1,0.369
90861.8,68172,87348.5,114639,83329,90160.7,46320.4,0.371
77527.4,57072,89025.1,71224.6,51768,90167.1,39819.9,0.372
121040,85342,92949.2,87405.8,65987,86808.4,36144.3,0.373
64751,45372,93527.4,53504,39777,88152.4,37071.6,0.374
100339,71037,92569.1,79085,59264,87454.7,45706.3,0.374
79156.1,51237,101247,56263.3,37405,98577,42745.5,0.375
135770,86288,103118,180889,118568,99982.6,40863.2,0.377
96261.8,65781,95903.3,84805.8,59261,93785.7,31869.7,0.377
74672.6,52309,93554.6,75347.3,57589,85744.9,43465.9,0.379
74582.6,55341,88322.4,49583.4,38889,83558.3,35766.1,0.379
108673,77612,91764.3,55687.1,41521,87895.6,49122.5,0.38
145473,100097,95244.9,107743,72477,97424.5,43494.8,0.382
153621,103929,96871.2,118232,77133,100456,51310.5,0.386
120190,84964,92707.4,76121.5,54280,91906.8,53264.6,0.387
141245,95230,97203.1,119979,86062,91363.9,70431.8,0.388
113205,73373,101113,127335,91069,91634.4,42172.8,0.388
89667.4,58645,100204,74861.5,53425,91832,33445,0.389
111378,72364,100869,85972.6,60725,92783.9,35468.8,0.39
100846,64633,102255,162992,105117,101618,63790.5,0.395
98559.4,72951,88541.4,65846.7,48379,89198.4,36683.9,0.399
89427.6,54973,106611,66898.3,44048,99533.3,32570.1,0.399
75044.2,47633,103250,54952.3,35549,101307,32430.7,0.399
69241,46482,97624.4,70556.6,48146,96041.2,37339.4,0.402
138750,92637,98159,107180,70729,99311.2,57850.3,0.403
140792,95467,96650.4,85166,54891,101682,48355.2,0.403
117526,79593,96769.3,106845,70605,99174.3,57966.2,0.405
81355,59937,88954.7,42809.7,33625,83437.2,36568.6,0.405
77220,53466,94652.5,66403.5,48051,90566.7,43616.3,0.406
92516.4,70485,86020.5,52070.2,41525,82178.7,34483.4,0.406
146316,99936,95950.8,107743,68856,102548,52473.1,0.407
115201,72044,104795,96622.1,65944,96024.3,31107.3,0.409
176170,111312,103722,134167,90580,97071.9,41491.1,0.409
82399,53712,100538,98222.9,64204,100261,31749,0.41
54968.4,40560,88816.8,67091.5,51640,85145.4,32665.3,0.412
130380,74358,114911,139384,88638,103056,71722.7,0.412
84664.8,54944,100986,98628.6,65268,99033.6,46077.5,0.413
93370.3,56673,107972,109420,69945,102523,91785.9,0.413
144456,95780,98842.1,114658,81148,92599,59021.2,0.415
94016.2,66208,93061.9,72199.5,53272,88820.9,43468.6,0.416
104674,68598,100001,90265.8,62106,95251,62076.5,0.416
88119.4,56103,102936,66511.9,42907,101590,31991.8,0.417
80784.7,56122,94335.7,48436.6,34359,92387.5,33857.6,0.417
102579,64281,104582,118107,77369,100043,51693.4,0.417
74368.1,51708,94256,64841.4,49884,85186.5,35015.4,0.418
76356,46349,107965,68095.4,43593,102372,37289.7,0.421
105949,67901,102259,75058.2,48816,100766,39942.7,0.422
134811,92999,95000.5,101065,69611,95148.7,59414.5,0.423
108846,75470,94518.8,121879,84163,94904.5,83551.4,0.423
142306,88750,105083,122389,77715,103209,83718.4,0.425
104616,80272,85411,71303.2,54424,85861.5,46926.9,0.426
160317,111352,94354,135902,89064,100001,112504,0.427
69022.1,50488,89594.2,74660.8,53473,91503.5,33404.3,0.428
66415,44008,98904.1,54374.8,36684,97140.6,33853.5,0.428
132471,89496,97005.9,85949.9,60440,93196.7,32659.8,0.431
72645.8,49973,95269.8,62629.2,43689,93947.4,33447.8,0.431
120226,72009,109418,104779,69860,98293.9,41131.6,0.432
70483,46229,99919.3,66850,48097,91088.4,32769.5,0.433
58371.8,39754,96228.2,63812.6,44599,93769.4,35912.4,0.434
93057.8,73562,82904.7,50668.1,40691,81604.9,36915,0.436
157280,104994,98172.1,134154,94050,93481.3,68333.5,0.436
94716,69904,88797.6,90478.3,69948,84771.4,39243.1,0.438
122283,86824,92301.2,72133.3,51717,91407.6,43581.8,0.439
121415,78289,101637,102281,65705,102018,78867.7,0.439
144019,103126,91523.6,74021.8,57258,84723.4,36977.1,0.44
162387,113106,94090.2,146922,101214,95131.7,44396,0.442
97444.1,72853,87657.3,81404.1,60841,87686,33506.4,0.442
182107,111872,106681,109119,69916,102283,95689.9,0.442
89273.5,64552,90634.4,93223.8,67004,91181.4,57116.1,0.443
106747,82975,84312,56738,45058,82524.4,36985.4,0.444
91509.8,63798,94002.8,83563.8,63630,86066.9,123325,0.446
92845.4,56594,107515,86002.3,57518,97991,35106.5,0.448
83324.2,52493,104028,84639.5,55488,99966.4,41375.9,0.449
85183.2,58040,96184.8,107298,72328,97222.5,32760.5,0.45
123623,92169,87900.8,72169.2,53972,87632.1,37585,0.45
140454,93305,98652.7,123286,85613,94374.7,58761.8,0.456
91025.3,65949,90455.2,51262.9,40416,83124.6,32149.9,0.456
71526.2,48976,95711,77159.2,52972,95460,58533.4,0.458
60680.2,42941,92609.3,63051.5,46368,89116.3,64877.9,0.459
137495,95944,93917.9,75635.7,52981,93559.3,43188.5,0.46
95991.8,59399,105910,92199.2,60671,99592.3,47809.4,0.46
108712,77968,91377.9,144520,105940,89402.5,55203.4,0.461
123258,80174,100754,91057.2,57719,103389,54984.7,0.461
77323,53316,95045.3,71370.8,50840,92001.6,35815.1,0.461
147936,104324,92933.1,92070.8,66324,90976.9,63548.3,0.462
97963.9,72657,88362.6,58741.1,45277,85024.5,38726.2,0.466
93731.8,58232,105488,86946.9,58117,98046.2,33649.2,0.467
124878,79549,102880,86314.2,62208,90931.8,31161.1,0.469
92201,57390,105288,102301,71879,93273.8,43780.5,0.47
107539,76676,91915.2,69979.8,52324,87650,60198.4,0.471
101391,65552,101366,92647.7,61228,99166.4,58732.8,0.472
120133,78633,100124,153862,110836,90977,93003,0.474
132880,95168,91506,95712,72388,86652.2,40656.2,0.474
115253,84833,89036.6,90098.8,67581,87372.4,44652.7,0.475
72620.6,51203,92949,71959.4,54799,86058.7,37585.7,0.476
87983.3,55448,103991,114630,74449,100906,69123.5,0.478
68585.8,45808,98123.4,77171,52492,96347.6,39345.9,0.479
110865,81218,89458.5,79773,61454,85071.8,67240.5,0.483
79549.2,61052,85391.8,50199.6,40785,80663.9,44810,0.483
104381,75671,90400.3,81527,63275,84440.1,44468.4,0.484
126199,87467,94556.4,114894,77606,97024.6,74396.5,0.484
94626,55685,111366,90192,57213,103313,46150.6,0.485
128767,89778,93997.1,98853.5,70542,91838.4,36996.4,0.488
155404,102477,99383.9,107054,75728,92645.5,61479,0.488
71542.8,50937,92047.6,48973.4,38509,83344.8,40292.6,0.489
94466.9,67329,91951.2,70836.8,51205,90662.2,62879,0.49
87742.1,62883,91443.9,80113.1,59035,88935.3,39688.1,0.49
79743.6,56909,91832.2,80995,59424,89325.6,62694.8,0.491
77964.5,49937,102319,103567,68269,99420.9,32938.5,0.492
119559,71610,109418,99782.3,64478,101420,43235.4,0.493
78593,55761,92370.5,69450.6,51917,87669,39441.8,0.495
69854.4,45553,100498,81667,56225,95191.3,65363,0.5
80017.9,54709,95853.6,63809.8,43205,96790.7,36732.1,0.501
96458.4,65080,97134.3,79776.4,50757,103005,32933.7,0.503
93906,64623,95232.7,117322,84242,91270.6,52814,0.503
103530,74192,91451.3,69298.8,51276,88571,32895.8,0.505
100198,73223,89679.2,75125.1,57023,86340.6,42590.9,0.506
164368,95536,112754,101930,67964,98288.1,39446.6,0.506
92166.5,66395,90974.1,63007.4,49270,83808.6,41760.2,0.509
81473.8,57248,93269,61339.6,43268,92908.2,43189.9,0.51
57068.6,40340,92713.2,64474.3,47992,88043.6,59449,0.513
116672,69553,109934,101850,69465,96088.8,31142.5,0.513
117787,85319,90475.6,76797,54935,91616.8,42898.7,0.513
136332,82278,108591,135871,88890,100173,53249.4,0.514
91187.3,59157,101020,82283.9,57397,93951.9,38911.9,0.514
93144.2,63838,95621.8,92748.4,64535,94187,48317.2,0.515
68442.5,46153,97186.5,62741.7,42925,95791.3,39381.8,0.515
125742,87677,93988.7,84258.7,57776,95575.6,37882.4,0.516
109413,60463,118593,67039.7,44130,99558.5,57376.3,0.517
112933,79885,92647.7,112084,76173,96432,89125.2,0.519
173994,111344,102411,132933,88296,98666.7,87484.4,0.521
73064.2,53653,89246.3,50677.1,39705,83646.2,35560.5,0.522
127104,87381,95328.2,68606.7,48045,93583.3,37791.3,0.522
68733.4,40589,110979,83225.7,59593,91525.5,41316.5,0.524
44927.3,28848,102064,112493,75116,98146.5,36005.6,0.525
117350,82904,92765.7,78455.8,56277,91363.7,44164.1,0.525
95151.6,72893,85548.1,59627.7,48000,81411.7,38389.5,0.526
88919.3,64642,90149,96155,68402,92126.1,46688.2,0.527
70740.7,45841,101134,81016.4,56777,93514.8,43376.9,0.527
99136.1,66058,98352.7,88902.4,61491,94750.5,46065.8,0.533
119775,85649,91648.1,102902,77997,86462.5,43516.9,0.534
80180.6,50887,103262,57668.1,37939,99616.2,40523.7,0.535
87058.8,53980,105696,73754.8,49249,98146,49784.2,0.535
92275.9,61834,97800.5,69014.5,48615,93035.8,35202.4,0.537
86569.9,63083,89936.2,69416.8,54854,82934.6,31127.3,0.54
107049,76952,91167.9,69097.3,49685,91141.4,41658.1,0.541
81936,52085,103096,78187.4,53009,96664.5,36988.1,0.542
77413,51669,98189.2,102292,72137,92932.1,50921.3,0.545
110527,73849,98085.4,86483.2,60029,94417.1,47629.3,0.546
87845,62429,92217,70669.1,53613,86385.2,35045.1,0.547
98277.1,67660,95192,92341.3,65157,92878.4,50718.4,0.549
134565,91935,95925,109840,80290,89655.7,43710.1,0.549
80104.3,57249,91699.7,91135.9,63605,93902.7,63604.9,0.55
54234.7,35061,101376,84738.2,60081,92431.9,50247.2,0.551
65453.8,40682,105442,71556.5,48435,96821,32316.8,0.553
104877,67449,101903,96333.7,65005,97120.6,31262.5,0.553
76334.4,46559,107448,68216.9,44674,100073,55712.7,0.554
101211,62859,105521,92995.4,59302,102771,53488.8,0.554
68106.2,47536,93895.4,88949.3,66720,87370.8,31131.4,0.554
83384.6,54182,100858,61244.4,39226,102323,39346.6,0.554
139757,98867,92640.8,82346.7,58127,92842.8,50229.2,0.555
110988,73958,98349.2,161764,116238,91203.7,50323.8,0.557
97348.3,68922,92565.8,76741.8,55598,90459.2,53592.3,0.557
96706.1,66302,95588.8,70787.1,49699,93344,47303.6,0.558
110966,82104,88573.6,56304.7,44552,82824.2,46712.3,0.561
81449.3,53081,100561,79077.5,55028,94177.9,41484.9,0.561
72427.7,45827,103577,89652.4,66855,87883.6,42501.9,0.562
67192.6,41212,106851,55359.4,36648,98996.8,37301.4,0.563
114646,83868,89586.8,77720.2,58901,86475.1,42783.4,0.563
81746.6,55937,95774.7,76286.4,53325,93755.4,31052.8,0.563
145349,99985,95270.4,110229,77285,93471.7,36118.1,0.566
168088,100203,109935,122969,78774,102304,51596.8,0.568
78793.9,47043,109768,72371.3,47671,99492.9,35397,0.569
110372,80450,89911.3,73957.6,56314,86069,38795.9,0.569
94828.3,69672,89198.9,100238,74997,87592.5,73341.5,0.569
127137,93717,88906.4,95086.8,71645,86979,36803.9,0.569
90907.9,67316,88504.1,61732.9,48752,82985.9,40295.3,0.571
104490,70558,97052.9,112152,76558,96005.5,53496.4,0.571
124338,88129,92462,64662.7,48433,87496.8,31657.2,0.572
110460,72709,99563,70150.9,47693,96395.9,40815.6,0.574
57810.2,39676,95489.8,61647.4,45265,89254.9,37006.1,0.576
65576.9,42921,100129,79691.5,53380,97839.4,38736.6,0.576
101924,69579,96001.5,59246.2,41910,92645.1,31757.9,0.579
73049,50894,94065,55798.2,42135,86787.5,32918.5,0.58
123805,86085,94252.4,112213,78889,93219.2,66872,0.58
98071.2,70398,91298,95113.7,67155,92820.7,34110.1,0.581
170557,104295,107173,193197,123367,102632,62949.4,0.582
105754,74523,93000.4,98209.1,76822,83781.1,49428.8,0.582
63079.9,43060,96005.7,76236.7,53680,93074.7,37586.4,0.582
114510,76875,97620.1,78186,54294,94375,40932.2,0.583
74133.4,51204,94883.3,67600,46156,95983.9,82749.6,0.584
80043.8,57270,91596.9,64343.2,48250,87394.7,41981,0.584
111394,74804,97592.7,94285,62468,98915.7,69311.2,0.584
134243,93617,93975.7,74619.4,54589,89583.1,37068.2,0.586
93278.2,58792,103978,80841.8,51432,103011,38963.6,0.589
150776,112021,88208.9,76754.2,59149,85042.3,34166.7,0.589
130105,89528,95239.4,80913.5,57500,92221.7,41693.9,0.59
124030,82928,98018,97874.4,69228,92654.7,35223.8,0.59
65648.9,41417,103879,59729.2,40164,97460.7,33698.2,0.59
111086,73961,98432,115551,76884,98495.7,73492.6,0.591
108855,75901,93989.5,77691.2,55129,92357.4,57324.5,0.593
105122,72967,94416.5,64755.1,43835,96812.9,37740.2,0.593
97667.3,66595,96114.2,87792.1,58784,97876.1,46670.9,0.594
73710,50126,96370.3,53510.2,39095,89700.6,44813.4,0.597
119381,84823,92236.3,72560.4,53931,88174.1,35285.9,0.597
72064.1,48808,96762.7,58227.7,44641,85482.2,38472.3,0.597
108927,77391,92240.9,86720.6,61682,92139,41843,0.598
83430.7,56044,97561.1,103429,70908,95593.1,38341.2,0.599
82072.1,61648,87248.2,54017.3,42756,82797.3,50649.4,0.6
82874.2,51913,104622,87506.5,56980,100646,31651.7,0.6
124664,84417,96781.5,126992,87977,94598.9,130157,0.601
122959,83760,96206.1,75190,54424,90541.9,38177.7,0.603
68325.8,47676,93921.5,49357.8,34913,92650.6,38037.6,0.606
97298.6,72608,87821.8,63609,48588,85796.5,40342.2,0.607
126866,84661,98207,116060,78089,97403.1,34916.8,0.608
80030.2,51633,101580,112933,75901,97510.9,59355.2,0.61
60536.2,43168,91903.7,77862.4,56048,91043.2,44896.2,0.612
69300,51429,88309,65761.1,52189,82579.1,106108,0.613
70497.4,48849,94579.5,76377.5,52809,94784.5,47063.5,0.614
142418,89994,103713,80191.8,52387,100320,35530.2,0.615
67934.2,42209,105478,62292.5,41069,99403.5,44609.2,0.616
112980,76353,96974.2,72993.7,50557,94620.3,41040.5,0.616
142849,97573,95945.9,86055.4,64029,88080.8,43976.5,0.618
121640,90672,87918.9,64352.9,47528,88735.7,31614.4,0.62
138054,85360,105993,110934,71632,101493,50326.5,0.621
115440,70908,106695,81397.9,52869,100900,40656.9,0.622
72647.3,46910,101492,68793,45635,98793,30895.4,0.623
104399,76130,89871.4,88003.3,61569,93673.5,35219.7,0.623
82054.8,53048,101371,107321,70273,100087,57590.2,0.623
114071,75629,98847.8,121809,86160,92651.9,126996,0.624
115824,84077,90281.7,92184,70672,85484.6,51535.4,0.625
99001.4,69108,93884.3,78237,56184,91259.8,43207.1,0.626
125154,86877,94410.4,63217.1,43769,94656,32904.7,0.627
96935.8,65134,97534.1,102097,69875,95757.3,41681.5,0.63
122864,86013,93613.7,79592.9,57705,90394.2,40469.2,0.633
138704,102210,88935.4,94325.8,70286,87951.1,54542.4,0.634
141268,92134,100486,125198,84330,97295.9,39209.9,0.635
77189,50766,99646.6,64057.5,44279,94809.6,35153.4,0.635
97817,70324,91157.2,75368.7,57208,86340.4,35561.2,0.637
90895,60979,97687.6,62078.6,44827,90757.4,42154.9,0.638
62552.9,44110,92937.3,63099.8,45565,90756.3,37939.6,0.639
68377,46478,96414.5,73620.9,54295,88863.1,46149.3,0.64
121765,86388,92373.8,62544.4,46440,88262.4,42192.8,0.642
67129.9,43389,101395,79488.7,52912,98453.5,38069.4,0.643
116052,83820,90736.9,73301.5,53361,90026.1,36641.1,0.644
74373.1,49480,98506.8,71752.4,51605,91122.3,87135.3,0.644
66255.1,42456,102273,53529.5,36389,96405.8,54543.8,0.645
150596,98443,100256,94165.7,64534,95627.8,37006.8,0.648
176774,105738,109564,139165,90650,100610,144972,0.648
105553,71508,96737.5,68047.1,46700,95493.3,54239.5,0.648
92398.3,65425,92555.1,65584.5,49101,87536.8,37427,0.65
78932.2,51304,100828,125143,80812,101487,38846.3,0.651
95335.9,63152,98934.9,80286.3,59716,88111.1,49865.6,0.652
104605,65445,104751,78876.7,51369,100630,42557.1,0.653
93296.2,66172,92399.5,52926.4,38849,89283.8,53367.4,0.654
115842,81048,93670.3,53279,38245,91298.1,44525.7,0.654
123823,77718,104414,78413.7,51818,99172.5,36569.3,0.655
117030,82984,92423.2,96609,65137,97200.8,64532.2,0.656
70525.4,48742,94824.9,86225.2,66526,84942,31350.2,0.659
80004.2,47343,110748,74212.3,47474,102447,38703.5,0.66
103741,64065,106123,68459,45453,98707,36360.9,0.66
149946,108861,90270.1,108137,80029,88553.6,37021.3,0.66
115860,70657,107463,113790,73165,101925,39076.8,0.661
86169.6,58317,96836.5,95968.6,65760,95641.8,78141.1,0.663
77094.7,58889,85796.7,106793,79529,88002.7,30987.9,0.664
80210.2,52272,100563,76867.4,55204,91253.9,38508.2,0.664
105164,70981,97096.7,104959,68985,99711.8,52883.7,0.665
102386,73062,91839.5,77989.3,56942,89759.9,35608.1,0.665
111954,82133,89331.1,73909.4,57825,83765.2,40055.2,0.666
63747.4,44858,93132.7,79205.1,58414,88862,45125.3,0.67
111704,81997,89279.6,100307,71744,91627.8,37219.3,0.671
90564.5,69640,85227.4,54388.6,44412,80257.8,34992.7,0.674
107738,69247,101964,94385.1,60322,102543,44286.3,0.676
103959,69469,98073,74227.4,54032,90031.3,38746.9,0.679
80437.7,48434,108840,78286.7,50110,102387,33989.4,0.679
108322,77249,91897.4,84146.9,61901,89088.2,43180.9,0.679
124146,86616,93932.2,70366.9,48997,94119.3,32979.2,0.68
63623.5,44504,93691.2,84462.9,56936,97220.8,40394,0.682
105741,70305,98568.6,72609.4,53985,88145.4,79037.4,0.685
111393,68189,107059,110920,76937,94483.4,42174.9,0.686
