step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,wuhan,749395.0,502143.0,726565.0,2209988.0,916582.0,1037167.0,836466.0,3097706.0,542973.0,318357.0
ba1,wuhan,wuhan,ba4,ba4,ba1,wuhan,wuhan,wuhan,wuhan,ba1,ba4,wuhan,237832.0,209152.0,1271655.0,4624499.0,1327338.0,2825684.0,2829258.0,1675574.0,360942.0,623161.0
wuhan,wuhan,ba4,ba4,ba1,wuhan,wuhan,ba1,ba4,ba1,ba1,wuhan,ba1,1195210.0,1033243.0,711028.0,3118498.0,856186.0,2373133.0,973077.0,1943146.0,763843.0,636964.0
ba4,wuhan,ba4,ba1,ba1,ba4,ba4,ba1,ba1,ba4,ba4,ba1,ba1,765463.0,868372.0,641408.0,646248.0,779422.0,729100.0,585136.0,1501286.0,553151.0,1095655.0
wuhan,wuhan,ba1,ba1,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba1,ba1,ba4,2590667.0,1344967.0,232659.0,535271.0,5935.0,57811.0,2201513.0,2878262.0,372680.0,1823962.0
wuhan,wuhan,ba4,wuhan,ba1,ba1,ba4,ba1,ba4,wuhan,ba1,ba1,ba4,2910295.0,1563294.0,358357.0,672883.0,12285.0,71409.0,2195648.0,2607818.0,342582.0,1753083.0
wuhan,wuhan,ba4,ba1,wuhan,ba1,ba1,ba1,ba4,wuhan,wuhan,ba1,ba1,927346.0,1192144.0,498437.0,1026302.0,493128.0,708679.0,225003.0,3716327.0,128806.0,438875.0
wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,wuhan,wuhan,ba1,wuhan,ba4,ba4,1078617.0,671967.0,36971.0,607375.0,24691.0,96382.0,1097904.0,3281113.0,42894.0,524712.0
ba1,wuhan,ba4,ba4,ba1,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,200351.0,358653.0,728734.0,1473145.0,1225711.0,1355929.0,567618.0,1211204.0,183703.0,578364.0
ba1,wuhan,wuhan,ba1,ba4,wuhan,ba4,ba4,wuhan,wuhan,ba4,wuhan,ba4,604727.0,524783.0,54486.0,1833745.0,11870.0,359753.0,3464483.0,2010040.0,529879.0,2988861.0
wuhan,ba1,ba1,wuhan,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,238503.0,168434.0,63049.0,829661.0,390079.0,1290261.0,1748034.0,708949.0,1457947.0,791704.0
ba4,wuhan,wuhan,ba4,ba1,ba4,ba4,wuhan,ba1,ba4,ba4,wuhan,ba4,1868783.0,465144.0,89297.0,576169.0,8715.0,290772.0,2960513.0,1176033.0,665371.0,4189602.0
ba1,ba4,ba1,wuhan,wuhan,ba4,ba4,wuhan,ba4,ba4,wuhan,ba4,ba1,570149.0,1649693.0,978805.0,5995016.0,1241738.0,3767320.0,385267.0,3072501.0,1027250.0,557541.0
ba1,ba4,ba4,ba1,ba1,wuhan,ba1,wuhan,ba4,ba4,ba1,ba4,ba1,661550.0,1662166.0,1452063.0,6299519.0,1664272.0,4704538.0,666571.0,3110836.0,1059411.0,441322.0
ba1,wuhan,ba1,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,wuhan,ba1,ba1,526983.0,1259477.0,2100878.0,2846606.0,1544002.0,2150986.0,718937.0,3874591.0,197292.0,747077.0
ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,ba4,ba1,ba1,ba4,ba4,wuhan,761324.0,389941.0,554043.0,1694216.0,895418.0,1058837.0,1208140.0,1163066.0,1588531.0,1088461.0
ba4,ba4,ba1,ba1,ba1,ba1,ba4,ba4,ba1,wuhan,wuhan,ba1,ba1,1133266.0,814384.0,694402.0,783411.0,428314.0,1447885.0,245003.0,1789103.0,456537.0,965826.0
ba1,ba4,ba1,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba4,ba1,245585.0,579229.0,920389.0,5081633.0,1153497.0,4475033.0,856553.0,2316748.0,715039.0,298699.0
ba1,ba1,ba4,ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,wuhan,434868.0,631032.0,1942760.0,4310701.0,1806863.0,2639395.0,2699428.0,3179557.0,1183857.0,863009.0
ba1,ba1,ba4,wuhan,ba1,wuhan,wuhan,ba1,ba4,ba4,wuhan,ba1,ba1,452150.0,1001231.0,1403446.0,1825144.0,1263310.0,1750059.0,512645.0,3184670.0,206436.0,634199.0
ba4,wuhan,ba4,ba4,wuhan,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,ba4,6483690.0,1935252.0,613598.0,630627.0,39486.0,149554.0,4663841.0,2794823.0,520961.0,7644084.0
wuhan,ba4,ba4,ba1,ba1,wuhan,ba1,ba4,ba1,wuhan,ba1,ba4,wuhan,1260311.0,930617.0,1279539.0,4827419.0,1898959.0,3025506.0,2825067.0,5866539.0,1437721.0,1005476.0
wuhan,ba1,ba4,ba4,ba1,ba4,ba4,wuhan,wuhan,wuhan,ba4,ba4,ba4,289555.0,184104.0,4898.0,385039.0,13760.0,30890.0,579490.0,525084.0,1218.0,106668.0
wuhan,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,ba1,1109734.0,1537414.0,850641.0,3711187.0,609099.0,2107434.0,417304.0,2951176.0,583461.0,1011685.0
wuhan,ba1,ba1,ba1,ba1,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,ba1,1500946.0,1732597.0,886045.0,1142503.0,1277478.0,1546717.0,509296.0,6042032.0,216650.0,439290.0
ba1,ba1,wuhan,ba1,ba1,wuhan,ba4,ba1,ba4,wuhan,ba4,ba4,ba1,267447.0,1529254.0,1065741.0,5161090.0,1968314.0,4358341.0,237978.0,2104712.0,1148077.0,378038.0
wuhan,ba4,ba1,ba1,wuhan,wuhan,ba4,wuhan,ba4,ba1,ba4,ba4,ba1,934641.0,2098033.0,448197.0,2937062.0,1172160.0,2213165.0,99783.0,3057952.0,730756.0,269827.0
ba4,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,wuhan,ba1,ba4,wuhan,wuhan,1039480.0,506643.0,253877.0,1451188.0,546095.0,2051992.0,4846902.0,565809.0,6201481.0,4995755.0
ba4,ba1,ba1,ba4,ba1,wuhan,ba4,wuhan,wuhan,wuhan,ba4,wuhan,ba4,1734138.0,626793.0,57864.0,612380.0,14769.0,367357.0,2413850.0,1147934.0,795059.0,4250246.0
ba4,ba1,ba4,ba4,ba4,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,wuhan,1677383.0,650133.0,1181832.0,3597926.0,1539627.0,2862969.0,3925380.0,1880229.0,2271835.0,2020818.0
ba1,ba4,ba1,ba1,ba1,ba1,wuhan,ba4,ba1,ba1,wuhan,ba1,ba4,1152107.0,2157097.0,983623.0,1030593.0,47163.0,177624.0,4316703.0,3783465.0,228887.0,3692193.0
ba1,wuhan,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,wuhan,wuhan,165686.0,284466.0,159707.0,2583669.0,319053.0,2985454.0,4836028.0,912978.0,1259083.0,1702617.0
ba4,wuhan,ba4,ba1,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,wuhan,ba4,3172535.0,442995.0,113469.0,991501.0,17093.0,515277.0,5222975.0,1384701.0,1552844.0,7116356.0
ba1,ba1,ba4,wuhan,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,ba4,ba1,623361.0,1400729.0,888849.0,4342046.0,1543215.0,2987517.0,330742.0,3332427.0,1102209.0,791670.0
ba4,ba4,ba4,ba1,ba1,ba4,ba1,ba4,ba4,ba4,ba4,ba1,ba4,3835431.0,1089643.0,231691.0,297214.0,10652.0,28749.0,2302077.0,1363490.0,282105.0,2938410.0
ba1,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,ba1,ba1,ba1,ba4,wuhan,352070.0,472468.0,1990264.0,6992999.0,1887376.0,3382912.0,5452541.0,2446849.0,1029070.0,1062989.0
ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,wuhan,wuhan,910094.0,369790.0,109695.0,1299327.0,309629.0,2952512.0,3840412.0,313854.0,2665697.0,2823653.0
ba1,wuhan,wuhan,ba1,ba4,ba4,ba1,ba1,ba4,ba1,ba1,wuhan,ba4,822440.0,310163.0,50671.0,1700269.0,7484.0,736258.0,5112818.0,1390782.0,570588.0,3069764.0
wuhan,ba1,ba1,ba4,ba4,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,ba4,4559458.0,2466529.0,425367.0,661078.0,91857.0,195792.0,3154874.0,4942772.0,224312.0,2517809.0
ba1,wuhan,ba1,wuhan,wuhan,wuhan,ba4,ba4,ba1,ba4,ba1,ba1,wuhan,174131.0,210539.0,1272254.0,2494981.0,1133417.0,2552991.0,6492734.0,1355867.0,2708906.0,3221433.0
ba4,wuhan,ba1,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,ba1,ba4,wuhan,1037288.0,369497.0,1098904.0,3414958.0,1163946.0,3258122.0,2910533.0,1615638.0,1627677.0,1781022.0
ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba1,ba1,wuhan,wuhan,86563.0,191713.0,88491.0,1709564.0,357549.0,3823536.0,4336301.0,800670.0,2796212.0,2344196.0
ba4,wuhan,wuhan,ba1,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,ba1,wuhan,310967.0,310999.0,664285.0,1011989.0,453283.0,1341718.0,3541988.0,566028.0,4837003.0,3003894.0
ba4,wuhan,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba4,ba4,wuhan,ba1,ba4,4773970.0,1403696.0,311030.0,506118.0,29859.0,106566.0,2648096.0,2101037.0,352144.0,4916798.0
ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba1,wuhan,wuhan,ba1,wuhan,ba4,1604609.0,168900.0,34783.0,589440.0,2599.0,414269.0,2191962.0,657008.0,860233.0,2611998.0
ba4,ba4,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,wuhan,wuhan,763702.0,779379.0,154173.0,2309094.0,404988.0,5997563.0,5506202.0,631597.0,5538108.0,4302347.0
wuhan,wuhan,ba4,ba4,wuhan,ba4,wuhan,ba4,ba4,ba1,ba4,ba4,ba1,777944.0,1525518.0,471748.0,2443546.0,964451.0,1284199.0,78369.0,1840779.0,644461.0,149863.0
ba1,wuhan,wuhan,ba4,ba1,ba4,ba4,ba1,ba1,ba1,ba1,ba4,wuhan,189993.0,291487.0,1604600.0,5685400.0,1568461.0,2843776.0,3615689.0,1943054.0,510904.0,616863.0
ba1,ba1,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba4,wuhan,ba1,272312.0,864237.0,794160.0,5376495.0,925727.0,4203291.0,711343.0,1867483.0,1288756.0,1331128.0
ba1,ba4,ba1,wuhan,ba4,ba4,wuhan,ba4,ba1,wuhan,ba1,ba1,ba4,1091731.0,1556786.0,1017062.0,1307290.0,44918.0,214854.0,3468444.0,3193772.0,616888.0,3206893.0
wuhan,ba4,ba1,ba1,ba4,wuhan,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,810214.0,221472.0,10470.0,722658.0,12834.0,37465.0,890013.0,1532751.0,10792.0,656887.0
ba1,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,wuhan,ba4,445795.0,285974.0,180617.0,946975.0,15503.0,747632.0,3426868.0,1554652.0,555084.0,2396520.0
ba1,ba4,ba4,wuhan,ba1,ba4,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,291329.0,1585116.0,1565825.0,5161817.0,1318623.0,4625451.0,1493507.0,2179790.0,1158237.0,1178382.0
wuhan,ba1,wuhan,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba4,wuhan,920418.0,603378.0,844082.0,4426566.0,1336899.0,2476155.0,2317916.0,4076854.0,875898.0,449667.0
ba4,ba1,wuhan,ba1,wuhan,wuhan,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,1658522.0,1893434.0,502079.0,1995802.0,846284.0,2403582.0,247056.0,2360039.0,1883347.0,888854.0
ba4,ba4,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,wuhan,ba1,ba1,wuhan,685342.0,446380.0,1305865.0,1860754.0,782251.0,3386470.0,5332159.0,866591.0,5861187.0,4077217.0
ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,ba4,wuhan,ba4,wuhan,ba1,wuhan,671932.0,733342.0,1706123.0,3906709.0,1439293.0,3162037.0,10450756.0,2916736.0,2331593.0,4048371.0
ba1,wuhan,wuhan,ba4,ba1,wuhan,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,934902.0,1580529.0,1003997.0,5763065.0,1790109.0,3007055.0,653677.0,3675992.0,963047.0,657366.0
ba4,wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,ba4,wuhan,ba4,ba1,ba4,6152951.0,1795528.0,459695.0,823779.0,32553.0,80781.0,4157839.0,2239709.0,789963.0,6197051.0
wuhan,ba4,ba4,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,wuhan,ba1,ba4,4292418.0,2593246.0,275696.0,750730.0,22244.0,54851.0,2100942.0,4648410.0,186672.0,2089804.0
ba1,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,wuhan,149504.0,180184.0,1098996.0,6130535.0,1154400.0,2538737.0,3939147.0,1947294.0,485047.0,728184.0
ba1,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,889812.0,972993.0,402462.0,859660.0,46149.0,100281.0,3055050.0,1869819.0,246036.0,2801698.0
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,wuhan,wuhan,wuhan,ba1,ba1,558197.0,357954.0,157548.0,339961.0,214636.0,393806.0,127901.0,944572.0,91788.0,562911.0
ba1,wuhan,wuhan,ba4,ba1,wuhan,ba4,ba4,wuhan,wuhan,ba1,ba4,wuhan,430805.0,377873.0,1838823.0,5993866.0,1946704.0,4003878.0,3784865.0,2496221.0,718507.0,928692.0
ba1,wuhan,ba4,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,169290.0,421129.0,1058661.0,2555231.0,930679.0,2231539.0,6816063.0,1190654.0,3025477.0,2588154.0
ba4,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,ba4,ba1,ba4,ba1,ba4,ba4,1733733.0,236687.0,134024.0,544753.0,14150.0,45155.0,1483690.0,882257.0,60526.0,1087379.0
wuhan,ba4,ba1,ba4,ba4,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,ba1,926325.0,1586197.0,1054707.0,2357270.0,1375846.0,2025660.0,801242.0,5298029.0,351628.0,787878.0
ba1,ba4,ba4,wuhan,ba1,wuhan,ba1,ba4,wuhan,wuhan,ba1,ba4,ba4,579799.0,292867.0,334997.0,1193915.0,9961.0,116883.0,1886966.0,1310847.0,36844.0,537898.0
ba1,wuhan,wuhan,ba4,ba1,wuhan,ba1,ba1,ba4,wuhan,wuhan,wuhan,ba4,439384.0,338343.0,78379.0,1436453.0,33120.0,344060.0,2574918.0,1109106.0,205931.0,1956798.0
ba1,ba4,ba1,ba1,ba4,ba4,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,502951.0,658059.0,165593.0,2570486.0,57686.0,749428.0,3917409.0,2305090.0,563101.0,3268339.0
ba1,ba1,wuhan,ba1,ba4,wuhan,ba4,wuhan,wuhan,ba1,ba4,ba4,ba4,201552.0,109360.0,16358.0,789077.0,15894.0,56754.0,943111.0,688592.0,11129.0,562769.0
ba4,ba4,ba1,wuhan,ba4,ba4,ba4,wuhan,wuhan,ba4,wuhan,ba4,ba4,1481631.0,369857.0,20150.0,588487.0,26860.0,124637.0,1314144.0,1090113.0,172678.0,898157.0
ba1,ba1,ba1,ba4,ba4,ba1,ba4,ba4,ba1,wuhan,ba4,ba4,wuhan,200506.0,442615.0,1140148.0,4256830.0,2171947.0,3657668.0,1826323.0,2959499.0,1183856.0,1082638.0
ba4,ba1,wuhan,ba4,ba4,ba1,ba4,ba4,wuhan,ba4,wuhan,ba1,ba4,5819641.0,2730806.0,436049.0,602317.0,59205.0,174329.0,3564177.0,2715714.0,406518.0,6320506.0
wuhan,ba1,ba1,wuhan,ba1,wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,wuhan,503871.0,428385.0,161115.0,1353792.0,659824.0,2096319.0,2795860.0,1438873.0,2402410.0,1429889.0
wuhan,wuhan,ba4,wuhan,wuhan,ba1,ba4,ba4,wuhan,ba4,ba4,ba1,wuhan,439632.0,347551.0,757744.0,1486139.0,989819.0,980412.0,3106722.0,1612429.0,2088061.0,1967363.0
ba4,ba1,ba4,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba1,ba4,ba1,ba4,6084480.0,2354461.0,502161.0,700510.0,46801.0,72825.0,3953909.0,2598761.0,828286.0,6467166.0
wuhan,ba4,wuhan,ba1,wuhan,ba1,ba4,ba4,wuhan,wuhan,ba1,ba4,ba1,1303794.0,1785956.0,492983.0,3489958.0,1155270.0,3560970.0,318877.0,4675264.0,774202.0,229952.0
ba1,ba1,ba4,ba1,wuhan,wuhan,ba4,ba1,wuhan,wuhan,ba4,ba1,ba4,2103328.0,1729438.0,725303.0,1243070.0,112207.0,138472.0,3361051.0,3017308.0,414018.0,3618243.0
wuhan,ba4,ba4,ba1,wuhan,ba1,wuhan,wuhan,ba4,ba4,ba1,wuhan,wuhan,592618.0,530772.0,87146.0,1668445.0,289505.0,2065492.0,2670185.0,1350887.0,2194464.0,1731362.0
ba1,wuhan,ba1,wuhan,ba1,ba4,wuhan,ba4,wuhan,ba1,ba1,ba4,wuhan,398232.0,377553.0,2150218.0,8824405.0,2261349.0,4695460.0,7059980.0,3808414.0,1343157.0,1276921.0
wuhan,ba1,ba4,ba4,wuhan,wuhan,ba4,ba4,ba4,ba1,ba4,ba1,ba4,3400039.0,2240337.0,333008.0,739247.0,31837.0,32233.0,2562585.0,3700427.0,277583.0,1676097.0
ba4,wuhan,ba1,ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,ba1,2071327.0,1116457.0,516202.0,2561278.0,766474.0,2286285.0,287757.0,2242813.0,1953320.0,1210730.0
ba4,ba1,wuhan,wuhan,ba1,ba1,wuhan,ba1,ba1,wuhan,ba4,ba4,ba1,718317.0,1635468.0,369572.0,1943020.0,984655.0,2293049.0,120471.0,1059610.0,1552778.0,381195.0
wuhan,ba1,ba1,ba4,ba4,ba1,wuhan,ba4,ba4,ba1,wuhan,ba4,ba1,1989633.0,2525395.0,666508.0,4190629.0,1648459.0,2706116.0,388878.0,4910324.0,1353454.0,385313.0
ba1,ba1,ba4,wuhan,ba1,ba4,ba4,wuhan,ba4,wuhan,wuhan,ba1,ba4,2083901.0,1942541.0,545534.0,997451.0,44729.0,121621.0,3743827.0,3488141.0,311756.0,2958964.0
wuhan,ba1,wuhan,ba1,ba4,wuhan,ba1,ba1,ba1,ba4,wuhan,ba4,ba1,1842687.0,2147086.0,428772.0,3585412.0,1157606.0,2404760.0,338337.0,4814049.0,1100908.0,306239.0
wuhan,ba4,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,ba4,wuhan,wuhan,449694.0,559794.0,124407.0,1309503.0,493860.0,1552035.0,2131447.0,1331690.0,1470697.0,1539976.0
ba4,ba4,ba1,wuhan,ba4,ba4,ba1,ba4,ba4,ba4,ba1,ba1,ba1,924524.0,408219.0,664763.0,1088583.0,730442.0,1661913.0,524608.0,920711.0,551128.0,960032.0
ba1,ba1,wuhan,ba1,wuhan,ba1,ba1,ba1,ba4,ba4,wuhan,wuhan,wuhan,177109.0,273931.0,162509.0,1974247.0,373133.0,2326859.0,3221110.0,607543.0,1555837.0,1561452.0
ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,ba1,ba1,ba4,ba1,1215320.0,1018478.0,531058.0,3362036.0,789525.0,3071379.0,741756.0,1364986.0,1995142.0,594855.0
ba4,ba4,wuhan,ba1,ba1,wuhan,ba1,wuhan,wuhan,wuhan,ba1,ba4,ba1,1578225.0,1039315.0,450031.0,2915006.0,835346.0,3992622.0,354004.0,1420280.0,1433776.0,315611.0
ba1,ba4,ba1,wuhan,wuhan,wuhan,ba1,ba4,wuhan,ba4,ba4,wuhan,wuhan,139005.0,308052.0,276509.0,1841335.0,725104.0,2736039.0,4772360.0,1216008.0,2725835.0,3049531.0
ba1,ba1,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,ba4,ba4,wuhan,ba4,465941.0,573618.0,169694.0,1126577.0,20589.0,339219.0,2972986.0,1677393.0,380672.0,3204658.0
ba1,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,ba4,ba1,wuhan,ba1,wuhan,764801.0,1324839.0,2496229.0,5148845.0,1903022.0,3808487.0,14239290.0,2392964.0,2497876.0,4344353.0
ba1,ba4,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba1,ba1,wuhan,ba1,ba4,1901643.0,2587955.0,882434.0,1179526.0,48722.0,262962.0,4706252.0,3885163.0,318910.0,3201417.0
ba4,ba1,ba1,wuhan,ba4,ba1,ba4,wuhan,wuhan,ba4,ba4,ba4,ba1,798203.0,1150490.0,358829.0,1595001.0,1126258.0,1913892.0,64358.0,1036337.0,1256133.0,352261.0
ba4,ba1,wuhan,ba4,ba1,ba4,ba1,ba4,ba1,ba4,ba4,ba4,ba1,1194301.0,2100148.0,742818.0,1939382.0,1517613.0,2887226.0,143569.0,1377486.0,1771295.0,697127.0
ba4,ba1,ba4,ba4,wuhan,ba4,ba4,wuhan,wuhan,ba4,ba4,ba1,wuhan,521101.0,385505.0,811516.0,1175782.0,1267154.0,1746703.0,5027932.0,760985.0,4752511.0,4164121.0
wuhan,ba4,ba4,wuhan,ba4,ba1,wuhan,ba4,wuhan,ba4,ba1,wuhan,ba1,1478009.0,2038909.0,770656.0,3961838.0,1096340.0,2519028.0,1231242.0,3268260.0,1071488.0,1246762.0
ba1,wuhan,ba1,ba1,ba4,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,wuhan,183094.0,278630.0,649531.0,2639132.0,670176.0,2085360.0,6013289.0,1494550.0,920553.0,1998814.0
ba4,ba1,ba1,ba1,ba4,wuhan,wuhan,ba4,ba4,ba1,ba1,wuhan,ba4,1951304.0,354891.0,33012.0,476235.0,3282.0,592802.0,3061546.0,960713.0,1098744.0,3871984.0
wuhan,ba1,wuhan,wuhan,wuhan,ba1,wuhan,ba1,wuhan,ba1,wuhan,ba1,wuhan,1051015.0,1217774.0,1151678.0,2659328.0,1477263.0,3016874.0,5215466.0,3727595.0,2279077.0,1724858.0
ba1,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba1,ba1,ba4,wuhan,wuhan,101647.0,252286.0,299260.0,1779614.0,744551.0,2749841.0,3747317.0,893967.0,2645789.0,2640269.0
ba1,ba1,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,ba1,wuhan,ba1,453142.0,1257097.0,1810509.0,6066114.0,1880114.0,5460027.0,2102615.0,2380683.0,1643976.0,1771530.0
wuhan,ba1,ba1,wuhan,wuhan,wuhan,ba1,ba4,ba1,ba1,wuhan,ba1,ba1,949517.0,1326163.0,749951.0,1003914.0,1058686.0,1070496.0,213010.0,5114283.0,197009.0,366245.0
