sample	fastq_file	total_reads_considered	reads_matching_pattern	fraction_of_fastq_accepted
Omi32_e_F_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_2_R1.fastq.gz	2636422	2249888	0.8533869008830908
Omi32_e_F_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_3_R1.fastq.gz	3929863	3688570	0.9386001496744288
Omi32_e_F_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_4_R1.fastq.gz	2914031	2524404	0.8662927745106349
Omi32_e_F_5	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_5_R1.fastq.gz	6314856	5950009	0.942224019043348
Omi32_e_F_6	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_6_R1.fastq.gz	19636600	18766324	0.955680922359268
Omi32_e_F_7	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_7_R1.fastq.gz	19290932	16552395	0.858040192148311
Omi32_e_F_8	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_e_F_8_R1.fastq.gz	695757	649800	0.933946765896714
Omi32_f_2_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_2_1_R1.fastq.gz	675493	507708	0.7516110455622782
Omi32_f_2_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_2_2_R1.fastq.gz	13964949	11414073	0.8173372491371075
Omi32_f_2_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_2_3_R1.fastq.gz	24718433	21094371	0.8533862563213452
Omi32_f_2_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_2_4_R1.fastq.gz	11881812	11261493	0.9477925589127316
Omi32_f_3_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_3_1_R1.fastq.gz	636120	541376	0.8510595485128593
Omi32_f_3_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_3_2_R1.fastq.gz	15229000	14089923	0.925203427670891
Omi32_f_3_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_3_3_R1.fastq.gz	22685084	21294589	0.9387044368008512
Omi32_f_3_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_3_4_R1.fastq.gz	12203388	9518890	0.7800202697808183
Omi32_f_4_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_4_1_R1.fastq.gz	754325	597764	0.7924488781360819
Omi32_f_4_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_4_2_R1.fastq.gz	17217947	14882523	0.8643610646495775
Omi32_f_4_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_4_3_R1.fastq.gz	16450864	13738863	0.8351453759510746
Omi32_f_4_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_4_4_R1.fastq.gz	18486335	17567390	0.9502905795010206
Omi32_f_5_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_5_1_R1.fastq.gz	9180835	8370459	0.9117317760312652
Omi32_f_5_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_5_2_R1.fastq.gz	14128200	13311487	0.9421927067850115
Omi32_f_5_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_5_3_R1.fastq.gz	11232736	10224171	0.9102119910946006
Omi32_f_5_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_5_4_R1.fastq.gz	13848454	11481432	0.829076805252052
Omi32_f_6_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_6_1_R1.fastq.gz	33245522	30554126	0.9190448566276084
Omi32_f_6_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_6_2_R1.fastq.gz	11635409	9988839	0.8584862809721601
Omi32_f_6_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_6_3_R1.fastq.gz	2797140	2542767	0.9090596108882644
Omi32_f_6_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_6_4_R1.fastq.gz	658439	590726	0.89716131638618
Omi32_f_7_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_7_1_R1.fastq.gz	41028231	38915421	0.9485035072557724
Omi32_f_7_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_7_2_R1.fastq.gz	7571044	6160077	0.8136364020602707
Omi32_f_7_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_7_3_R1.fastq.gz	2655193	2067689	0.7787339752703476
Omi32_f_7_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_7_4_R1.fastq.gz	175008	149835	0.8561608612177729
Omi32_f_8_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_8_1_R1.fastq.gz	49363014	39785109	0.8059700122849063
Omi32_f_8_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_8_2_R1.fastq.gz	5749496	4930530	0.857558645140374
Omi32_f_8_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_8_3_R1.fastq.gz	1635512	1414235	0.8647047530070094
Omi32_f_8_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_8_4_R1.fastq.gz	175008	149835	0.8561608612177729
Omi32_f_F_1	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_1_R1.fastq.gz	620783	525216	0.8460540961978662
Omi32_f_F_2	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_2_R1.fastq.gz	729414	655334	0.8984390209126778
Omi32_f_F_3	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_3_R1.fastq.gz	1206846	1110682	0.920317919602004
Omi32_f_F_4	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_4_R1.fastq.gz	3255400	2534690	0.7786109233888309
Omi32_f_F_5	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_5_R1.fastq.gz	5401227	4346488	0.8047223343880937
Omi32_f_F_6	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_6_R1.fastq.gz	13857721	12535147	0.9045604973573936
Omi32_f_F_7	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_7_R1.fastq.gz	26046505	20826659	0.799595147218408
Omi32_f_F_8	results_Omi-32/20251022_WH_rep1-2_FINAL/grouped_fastq/Omi32_f_F_8_R1.fastq.gz	1027634	774416	0.7535912591447927
