step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
wuhan,ba4,ba1,ba4,ba1,wuhan,ba4,ba1,ba4,ba1,wuhan,ba1,wuhan,0.00018841860352557943,0.00010757944577309131,0.00022822358530626903,0.0002220454252212058,0.00010945149439057384,0.00014186828501035155,0.00038163217965735255,0.00010586721630921062,0.00013872573006669245,0.00016948643342946416
ba1,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,wuhan,ba4,ba1,ba1,ba4,0.00016479662536831246,0.0001446058085115945,0.00011315837574957246,9.765209401596597e-05,3.202151145920439e-05,3.0857734015961164e-05,0.00012248441450811673,7.219133802378999e-05,2.242209813516525e-05,0.00016192935396551334
ba1,ba4,ba1,ba4,ba1,wuhan,wuhan,ba4,ba1,ba1,ba1,ba1,wuhan,0.00011979581587917826,5.300196181386724e-05,0.00013624705323000538,8.509685917948771e-05,9.25807350952246e-05,5.7624857237182134e-05,0.0002789648648872267,2.410484178176289e-05,9.075573952378923e-05,0.00012213380365124138
ba1,ba1,ba1,wuhan,ba1,ba1,ba4,ba4,ba4,ba4,wuhan,wuhan,ba1,8.037139761694457e-05,0.00011432647224732359,6.492172699357345e-05,3.550625416344092e-05,9.66620620690917e-05,6.638157559179711e-05,6.996919654026737e-05,5.899013945806524e-05,5.027375512909115e-05,5.548090470370385e-05
ba4,ba1,wuhan,ba4,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,ba4,wuhan,0.00011491802307528332,4.279141542116485e-05,0.00012432730034123382,0.00012801832058159055,7.275073841670046e-05,4.997233445434477e-05,0.00022729615580708762,4.156178543136106e-05,0.00022746354608683045,4.844640392697785e-05
wuhan,ba4,ba4,ba4,ba1,ba1,ba4,wuhan,ba1,wuhan,ba1,wuhan,ba1,9.986007765215464e-05,0.0003271506933438688,0.00013455240109798552,0.00010522833649533812,0.00014135591987447156,0.00021971455118756746,0.00010321546195361957,0.00016990207368482085,7.992865674247872e-05,0.00010103757631504118
ba4,ba1,wuhan,ba4,ba4,ba1,wuhan,ba4,ba1,ba4,wuhan,wuhan,ba4,0.00018720619078284775,0.00011342373934629527,0.00010360109606374173,0.0001015630335188718,3.169818514727012e-05,2.883962301685064e-05,0.00011219485849453382,0.00014436251798758128,4.846377809836655e-05,9.714013317600609e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,wuhan,6.395809723598223e-05,4.029998020559168e-05,5.0187228312405344e-05,8.113872739174743e-05,3.813152624774656e-05,3.7238503360975356e-05,0.00014588444840538773,3.022744338464811e-05,5.331586134128629e-05,3.145607456458609e-05
ba1,wuhan,wuhan,ba4,ba4,ba1,wuhan,wuhan,wuhan,wuhan,ba1,ba4,wuhan,9.412337404145286e-05,5.142214653686052e-05,8.73942402484925e-05,0.00010134417152481833,8.884232661156063e-05,4.959324219308372e-05,0.00027011791305867896,1.785713170676261e-05,9.590547222868648e-05,7.942363832179066e-05
wuhan,wuhan,ba4,ba4,ba1,wuhan,wuhan,ba1,ba4,ba1,ba1,wuhan,ba1,0.00012032209384057041,0.00019085182820693673,9.995827154405118e-05,0.00011565858121662467,0.00012274360457340268,0.00015462129925003745,0.00010596724314895178,0.00011381429757525105,7.801286198843855e-05,5.966541838646387e-05
ba4,wuhan,ba4,ba1,ba1,ba4,ba4,ba1,ba1,ba4,ba4,ba1,ba1,8.701325486400035e-05,6.816387540480933e-05,0.00013148667893653654,9.779435584164617e-05,5.390594638562608e-05,4.524652575556457e-05,0.00012563058623487206,6.687005602379251e-05,8.016882511121013e-05,5.5014568368537306e-05
wuhan,wuhan,ba1,ba1,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba1,ba1,ba4,0.00017357810104923763,0.00015858353839974233,0.00010521340834099101,0.00017241080475744198,2.7263523406669693e-05,4.1707371898598565e-05,0.00011337963759616139,0.00011915401138715377,2.4199598921672304e-05,0.00015745641733058732
wuhan,wuhan,ba4,wuhan,ba1,ba1,ba4,ba1,ba4,wuhan,ba1,ba1,ba4,0.00020484631810085342,0.00021768169320301894,0.0001424577899083963,0.0002512412788965168,3.5485884243160826e-05,4.535860800339488e-05,0.000132669549736461,0.00012042257921836767,2.641746342233403e-05,0.00015405591181465013
wuhan,wuhan,ba4,ba1,wuhan,ba1,ba1,ba1,ba4,wuhan,wuhan,ba1,ba1,8.586888469703239e-05,0.00012457667860721935,0.00010963076670392396,0.00011362140834446623,9.862262248918226e-05,0.00010266972531715776,0.00013524818139528308,0.00011820380604962133,4.2301265033722955e-05,6.969080295459462e-05
wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,wuhan,wuhan,ba1,wuhan,ba4,ba4,0.00014216387855821611,0.00018069888135697663,4.403526804304289e-05,0.00011034339138335006,2.367572508891357e-05,3.670217388815323e-05,8.720144417228597e-05,0.00013689938324343336,2.1523846572601318e-05,0.00011168632740813806
ba1,wuhan,ba4,ba4,ba1,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,8.090486125702293e-05,9.326111754780859e-05,8.689292593821732e-05,5.79071114423797e-05,9.501189780979187e-05,4.967199781815792e-05,0.00010702447562191548,3.3122347390772485e-05,3.380052342182719e-05,5.873750427916192e-05
ba1,wuhan,wuhan,ba1,ba4,wuhan,ba4,ba4,wuhan,wuhan,ba4,wuhan,ba4,0.00015787702991539794,0.00016029650029619768,7.512032201071967e-05,7.110867844136565e-05,4.745161618430126e-05,3.041888140320496e-05,0.00013521520676769,6.472381540898606e-05,2.765471009495501e-05,0.0001812393129146444
wuhan,ba1,ba1,wuhan,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,8.175214902364488e-05,4.720134784688955e-05,4.2544962342688906e-05,7.556741145476272e-05,4.886021555588582e-05,7.135729128413652e-05,0.00013786950329856132,4.8226703338562733e-05,7.704117971740796e-05,4.9893278332142996e-05
ba4,wuhan,wuhan,ba4,ba1,ba4,ba4,wuhan,ba1,ba4,ba4,wuhan,ba4,0.00013573122323500648,8.74858633617393e-05,8.032574495432059e-05,8.721828531772067e-05,1.945043178067645e-05,1.8585370462573984e-05,9.681555837554735e-05,7.99636414293112e-05,4.4770055326111246e-05,0.00010396165405258077
ba1,ba4,ba1,wuhan,wuhan,ba4,ba4,wuhan,ba4,ba4,wuhan,ba4,ba1,7.275768536345893e-05,0.00013595989229162622,7.521478328821503e-05,5.879472764943486e-05,0.00011481638676787788,7.28703770682021e-05,7.319244121824083e-05,5.613673975062344e-05,5.7354875512383044e-05,5.4602849338007345e-05
ba1,ba4,ba4,ba1,ba1,wuhan,ba1,wuhan,ba4,ba4,ba1,ba4,ba1,7.282158651984322e-05,0.00012407259097656779,8.697172092522088e-05,7.098132963741974e-05,0.00011831357424147064,8.06117017034697e-05,7.465821027039774e-05,4.174716869281666e-05,6.225628795864251e-05,5.8974404145925135e-05
ba1,wuhan,ba1,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,wuhan,ba1,ba1,0.00012014093115280036,0.00014613075341664652,0.00013753392298556296,7.952921242989144e-05,0.0001542146677902559,7.80511956343903e-05,0.0001839851358459229,7.073269185461114e-05,5.389472228638357e-05,8.938942836571403e-05
ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,ba4,ba1,ba1,ba4,ba4,wuhan,5.541888634821487e-05,2.9934146781370375e-05,6.873759689551689e-05,6.574602698936042e-05,3.199347878470566e-05,2.4223765532931142e-05,0.00010997554067036594,1.956632953318771e-05,8.576465153565349e-05,3.324344170684232e-05
ba4,ba4,ba1,ba1,ba1,ba1,ba4,ba4,ba1,wuhan,wuhan,ba1,ba1,7.47508515639528e-05,8.822039336136737e-05,0.00013748108948384525,8.009141760900467e-05,5.715265271506913e-05,6.979467587199353e-05,9.744809662299587e-05,8.174437584313451e-05,6.723024477277448e-05,5.8905733000220585e-05
ba1,ba4,ba1,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba4,ba1,7.411118935035e-05,0.00014265237247016675,6.649292652182114e-05,5.797655540469144e-05,0.0001241461696491586,8.787587859648794e-05,7.049630495917191e-05,4.723870063448487e-05,5.379905235637272e-05,5.499225075461521e-05
ba1,ba1,ba4,ba4,wuhan,wuhan,ba1,ba4,ba1,wuhan,wuhan,ba4,wuhan,9.88507539212187e-05,5.509730240633154e-05,8.441692792597217e-05,6.675276781987528e-05,6.90350733802984e-05,5.565488599678177e-05,0.00024895039940701165,3.2348904231372554e-05,9.09168299330662e-05,5.869744833066559e-05
ba1,ba1,ba4,wuhan,ba1,wuhan,wuhan,ba1,ba4,ba4,wuhan,ba1,ba1,9.094451452172815e-05,0.00011759999241903814,0.00010643034358915159,5.6429391522338006e-05,9.203646001691071e-05,6.684912587160129e-05,0.00010547878332700181,6.532904636021852e-05,4.474987681047456e-05,5.464752583608939e-05
ba4,wuhan,ba4,ba4,wuhan,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,ba4,0.00015735692611291603,0.00010060782377661515,0.00015473773714300251,0.00014562113040585584,2.3446901766202545e-05,2.1542233862556705e-05,0.0001446711749103027,9.295653187552493e-05,4.465620281210909e-05,0.0001233195907614781
wuhan,ba4,ba4,ba1,ba1,wuhan,ba1,ba4,ba1,wuhan,ba1,ba4,wuhan,0.00011595238954296318,9.664480522510818e-05,0.00012181936043683239,0.00023760593321866245,0.00010039015134142217,0.00010000808042622523,0.00026937254810014647,5.974228571025511e-05,0.0001078369763089338,0.00010530850233043959
wuhan,ba1,ba4,ba4,ba1,ba4,ba4,wuhan,wuhan,wuhan,ba4,ba4,ba4,8.872066843091105e-05,0.00012232290575101072,2.3942446788301643e-05,6.822852255630057e-05,2.113560406229136e-05,2.8382737580385827e-05,5.8482340206494364e-05,7.703734975483039e-05,1.1217573657880853e-05,4.3905418257877044e-05
wuhan,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,ba1,9.552792595768005e-05,0.00021058044983411853,0.00010676634932259021,8.17677122434628e-05,0.00010170607550087582,0.00016202194483670037,8.146575660285892e-05,0.00017995756374117853,6.0868262080530245e-05,8.990998063487802e-05
wuhan,ba1,ba1,ba1,ba1,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,ba1,0.00011012776730704124,0.00017154128640514506,8.561007093678848e-05,0.00010424906855707366,0.0001328214322102788,0.00014695163638432106,0.00013153141874292477,0.00017890381286093512,6.086964914245583e-05,5.0135456134595454e-05
ba1,ba1,wuhan,ba1,ba1,wuhan,ba4,ba1,ba4,wuhan,ba4,ba4,ba1,7.11909387774674e-05,0.0001372620002275444,6.954416168598994e-05,4.1160737606805406e-05,0.00010839276979866295,8.309296700935776e-05,7.355245944594347e-05,5.0310066862527855e-05,5.533278460983835e-05,3.985084957335922e-05
wuhan,ba4,ba1,ba1,wuhan,wuhan,ba4,wuhan,ba4,ba1,ba4,ba4,ba1,6.938126747361615e-05,0.00017568961869475244,7.475217191484394e-05,7.706090888447629e-05,9.217519461221904e-05,0.00012934587056362076,5.573673498081605e-05,0.00011075701169641811,4.605477156554112e-05,5.102867326429062e-05
ba4,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,wuhan,ba1,ba4,wuhan,wuhan,8.836959747548628e-05,3.2620353072355955e-05,0.00011094361545644855,9.234214453295181e-05,4.638970374421595e-05,4.3536050498404074e-05,0.00016959508451028064,3.7419718581124964e-05,0.00016826880153969384,0.00010790358368002857
ba4,ba1,ba1,ba4,ba1,wuhan,ba4,wuhan,wuhan,wuhan,ba4,wuhan,ba4,0.0001631521026174006,0.00011098831614521853,7.870705555861752e-05,8.100154192126132e-05,3.027723890777278e-05,2.6448395716190693e-05,9.166726398647325e-05,0.0001127155436229674,4.431206103736235e-05,9.525366598141257e-05
ba4,ba1,ba4,ba4,ba4,ba4,ba4,wuhan,ba1,ba4,ba1,ba4,wuhan,9.624137014028916e-05,3.5425869902731026e-05,0.0001047868963504385,0.00011712327242403764,5.73196319453322e-05,4.5018794041119e-05,0.00020835844291232516,3.1158788034802e-05,0.0001945923254877391,4.04270523988804e-05
ba1,ba4,ba1,ba1,ba1,ba1,wuhan,ba4,ba1,ba1,wuhan,ba1,ba4,0.00013297811756250342,0.00011380079929136353,0.00010875933910769798,6.952905376308124e-05,2.6357656377373493e-05,2.393330639722542e-05,0.00010689850915405958,5.550113901787597e-05,1.8443890234254203e-05,0.0001623900504119026
ba1,wuhan,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,wuhan,wuhan,0.00010067833197979374,4.542970525476619e-05,9.660852754670799e-05,7.292302668319879e-05,7.736523151062133e-05,5.371180999748188e-05,0.00027001973523374187,2.6374901579344342e-05,9.824530122404274e-05,0.00011627267237581633
ba4,wuhan,ba4,ba1,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,wuhan,ba4,0.00020477029681575772,0.0001227475151667158,0.00012650855636284192,0.00014905374128528235,3.30076721513477e-05,2.4595478282489908e-05,0.00014101132620749848,0.00011289939872312887,6.701550483565278e-05,0.00015100259454727333
ba1,ba1,ba4,wuhan,wuhan,ba1,ba4,wuhan,ba1,wuhan,wuhan,ba4,ba1,8.391328959410824e-05,0.00016450324490328947,8.732074660791218e-05,5.5827286531674905e-05,0.00012160748095899387,8.892310194034e-05,9.981133696053632e-05,6.587683750519431e-05,7.398340436627365e-05,4.7289784397729774e-05
ba4,ba4,ba4,ba1,ba1,ba4,ba1,ba4,ba4,ba4,ba4,ba1,ba4,7.695587270603962e-05,5.610374036492481e-05,8.258658840730473e-05,8.192764064496147e-05,1.1569151543607833e-05,1.149547635844659e-05,7.176133080616272e-05,4.827185604591419e-05,1.9687231504852882e-05,9.437849970335172e-05
ba1,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,ba1,ba1,ba1,ba4,wuhan,0.00013534744963479317,7.356223098297581e-05,0.0001212465935408991,0.00013450188497104385,0.00012554897553582897,5.939308570577349e-05,0.0004126512449705487,2.629817639188361e-05,0.0001421738432125042,9.310784386233327e-05
ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,wuhan,wuhan,9.201545458609833e-05,2.8239296583548585e-05,0.00011157854760047216,9.65326336197e-05,3.515064029511726e-05,4.373044564725206e-05,0.00015083204884490788,3.745844314087021e-05,0.0001378216652163266,7.419628700073036e-05
ba1,wuhan,wuhan,ba1,ba4,ba4,ba1,ba1,ba4,ba1,ba1,wuhan,ba4,0.00021445677915440543,0.00020344717373850323,9.987710908480233e-05,0.00010540354251971822,5.960767932745614e-05,3.811917791902878e-05,0.0001508196503107942,7.394013724685086e-05,4.044145748827469e-05,0.00021469041288473556
wuhan,ba1,ba1,ba4,ba4,ba1,ba1,wuhan,ba1,ba4,wuhan,ba1,ba4,0.00018185832526600783,0.00020681960318075208,9.331947451867405e-05,0.00016298814564290963,4.585312566955411e-05,6.609916486332211e-05,0.0001431210685144468,0.00021643470280925222,3.0212027390925646e-05,0.00013230558514795138
ba1,wuhan,ba1,wuhan,wuhan,wuhan,ba4,ba4,ba1,ba4,ba1,ba1,wuhan,0.00013569500680737096,5.234124744857039e-05,0.00012864195028046104,0.00011151810613281045,0.00010652813422684067,5.114358350230494e-05,0.0003616939893346285,2.1140903818467077e-05,0.0001018392451858826,0.00012499577340511196
ba4,wuhan,ba1,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,ba1,ba4,wuhan,0.00011795701045313437,4.7727178569775156e-05,0.00012214047904769064,0.00016333663431734193,6.109216397779196e-05,4.734859915334646e-05,0.0002763396507271632,3.617256734670934e-05,0.00020880840655253217,6.146565219655208e-05
ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba1,ba1,wuhan,wuhan,7.126202522675632e-05,3.061396733593305e-05,4.390329972246544e-05,3.398636262684534e-05,4.3807359124444445e-05,3.449769229066535e-05,0.00013408075075786404,1.6665357303978116e-05,7.13647489231255e-05,6.5274185811541e-05
ba4,wuhan,wuhan,ba1,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,ba1,wuhan,9.578430361706912e-05,2.647654587808256e-05,0.00014541033602966094,0.00012069907987426388,5.4307143840653825e-05,3.2603808553781206e-05,0.0002560960515996329,2.867350392086193e-05,0.00017905176409485158,6.497638012604582e-05
ba4,wuhan,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba4,ba4,wuhan,ba1,ba4,0.00012977057805180157,6.995030310836957e-05,0.0001339640409437999,0.00013129346323933276,2.0764735891851446e-05,1.727216277653397e-05,0.00011289736350754993,8.810790015906686e-05,3.877147444482058e-05,0.00010615681477978144
ba4,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba1,wuhan,wuhan,ba1,wuhan,ba4,0.00011820451798388579,7.743906867786702e-05,7.988441888626676e-05,8.473521626310475e-05,1.6656584923750187e-05,1.5222703390723048e-05,7.000514638444962e-05,5.71478404253277e-05,3.812082741117871e-05,7.574618900016785e-05
ba4,ba4,wuhan,ba4,ba4,ba1,ba4,ba1,ba4,wuhan,ba1,wuhan,wuhan,0.00010276435816686431,4.506853280019562e-05,0.00015372040780338396,0.00012014028360586842,5.3560322395716517e-05,5.697676406444038e-05,0.00017640713433307123,3.958883694961706e-05,0.0001961629423063347,0.0001080535787491621
wuhan,wuhan,ba4,ba4,wuhan,ba4,wuhan,ba4,ba4,ba1,ba4,ba4,ba1,4.930473284053715e-05,0.00010196188823106821,5.200523668523067e-05,5.723502161284352e-05,7.642686436704809e-05,7.424378228813454e-05,5.5786404390355557e-05,5.926924563384775e-05,3.4039620605784594e-05,2.7506551498338656e-05
ba1,wuhan,wuhan,ba4,ba1,ba4,ba4,ba1,ba1,ba1,ba1,ba4,wuhan,0.00011991712039079504,6.364450575727042e-05,0.00010386248579096802,0.00011323975820210568,0.00011575905379482016,5.186752492364377e-05,0.00035167072172875814,2.2257758912361384e-05,0.00013550105538339714,8.305584137656572e-05
ba1,ba1,wuhan,wuhan,wuhan,wuhan,ba4,wuhan,ba4,wuhan,ba4,wuhan,ba1,8.38879964182386e-05,0.00015131778826490402,7.476815172435778e-05,3.428396570595606e-05,0.00010303609622248313,0.00010809533549899342,7.960945608408039e-05,6.614188490679159e-05,6.617102790889617e-05,6.27948879334101e-05
ba1,ba4,ba1,wuhan,ba4,ba4,wuhan,ba4,ba1,wuhan,ba1,ba1,ba4,0.0001929131584611589,0.0002301490339855476,0.00015241368890973826,0.00014197019993590648,4.676525143166566e-05,4.501711729159929e-05,0.00014374174426607446,7.443704549354935e-05,2.8567819799800598e-05,0.0002764560615951357
wuhan,ba4,ba1,ba1,ba4,wuhan,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,0.0001351666336025324,0.00019569362238005403,3.716487324392664e-05,9.412050627908712e-05,2.5620443109164472e-05,3.8399772819043524e-05,6.927446888379843e-05,0.00011831617250337245,1.4364412222822647e-05,0.00011780891441275352
ba1,ba4,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba1,wuhan,ba4,0.00013086930736878958,0.00015462286169462002,7.2575530794012e-05,5.947517985277317e-05,3.4218889168636415e-05,2.6146144084085558e-05,7.856727993543935e-05,6.255474153719071e-05,2.567802955437345e-05,0.00018764309944048734
ba1,ba4,ba4,wuhan,ba1,ba4,ba1,ba1,wuhan,wuhan,ba1,wuhan,ba1,0.00011249810030065628,0.0002552167390920919,0.00013943106197596576,7.46223124087665e-05,0.00014679322866838538,0.00013025675559488655,0.00010902322690735388,7.721177869010098e-05,9.014743135554509e-05,0.00010270532704124516
wuhan,ba1,wuhan,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,ba1,ba4,wuhan,0.00013289829794603335,8.091297271139314e-05,8.604770478489524e-05,0.0001748215720152313,0.00010006885820633631,9.421419323888094e-05,0.00023118904865095452,6.43351232154296e-05,0.00012995081327416732,4.562216762837971e-05
ba4,ba1,wuhan,ba1,wuhan,wuhan,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,9.571727655117593e-05,9.955977944811133e-05,0.00011284207077693591,8.507591137972175e-05,0.00010524590299838661,6.605023680132352e-05,9.712964100733366e-05,9.535772043483751e-05,0.00015205099961595317,2.903212475780393e-05
ba4,ba4,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,wuhan,ba1,ba1,wuhan,0.000103153899803505,3.780660325086023e-05,0.00017552185770678154,0.00010922934701767684,5.302900346650183e-05,4.920971741556103e-05,0.00021387443757516503,3.166221742291245e-05,0.0001362453997666439,0.00010139343712318264
ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,ba4,wuhan,ba4,wuhan,ba1,wuhan,0.00014240937885929872,5.375126837623573e-05,0.00015547865624883584,0.00011009006521356876,0.00011176566605756663,5.796334049949677e-05,0.0005233626051638009,3.2677952044052805e-05,0.00011768551065119208,0.0001334225305755224
ba1,wuhan,wuhan,ba4,ba1,wuhan,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,0.00010983697010307412,0.0001613538374623767,9.253608750267862e-05,7.538075538887611e-05,0.00017914346050997059,7.889628514179695e-05,0.00014512799882646424,5.505667171194098e-05,7.625185969237854e-05,5.596990461783596e-05
ba4,wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,ba4,wuhan,ba4,ba1,ba4,0.00015112618720405715,9.527635593449486e-05,0.0001538495170897365,0.00016799958529932217,2.485561557761747e-05,2.0452883378237483e-05,0.00014556383578502835,8.081490569628364e-05,4.485103441921942e-05,0.0001422189088448558
wuhan,ba4,ba4,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,wuhan,ba1,ba4,0.00011067639626432112,0.00019278261365946416,0.00010491552607186792,0.00014374033989706706,2.501686182620756e-05,3.712759543462195e-05,8.679145815010648e-05,0.00011394629783915211,1.912690812063734e-05,0.00013308924586036017
ba1,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,wuhan,6.541960337222448e-05,2.8959190460794703e-05,5.469370899064773e-05,5.024942609952055e-05,5.2620735075950346e-05,2.4791012508774138e-05,0.00016459999174913936,1.1779641629567918e-05,6.367524284866578e-05,4.56617694741004e-05
ba1,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,0.0001762994496743682,0.00013401974868306892,0.00010256635200532207,0.00010623418350582626,3.623532278001475e-05,2.3346867605373415e-05,0.00013127047292035311,4.8029051866910584e-05,2.0413976768262748e-05,0.0001776831802399394
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,wuhan,wuhan,wuhan,ba1,ba1,3.839992975069571e-05,3.3495603135017905e-05,6.709269390824872e-05,3.738923663797942e-05,2.9324349774838568e-05,1.8002783127802828e-05,4.476696573336632e-05,3.14521108665528e-05,3.6190615831900134e-05,1.7643996260031947e-05
ba1,wuhan,wuhan,ba4,ba1,wuhan,ba4,ba4,wuhan,wuhan,ba1,ba4,wuhan,0.00012211261453306358,6.592936300825121e-05,0.00011069433745986635,0.00012528829775700716,0.00011230495505552959,5.573571106229547e-05,0.00034188180779219044,2.1802491097242935e-05,0.00012103626102684517,8.766676481795887e-05
ba1,wuhan,ba4,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,0.00011210769637989148,4.374213518462079e-05,0.00013129139748064731,0.00010369513242838806,0.00010646670251812811,4.3588317271358555e-05,0.00037393802431081967,2.1165311703846963e-05,9.915950517216261e-05,0.00011589315203416835
ba4,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,ba4,ba1,ba4,ba1,ba4,ba4,0.00011925756078063157,6.389893931806486e-05,3.854977391792911e-05,8.028396250788614e-05,1.4509107649046437e-05,1.007214238133152e-05,6.799005370802462e-05,3.6566550704199374e-05,3.0708142680384846e-05,5.542327311064206e-05
wuhan,ba4,ba1,ba4,ba4,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,ba1,9.27211297841015e-05,0.00020676647887856413,0.0001325110723716475,0.00010047936325588858,9.652017093513618e-05,0.00015420983031108195,0.00011423872506732611,0.00015720709282983982,3.932807241190196e-05,9.743011790509578e-05
