step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,3.810751562610688e-05,3.502024794634049e-05,9.600390734386311e-06,1.5212945908554008e-05,7.2350921515247365e-06,7.359781440888477e-06,2.5187395207525385e-05,1.6184967386350204e-05,4.259455305664524e-06,2.6029485490707577e-05
ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,5.150255987401592e-05,2.3109116020178757e-05,3.996424249214117e-05,2.824259322168492e-05,2.953973369676553e-05,3.262123296753934e-05,0.00010263974032468035,1.6830877067369045e-05,4.824790476627746e-05,4.90878915525093e-05
ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,5.1205256268690305e-05,2.3418977173904373e-05,7.996840490881411e-05,5.487233861814601e-05,2.9457983796485607e-05,2.7808107348599067e-05,0.00010664299223073833,2.452478680311848e-05,9.244476597324509e-05,5.544013871400583e-05
ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,3.788748835178096e-05,4.329826551915182e-05,7.179221582434792e-05,3.786468554044667e-05,3.3598916156382867e-05,2.788478615495829e-05,4.264457705376534e-05,3.340423088771909e-05,3.3569160881724016e-05,2.8374934017935487e-05
ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,2.0164411027982733e-05,7.489114828734554e-06,1.794895963312183e-05,9.590017512696779e-06,1.4645977316854082e-05,7.750079656044278e-06,5.00004906457789e-05,4.007956700370133e-06,1.653942626264605e-05,1.654341052176171e-05
ba1,ba1,ba1,ba1,ba1,ba1,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,4.4751585058476355e-05,2.032765635648664e-05,3.6100583619544995e-05,2.2256882985748478e-05,2.699722645697748e-05,2.35099164411432e-05,9.148651518728434e-05,1.3266579875612358e-05,4.483956155376154e-05,4.4957740354032776e-05
wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,5.8022198938911224e-05,4.742847702200892e-05,1.2746519465637544e-05,3.8072942282076345e-05,8.36652389679946e-06,1.2820911186737945e-05,3.531502750626511e-05,3.722666551319069e-05,6.467342297434557e-06,3.0780878783807306e-05
wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.480374377956523e-05,5.0036397349956235e-05,1.0679493361858746e-05,3.270017019375241e-05,6.868147782390314e-06,8.48460927800703e-06,2.5172510283517368e-05,2.8031284875422815e-05,4.4354784112319065e-06,2.2564050442051218e-05
wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,5.198957603691234e-05,8.448073733570691e-05,5.782192394085401e-05,5.804753765178588e-05,5.329286392159896e-05,5.633575358256729e-05,6.284456675707226e-05,6.302567206188595e-05,2.4973934460530717e-05,3.423430186186345e-05
ba1,ba1,ba1,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.516017803973347e-05,4.060401013555765e-05,9.294474492740642e-06,1.5710597971683424e-05,8.774651352006405e-06,6.7205341624458725e-06,2.719078016532724e-05,1.584421301191758e-05,5.564961081047925e-06,3.3458229627417494e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba1,ba1,ba1,ba1,4.12913668676851e-05,6.128415609336834e-05,4.099860607849766e-05,4.3907618429021614e-05,3.9002384382715656e-05,3.7751358092029585e-05,4.2409917208544894e-05,4.282604758250559e-05,1.722595344165412e-05,2.1399409631054313e-05
ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,6.255932884653467e-05,2.9719246122078838e-05,3.88915607408373e-05,3.074752462013872e-05,3.825511732190802e-05,3.153527897438695e-05,0.00011835461261265388,1.8375937385199718e-05,6.177031660075497e-05,6.772205123307552e-05
ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,2.9109697404428046e-05,3.841762800500632e-05,5.5516618082127e-05,3.1434351998642864e-05,2.7766849076731092e-05,2.3737346613355032e-05,3.35329299284018e-05,2.8843291834129838e-05,2.7514340706955485e-05,2.324707307059282e-05
ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.551984389020877e-05,4.4145903787617e-05,9.215195457104385e-06,1.6705877529292006e-05,9.188112360250447e-06,7.161288034613303e-06,2.9760015047886155e-05,1.707384532878099e-05,5.664635089243956e-06,3.4970136500791666e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,2.664646867678129e-05,3.5453776454587936e-05,2.574456555052666e-05,2.581130750113346e-05,1.8892438978882685e-05,2.5773453154371624e-05,3.249995445566342e-05,2.8575273909056396e-05,1.020650684922923e-05,1.430529029213931e-05
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,4.613079700768741e-05,3.573842204353094e-05,6.678339633335073e-05,4.3009240398229136e-05,3.307471331450796e-05,2.1993580205674684e-05,4.4669043644333795e-05,2.974653949100296e-05,4.0239843640141394e-05,1.990180526039776e-05
wuhan,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,6.668713037022616e-05,0.0001165288461254682,7.732819226639107e-05,7.733040975304246e-05,6.909915128768686e-05,8.009931043094649e-05,8.669420259374702e-05,8.456353589016845e-05,3.2864791187398904e-05,4.3509753031071526e-05
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,3.86217142874038e-05,3.213599261953361e-05,5.628542695842108e-05,3.8213396865963664e-05,2.861231129064585e-05,2.0114370325969255e-05,3.907093482522367e-05,2.5418721810470575e-05,3.7312485972013504e-05,1.7046673477179192e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,3.242113602107723e-05,4.039576089873758e-05,8.522796705336405e-06,2.2943933187048957e-05,5.376268598254027e-06,6.880166844409648e-06,1.757272442668e-05,2.0791475734124523e-05,3.009744887256129e-06,1.791109354244049e-05
ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,3.225713923073618e-05,4.5004983656302094e-05,5.8299084129195444e-05,3.7407785299385276e-05,3.0578150763265056e-05,2.6979682304183486e-05,3.6022384271224556e-05,2.9894313693586114e-05,2.9710700674549968e-05,2.496574428831466e-05
ba4,ba4,ba4,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba1,4.429143212929534e-05,4.929375849250518e-05,7.952138113708088e-05,4.775383504378549e-05,3.489415275137274e-05,3.070587023594015e-05,4.0158848479339784e-05,3.66373678349494e-05,3.9671743033725815e-05,2.9226201460713327e-05
ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,4.673896080995313e-05,2.1911059060187948e-05,7.961423815893153e-05,5.421967578598884e-05,2.6202694407586436e-05,2.5368494232417536e-05,9.534794510954058e-05,2.2459170302808727e-05,9.129171494762075e-05,5.123454079019518e-05
wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,6.154959644659314e-05,9.325866852240218e-05,6.436190220836295e-05,6.987959568227015e-05,5.496677007731372e-05,6.882047576775216e-05,7.086209580466731e-05,6.661249725659008e-05,2.626384759122335e-05,3.20057742713659e-05
ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,2.2766716494862608e-05,9.809463220332462e-06,3.4335046670533224e-05,2.6221370711431775e-05,1.1387415215738888e-05,1.226072838015698e-05,4.547534417858048e-05,8.894418985813143e-06,4.201378048311032e-05,2.230511311749572e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,3.1627285162271265e-05,5.0062848799979585e-05,3.072577352179114e-05,3.313830695984057e-05,3.0057072746113106e-05,3.173873232788896e-05,3.1260528907128186e-05,3.526141342393723e-05,1.2828456777840983e-05,1.6221857459533165e-05
ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,5.269738341381369e-05,2.6649301122275567e-05,8.740318303431807e-05,6.449146285733355e-05,3.0170599470918476e-05,2.7369783703286107e-05,0.00011017453928340404,2.6067581464773143e-05,8.979926150713386e-05,5.3431991631857246e-05
ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,4.5395705487787e-05,2.1979341026035482e-05,8.181951252544537e-05,5.556002451198828e-05,2.440001767342697e-05,2.4635055346764695e-05,9.512603266420836e-05,2.10038257466059e-05,8.28711171556107e-05,4.8840622282799325e-05
ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,wuhan,2.7642645670735062e-05,1.4269232020664763e-05,1.6750179883376844e-05,1.1671523029015176e-05,1.410675864307601e-05,1.0395805556812873e-05,4.297708865901672e-05,6.603364843760209e-06,2.1298531221214158e-05,1.3421259419978022e-05
ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,5.239128963507157e-05,5.605234286116577e-05,1.1686769085399656e-05,1.8125555084732214e-05,1.1288361148760714e-05,8.586397552936863e-06,3.204483786514904e-05,1.8486905342140637e-05,7.212327636764972e-06,3.929583254104321e-05
ba4,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,4.463591866012832e-05,1.2773643034086158e-05,4.5949433203021717e-05,4.0799881069485016e-05,2.009669093714858e-05,1.7831723326764386e-05,7.083865020054828e-05,1.643657688667102e-05,8.11592870723084e-05,2.3573564090480428e-05
wuhan,wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.260222985561087e-05,4.369107832092224e-05,9.840396025693117e-06,2.9654193997859282e-05,6.7468173915819765e-06,8.466221331951107e-06,2.6047729284060485e-05,2.7562745716335407e-05,4.518462100512375e-06,2.7543025808498138e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,2.772810956077293e-05,2.868628622647683e-05,6.278577203285777e-06,1.8491483499190944e-05,4.333469582527534e-06,5.135561678314344e-06,1.5222475252881094e-05,1.7128283178031645e-05,2.5314540176927664e-06,1.5104162326085394e-05
wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.082886040210476e-05,4.452376939536572e-05,9.26791326473107e-06,2.6245401128068645e-05,6.689720001211244e-06,8.482848426143515e-06,2.694710044479006e-05,2.622656302658872e-05,4.1935185254957005e-06,2.5751075087823784e-05
ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,7.119745089616278e-05,7.104720893749004e-05,1.7438964755802774e-05,2.869055195255883e-05,1.399565121429386e-05,1.1235256853633565e-05,4.242787940061874e-05,2.715961810566159e-05,1.2138997811027263e-05,4.659826661402047e-05
ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,3.921308293367228e-05,1.3163788995300643e-05,3.730562647044346e-05,3.079167067930267e-05,2.1781524460796562e-05,1.9464568264378162e-05,6.0996877057991754e-05,1.9474346937120973e-05,6.823683543089231e-05,1.7611276027073134e-05
ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,2.5618867245095766e-05,3.9085267153766146e-05,4.362677990670092e-05,2.308146255291378e-05,2.708199340509259e-05,2.5868996287277927e-05,2.784522138092768e-05,3.125877272685239e-05,3.7235691046487854e-05,2.0190055063626766e-05
ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,2.366555548083761e-05,2.2370447770129613e-05,2.6692034331878575e-05,1.861290708985588e-05,2.4718821945076315e-05,1.879423909892012e-05,2.2256337003917636e-05,2.5120443846211754e-05,2.2349519643858778e-05,8.320839014083449e-06
ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,ba4,3.430794825789605e-05,3.6359269495954065e-05,1.5368498359003122e-05,1.0546742282556115e-05,8.343456957016838e-06,6.177826726114208e-06,2.1567979628174403e-05,1.7381761736415124e-05,5.249464843353618e-06,3.093210817116208e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,ba1,ba1,2.973692988178758e-05,3.45955599615082e-05,5.500105611804413e-05,3.2885844378866666e-05,2.4247433120092888e-05,2.0725847278552608e-05,3.660716495238194e-05,2.920227035951234e-05,2.766434741254702e-05,2.299405161055882e-05
wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba4,9.292422771124363e-05,9.614954296096229e-05,2.4222682677512058e-05,6.870682342850948e-05,1.513215202614596e-05,1.8404671587351014e-05,5.985128817353362e-05,5.2896132630161475e-05,1.2132178696539066e-05,4.7383539141961114e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,4.075021093448864e-05,5.374270202373465e-05,3.8056273931741056e-05,3.902516267403336e-05,3.277478113366946e-05,3.587126145370975e-05,3.8107016867513076e-05,3.8428746099112964e-05,1.4428168006117398e-05,2.159971925436716e-05
ba1,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.452002514783773e-05,4.1855899954341746e-05,1.0681992904828064e-05,2.0735483885443166e-05,1.0265137068095385e-05,5.881108595118806e-06,3.0438325171991834e-05,1.2045045309492123e-05,4.848450809331175e-06,3.117832846408356e-05
ba4,ba4,ba4,ba4,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,3.2101282308030485e-05,1.3674469603044405e-05,5.136014446076298e-05,3.7470024185045946e-05,1.5616488333348006e-05,1.5442229791846073e-05,6.421228852077644e-05,1.213738615594432e-05,6.0094687385937454e-05,3.0367286703477676e-05
ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,4.667376258386467e-05,2.428347889159255e-05,2.671195551696691e-05,2.2087584873745132e-05,2.5019560727548773e-05,1.8890867040405595e-05,7.918779501425618e-05,1.1956974675629403e-05,3.547555208805772e-05,2.535293246176897e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,2.8433694711055244e-05,1.2867536777418232e-05,4.587884106364919e-05,3.295792686237586e-05,1.5342145236220474e-05,1.5735604563319224e-05,6.311504539349939e-05,1.2309333080158425e-05,5.463691563613187e-05,3.127733878302396e-05
wuhan,wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,6.609088326286294e-05,0.00010616077527098402,7.502048515727782e-05,8.372004950190068e-05,7.053785402598974e-05,7.97998245784261e-05,8.677324387203343e-05,7.181452946964257e-05,3.156614101169849e-05,4.224649728285986e-05
ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,6.624842568384351e-05,3.211624391329691e-05,5.2067593862088657e-05,3.917753226614822e-05,4.72180758667898e-05,3.753322110357072e-05,0.00014004895758951133,2.0846672374144256e-05,6.50786185263724e-05,7.113647961696602e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,1.940581196781199e-05,1.0812250206066981e-05,2.23318618071295e-05,2.0713683330325727e-05,9.531181977775636e-06,8.860887117681975e-06,3.541761878102486e-05,6.63801273711078e-06,2.9896146225802655e-05,1.187400208964427e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,4.2715197968290077e-05,5.369481664279612e-05,8.126212882361146e-05,5.1730589357094934e-05,3.9799946648042706e-05,3.488873315871946e-05,5.260456314336907e-05,4.1088875668280885e-05,4.17666874702476e-05,3.3279694328922026e-05
ba1,ba1,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,3.879577650231997e-05,1.8457118193191294e-05,3.9214475918406485e-05,2.1579148450395437e-05,2.31163237558833e-05,2.616300380373501e-05,8.526783469388803e-05,1.3979373969975261e-05,3.850827153925284e-05,3.4809296903707876e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,5.23252761372276e-05,2.0640771903254794e-05,9.221949278396104e-05,6.692168019814632e-05,3.3863084995892686e-05,2.325428037364035e-05,0.0001270822178982527,1.6468911697695968e-05,8.881550614993358e-05,4.6081962178125363e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,ba1,2.9386969225705105e-05,4.3526573607884935e-05,5.417739891471273e-05,2.8991492347304735e-05,3.2487630592806504e-05,3.1918052146504794e-05,3.2259345415836556e-05,3.576068939912742e-05,4.303704230133736e-05,2.5085478681489867e-05
ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.3490995859501666e-05,4.057774743839548e-05,8.987442194866192e-06,1.627355641657566e-05,8.950192162285445e-06,7.458999116231672e-06,2.8702879008637715e-05,1.789352986698813e-05,4.973783726259377e-06,3.2759891217329545e-05
wuhan,wuhan,wuhan,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.661921060700573e-05,4.6608876293022755e-05,1.1390423285939363e-05,3.5753008852224876e-05,7.619728700511118e-06,9.789345386199337e-06,2.9860402948817005e-05,3.0821019564129154e-05,5.086140974886651e-06,3.0086446991420138e-05
ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,3.782675551936541e-05,9.893502819991449e-06,3.358606360044615e-05,2.723038633081107e-05,1.970602918230213e-05,1.6894228133330377e-05,5.436685829377862e-05,1.7918726918250203e-05,6.329390915024682e-05,1.5025748140565974e-05
ba4,ba4,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,3.947989770108609e-05,1.407571228595681e-05,5.323531721201523e-05,4.1469501120745966e-05,1.670598314692626e-05,2.022743308885987e-05,7.114138205614638e-05,1.6427309047484016e-05,6.860764062873339e-05,3.927632172926414e-05
wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,6.991270028967955e-05,7.41138366498216e-05,1.5960648663595652e-05,4.6675027262037e-05,9.597746200700815e-06,1.3843707643809052e-05,3.878814936918408e-05,4.0422288158324256e-05,7.096104721386362e-06,3.143332861707819e-05
ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,5.771511943980058e-05,7.019461123782615e-05,2.735636068425443e-05,2.106584436680448e-05,1.2482367732880867e-05,1.3109870017958644e-05,3.2258150086252666e-05,3.0210256634879753e-05,9.019938236542077e-06,4.4572088035585555e-05
ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,5.359624023552588e-05,1.449912201790111e-05,6.093537986790563e-05,5.1717683387247276e-05,2.061609487407956e-05,3.178288145687517e-05,9.724219596703226e-05,2.1870664668017452e-05,7.644497782945792e-05,4.060824884720605e-05
ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,3.637544712765405e-05,4.689729992832591e-05,6.315561807749937e-05,4.0110067246003085e-05,3.215346903242161e-05,2.932389957335741e-05,4.023080733470362e-05,3.082191344972575e-05,3.4394327637090814e-05,2.6467945117459513e-05
ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,4.996137613465106e-05,1.9331210777770856e-05,7.396030005298135e-05,6.91061725458905e-05,2.762559845028165e-05,2.3964438820566282e-05,0.0001141884859330152,2.6746218604710296e-05,8.498871573604189e-05,5.5558541610417945e-05
wuhan,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,4.475321741232424e-05,5.1564399314565656e-05,7.756955351250601e-06,3.003880363285761e-05,9.053134333740794e-06,1.1789620084258627e-05,2.711558451646057e-05,3.809706170670678e-05,5.031357091745578e-06,2.1841064793761336e-05
