"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
107045,77276,90782,56366.8,40764,90620.5,53494.3,1.945
76738.9,49332,101945,35817.9,24252,96790.4,34379.9,1.962
122775,85151,94492.8,42437.8,29538,94156.7,39063.7,1.963
97715.9,70675,90610.6,32472.8,24623,86428.8,32622.5,1.971
108568,67309,105708,45700.1,27545,108731,58322.9,1.972
87132.6,63626,89748.3,25549.3,18679,89640.8,38499.9,1.977
100062,67931,96533.9,41023.9,29462,91254.7,38701.4,1.977
118105,79238,97682,33849.3,22530,98462,37874.1,1.992
86718,60614,93759.7,36214,27302,86928.4,30947.9,2.014
107156,73798,95159.5,41093.6,28446,94674.6,42399.8,2.023
83271.6,52053,104841,47783.2,29729,105336,31721.4,2.028
80913,55787,95052.9,29952.2,20502,95744.2,31750.3,2.036
91134.2,61136,97693.2,30910.6,21744,93164,35871.7,2.038
93582.3,61123,100339,23382,16539,92651.6,38009.3,2.038
94570.6,63195,98073.9,34369.6,24511,91895.3,40322.2,2.061
122805,80437,100055,60998.8,41381,96605.1,42472.9,2.082
166664,102599,106458,77990.7,47163,108373,78906.3,2.083
81087,55660,95474.6,39670.9,28396,91557.6,34907.1,2.09
115529,81010,93461.5,38838.7,26890,94657.3,40078,2.091
172822,111826,101283,96433.7,60002,105328,42230.1,2.104
141218,104831,88283.4,32131.9,22338,94269.7,54706.6,2.12
83924.1,57900,94992.2,44391.8,30680,94826.1,43657,2.125
90232.5,68651,86138.2,30676,25062,80216.4,33322.2,2.127
110489,71742,100931,42099.7,28382,97211,56413.7,2.142
72740.9,48516,98259.3,69446.4,47780,95254.1,57541.9,2.174
105484,67938,101755,41522.8,28442,95676.8,47547.2,2.181
99978.6,61519,106507,37816.1,22786,108765,38126.6,2.199
101399,56468,117683,96453,67636,93458.3,41342.7,2.199
90564,60487,98123.6,33694.1,21923,100724,35547.4,2.2
148437,96281,101037,54783.9,36548,98235.7,42548.2,2.201
115355,72934,103654,74867.8,51390,95476.4,51781.7,2.214
141232,92782,99758.2,82088.6,55079,97673.5,39194.1,2.23
100938,69451,95247.9,50221,33919,97033.5,55520.9,2.23
104395,73222,93436.7,31163.8,22106,92389.1,37852,2.235
93006.4,65651,92843.5,30731.2,23287,86486.1,31746.9,2.236
72265.9,49587,95509.3,31401.2,22703,90644.8,60568.2,2.243
59574,36846,105961,46397.7,28883,105277,33094.5,2.247
78191.6,50822,100830,29530.6,19578,98851.7,31428.1,2.25
120877,73242,108159,62255.2,38750,105289,59758.1,2.266
106788,75330,92903.6,41128.1,28910,93233.3,46040.2,2.271
77764.9,55702,91494,46245.2,30266,100136,57948.3,2.274
128567,79288,106268,54935,33228,108349,70931.3,2.285
97093.9,67219,94662.9,38309.5,29147,86137.5,50050.5,2.285
138483,96170,94370.9,64193.5,44515,94507.1,37913.4,2.293
109053,76395,93552,47854.9,35371,88666.5,42486.1,2.309
69670.9,41341,110446,64572.3,41177,102771,60103.8,2.327
100147,56113,116964,37432.5,23777,103174,47164.3,2.342
133256,85403,102257,43642.5,32294,88566.1,31595.8,2.343
90596.7,61035,97277.7,55974.2,36438,100673,40832.1,2.351
90269.4,69623,84970.4,21622.5,17259,82105.2,35448.8,2.358
109993,70643,102041,42199,27279,101380,31061,2.372
100368,67244,97818.4,49370.2,35221,91863.5,49288.8,2.383
100697,60803,108536,47525.8,32127,96948.1,40788,2.388
82648.3,54136,100052,23285.4,17000,89766.7,54334.7,2.401
120677,85911,92056.4,39218.2,29087,88362.7,48974.8,2.414
94133.9,59763,103227,35099.6,22323,103046,49335,2.452
167415,117434,93428.8,51140.7,35123,95423.5,60766.9,2.457
112370,81185,90709.5,39508.7,28693,90239.5,52080.5,2.496
74248.2,51838,93868.1,25928.8,19075,89083.7,41898.9,2.497
107991,74372,95160.8,40268.4,30640,86130.2,31332.2,2.5
83582.6,57974,94485,33677.5,23674,93228.4,38809.7,2.505
143892,100894,93465.6,37843.7,28759,86238.3,33513.3,2.515
105840,70547,98321.8,43690.8,29675,96489.3,35170,2.54
87956.2,62173,92713.9,26151.7,18985,90275.3,33044.8,2.591
89921.5,62255,94660.6,35681.3,23499,99511,36581,2.604
117217,81259,94536.8,40722.4,27935,95535.5,59048.1,2.608
62590.8,36582,112130,50367.9,32242,102379,35737.2,2.615
92232.5,70467,85778.5,24987.7,19119,85652.6,39605.3,2.623
98553,73369,88031.3,30035,22349,88074.4,33729.3,2.629
85764.4,62663,89696.6,35680.6,26811,87216.6,37837.5,2.629
99243.8,71382,91116,34413.8,24934,90452.4,33464.3,2.649
135185,84254,105152,71724.8,47299,99379.6,88010.9,2.67
93957.8,64658,95233.7,80177.3,58522,89786.8,102082,2.672
85141.8,62767,88897.9,70119.9,55714,82481.5,62932.8,2.714
110795,81073,89561.8,39986.2,31585,82967.7,45874.6,2.732
158627,97378,106757,54262.3,34610,102749,47779.7,2.733
111584,74466,98203.1,28401.1,19718,94395.7,48007.4,2.733
142910,94414,99198.9,56468.9,38622,95819.6,60110.7,2.744
112129,84119,87358.1,31970.5,23851,87846,35721.3,2.759
110652,66998,108237,55124.8,35254,102475,103301,2.774
90882.8,56720,105009,26985.2,17888,98865.3,43501.7,2.799
133884,91658,95727.8,96569.6,68343,92603.3,69846.6,2.817
110154,72071,100166,56931.2,38711,96382,78220.5,2.82
105993,78766,88189.8,36802.5,29018,83117.1,42698.6,2.821
109560,77270,92922.6,52453.1,38722,88775.6,41789.9,2.829
169431,111602,99494.8,55498.8,38586,94261.3,41480.7,2.831
96038.9,71491,88039.1,19987.9,15515,84429.8,31499.2,2.836
148342,102843,94530.2,50103,38054,86286.5,50214.1,2.837
83550,55211,99174.6,98564.4,64107,100762,58922.6,2.84
161632,109973,96320.8,43354.8,31377,90553.5,46643.3,2.857
79498,55771,93417.4,32874.4,24134,89270.5,42241.1,2.86
81699,49088,109074,29025.5,18056,105351,40873.5,2.875
126165,91867,90003.4,36127,26607,88984.9,43246.4,2.876
83600.4,63463,86331.1,39622.6,30527,85062.5,42250.1,2.897
125826,90882,90734.6,31517.8,22358,92385.4,34701.5,2.906
125486,89732,91649.1,38140.4,25552,97822.9,40706.6,2.908
89660.9,60751,96723,41470.4,27154,100088,34616.6,2.91
81149.4,56438,94231,31381.9,21262,96728.6,44855.5,2.911
108039,76258,92848.2,58023.5,45106,84304.2,34177.1,2.924
99889.9,65978,99220.7,36247.1,25751,92248.4,34938.1,2.941
102204,67940,98588.1,62529.9,38452,106573,89288.8,2.942
95283.4,61528,101490,24014.1,15308,102808,31205.9,2.978
121932,76843,103990,61858.5,38150,106264,89261.9,2.987
98046.7,61055,105243,47129.8,30399,101605,53538.5,2.99
113120,67342,110086,45209.5,29274,101211,56551.7,2.991
90519.3,67529,87847.8,45201.9,36169,81903.1,40771.4,3.017
98124.8,74491,86328.7,26171.7,20870,82184.4,38953.3,3.081
93968.5,68555,89830.4,44887.9,34374,85581.4,46250.7,3.094
133758,102090,85865.3,34175,25623,87409.5,33598.2,3.106
151163,95289,103964,45830.5,29869,100557,54093.2,3.111
107795,76621,92200,37391.8,28381,86343.3,106005,3.117
120833,87025,90996.2,41707.1,31429,86967.9,55505,3.121
103712,74332,91439.2,41678.8,29644,92142.1,55712.7,3.138
86252.2,60434,93533.9,37272.4,25462,95934.5,50386.6,3.146
86216.7,59359,95188.6,35365.3,25378,91327,51752.1,3.19
144760,96035,98787.1,68966.9,50715,89121.8,54673.5,3.195
110014,69361,103948,57109.2,40689,91983.4,49258.4,3.215
78479.8,53329,96443.9,30716,22837,88146.7,32952.3,3.216
96665.8,73484,86210.5,26005.4,19964,85368.2,42913.2,3.228
71350,46082,101471,42639.2,29690,94119.4,33558.1,3.231
170758,107462,104137,86779.2,57126,99554.7,41350.3,3.263
120021,75676,103939,39405.2,26197,98578.5,41527.6,3.278
77805.3,61006,83582.8,30068.1,24231,81323.3,37019.2,3.278
123043,74747,107881,56282.6,33910,108774,41088.1,3.302
79724.5,61971,84310.8,51178.7,40291,83245.5,49630.3,3.327
125999,78862,104708,33738.2,21063,104974,38826.3,3.341
98457.8,72218,89348,37841,28195,87957,36261.6,3.352
129988,80867,105345,49059,30963,103838,44556.1,3.362
136767,82626,108479,102167,63322,105739,82927,3.362
86409.8,58200,97301.6,39090.6,26748,95776.9,36510,3.367
103272,71010,95310.7,48496.6,35402,89776.8,48507,3.374
96700.6,54572,116129,93721.3,57496,106827,35417,3.376
136387,79875,111903,68433.5,42751,104907,49007.2,3.381
115374,77723,97282.9,39606.7,26838,96716,50207.2,3.384
107603,69592,101332,35566.7,21752,107158,54919.2,3.414
91590.7,60351,99459.6,37055.8,24994,97162.8,42292.9,3.43
118325,86546,89600.3,29060,21258,89588.8,38820.1,3.431
68875.7,45902,98336.4,29523,21319,90755.7,35312.8,3.441
109253,77475,92416.7,25494.8,17931,93181,38836.6,3.454
146085,109363,87541.5,36514.8,28379,84324.1,60342.6,3.473
151853,103343,96298.9,42678.6,28763,97242.4,42624.1,3.482
106878,71858,97475.4,42786.9,28826,97276.1,47802.5,3.499
154310,109751,92143.6,42874.5,30319,92675.4,41408.3,3.515
64889.7,41010,103697,25123.6,17482,94182.6,32511.4,3.528
84202.4,51948,106227,28984.1,18076,105084,35555,3.53
177411,116869,99485.5,142292,90433,103118,42902.8,3.558
71133.5,48938,95259.4,19553.9,13738,93280.3,39020.9,3.559
95989.9,65543,95979.6,39764.7,28331,91984.7,49796.6,3.561
66677.5,43699,99997.2,54919.2,38803,92755.3,68524.6,3.562
97024.3,55330,114921,81624.9,49754,107516,74030.1,3.579
118415,85322,90955,35029.9,25438,90247.7,41141.9,3.584
96737.5,70354,90112.7,29283.6,21170,90653.3,65574.1,3.586
105556,79942,86534.6,27416.5,21846,82246.9,32081.6,3.589
119649,86541,90608.3,45616.6,36077,82865.2,35858.6,3.59
89949.2,66940,88062.6,60279.1,47073,83921.8,34193.6,3.592
67430.1,42639,103640,45688.4,28690,104365,35428.1,3.595
126931,94306,88208,31455.7,23958,86045.7,44567.8,3.604
133038,91708,95070.8,61077.4,42908,93287.3,61611.5,3.614
76851.1,50043,100644,29917.7,20315,96514.2,31648.2,3.623
118931,71810,108540,58418.2,38534,99353.6,46088.6,3.623
89007,59020,98833.7,39886.8,25564,102254,32804.7,3.632
70090.5,51761,88743.5,24813.8,18529,87764.9,31812.4,3.655
114245,80238,93311.6,34331.6,24935,90232.9,34630.4,3.662
78277.5,55058,93174.4,27904.3,18470,99011.1,36901.2,3.667
127151,82707,100753,72014.6,44067,107099,90864.7,3.683
115244,82682,91345.2,36262.9,26467,89792.1,39232.7,3.692
96418.7,73783,85641.6,32825.4,26451,81329.4,33916.9,3.704
99717.4,61719,105884,50967.5,31183,107116,48242,3.708
63528,44019,94581.2,37979,27795,89548.1,36406.5,3.719
93778.2,61822,99412,34817.4,24179,94370.9,39509.4,3.722
104495,77706,88129.4,28357.6,21063,88232.7,40921.8,3.725
159579,97867,106861,55329.7,34134,106231,35744.8,3.728
92539.3,61792,98146.2,45400.6,32964,90261.4,59889.2,3.731
84201,55906,98705,39811.6,27214,95873.2,36694.2,3.732
116168,84081,90545.9,41205.4,31637,85357,31541.3,3.733
83536.5,63018,86874.3,31370.2,24810,82864.8,31279.8,3.734
86016.5,56234,100245,40451.2,25827,102645,35561.2,3.735
89136.9,57223,102086,66175.1,42615,101768,42287.3,3.75
70967.3,48326,96240.4,25266.4,18262,90672.4,56205.3,3.752
77328.9,46282,109499,28390.7,17882,104050,32775.7,3.756
123669,89758,90295.5,32293.4,23891,88584.8,52534.5,3.757
81455.5,52950,100817,36983.3,24218,100080,35508.1,3.767
82959.9,62743,86652.9,31135.6,24271,84071.5,42866.2,3.776
123716,94035,86221.7,37718.2,27971,88373.6,34542.1,3.778
86262.9,53536,105599,37611.9,23740,103830,63889.9,3.778
111180,86439,84294.3,29329.1,21899,87771.8,34580,3.779
101677,72600,91783.8,28787.5,21569,87468.9,38659.3,3.78
105801,70469,98394.3,51022.1,35025,95468.4,69493.4,3.785
92893.6,56406,107930,43697,26662,107409,39166.5,3.787
116058,85286,89182,41790.5,31466,87039.5,58671.4,3.791
112827,80912,91385.9,37385.6,28432,86174.1,52979.6,3.802
99521.4,60370,108038,36923.3,25178,96107.9,42121.7,3.809
99763.5,75226,86912.8,34762.2,26467,86076.1,42704.1,3.817
129839,92591,91900.3,45777.4,32511,92278.5,40730.7,3.828
78164.6,53227,96240.5,46087.2,33814,89323,57637.8,3.836
83440.6,63006,86791.2,45052.2,35491,83191.2,68339.7,3.857
107151,77863,90187.3,31157.6,23119,88323.3,34432.4,3.873
75359.4,52793,93549.4,27569.6,19225,93982,35354.9,3.883
114265,76211,98259.3,58978.4,38699,99878.8,40957.7,3.884
97475.9,62502,102208,59586.3,38306,101944,39071.2,3.891
87735.4,52978,108532,35364.6,23182,99976.4,44645.8,3.891
64880.5,46055,92324.6,28188.6,21183,87209.8,33819,3.895
89665.9,60910,96475.9,62489.2,43267,94651.6,62124.8,3.902
97659.1,71467,89554.4,25798.4,19455,86904.4,48465.6,3.905
80119.2,50126,104750,37945.2,23850,104267,63542.1,3.913
137278,97186,92571.8,40510.6,29002,91542,40783.1,3.938
164834,118634,91058.1,54846,39651,90650.7,45740.8,3.938
124768,83618,97787.7,49011.4,31614,101601,46202.4,3.959
107610,78572,89756.6,36225.7,26328,90173.5,51567.1,3.973
101761,75150,88742.4,32893.7,25303,85196.2,41061.9,3.976
129304,89095,95112.6,36196,24619,96354.1,44732,3.984
79165,58927,88043.8,23595.9,18754,82456.2,43728.8,4.014
121015,77655,102129,60722.1,38071,104528,60197.7,4.017
124425,81338,100253,55556,34855,104459,46597.1,4.024
151425,93336,106323,73197.3,48780,98340.6,33258.7,4.026
131745,94553,91314.1,66988.6,44953,97661.3,62802.4,4.028
110953,80014,90876.9,31621.3,22874,90597.8,32646,4.034
111566,76723,95298.4,46331.4,31247,97173.4,52529.7,4.034
122050,87758,91144.4,33569.2,23838,92289.2,50007.1,4.042
85909.3,53433,105368,52407.6,32089,107033,46050.6,4.082
85166.6,60166,92768,26242.8,17274,99562.7,33035.8,4.092
109305,76061,94180,37924.5,27117,91655.3,33465.7,4.107
78266.1,52444,97804.3,40717.6,29080,91763,36559.6,4.108
110322,74178,97469,40296.7,28330,93218.6,47717.6,4.112
113544,71438,104163,34998.9,23587,97243.7,38195.6,4.118
75612.2,50269,98576,32134.7,22025,95617.6,42497.1,4.131
83766.5,62857,87336.7,37314.5,28441,85983,34572.4,4.141
132705,78384,110954,54871.6,34996,102756,46184.5,4.146
82364.3,55855,96639.9,29301.5,19906,96468.7,31444,4.153
90631.5,57718,102908,35323.9,24190,95700.1,61417.6,4.171
67488.3,38403,115171,38464.7,23067,109283,40235.3,4.193
74307.9,50327,96764,46076.8,29967,100767,42148,4.195
133036,90806,96013.7,51712.7,35486,95503.8,48745.1,4.198
82518.3,54272,99644.8,35537.8,24260,96001.8,45418.6,4.202
167575,113216,97002.1,51430.5,34912,96544.2,64136.2,4.206
66150.7,41655,104075,43484.5,26383,108016,46726.8,4.208
86097.4,66042,85437.8,25887.4,20547,82569.6,39635.7,4.209
129647,95091,89351.5,32561.8,23247,91795.5,43643.2,4.212
94177.9,50559,122076,61171.3,36987,108387,35512.9,4.212
92610.3,64119,94656.9,28982.8,21155,89785.6,31789,4.215
109451,76150,94195.2,38913.9,28142,90621.2,38782.8,4.219
70155.1,52308,87896.4,32942.7,25812,83640.6,31828.3,4.228
95823,70254,89387.9,31765.5,25098,82946.3,34200.5,4.237
103531,64286,105544,32717,20535,104414,37943.8,4.238
145652,100982,94525.9,35594.3,24106,96768.9,45414.4,4.24
84521.9,61888,89504.1,48035,34704,90710.7,44628.5,4.282
98002.7,66211,97003.6,26460.1,18651,92975.7,40988.8,4.294
91928,67559,89175.3,29541.7,21903,88391.6,37300,4.319
112622,79282,93095.8,60577.9,42042,94430.1,70968.6,4.327
82931.5,54651,99449.3,65019.4,42486,100294,58859.1,4.329
90823.9,57511,103497,50599.1,35415,93634.4,46625.4,4.339
79498,44315,117567,43329.2,28166,100817,37314.5,4.343
64102.3,44574,94248,36811.5,25662,94009.8,62246.3,4.343
118544,81639,95161.4,52132.3,36431,93781.1,32709.4,4.344
85915,58411,96394.9,25661.8,17910,93901.2,35732.3,4.345
129778,76422,111292,78592.4,48910,105308,59424.2,4.351
97331.8,64282,99230.5,42429.5,26051,106739,47550.7,4.38
101048,75703,87477.1,31971.2,24591,85204.4,32879.2,4.381
107886,76407,92536.2,50719.1,37319,89068,44578.1,4.384
105107,75336,91434.2,37921.7,27272,91127.8,38211.5,4.391
105030,65119,105703,52678.1,35131,98269.6,52629.1,4.402
98726.2,73167,88429.5,37883.1,29067,85413.2,45297.8,4.406
112903,78341,94448.6,44372.5,33509,86782.6,47167.7,4.414
81155.1,50691,104922,99811.3,63639,102787,50402.4,4.418
75402.7,37547,131611,64775.1,43830,96853.8,55458.8,4.428
92784.2,60367,100729,46779.2,32735,93652.8,38515.1,4.433
114795,81735,92043.8,30366.2,21511,92514.5,32030.5,4.435
101237,63535,104426,59858.2,36386,107813,46807.5,4.444
110370,77235,93652.1,50263.7,34011,96853.5,50025.7,4.452
83714,56136,97731.9,31501.3,22277,92672.6,33872.8,4.454
