"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","Time"
77818.1,55002,92721.9,19440.8,14375,88630.9,382.26,1.919
85251.1,56710,98519.1,31645.5,21390,96957.4,1658.76,1.944
110004,82833,87033.1,30495.9,25169,79406.5,2027.91,1.958
73046.2,49022,97653.2,31819.3,23379,89196,1448.31,2.031
89957.7,67771,86991,31034.8,23947,84933.3,1126.08,2.06
101250,65123,101892,44438.8,31047,93804.2,1639.44,2.092
107734,73785,95689.6,35575.7,25309,92121,1757.43,2.093
94564.9,68031,91096.8,40694.8,28770,92699.9,708.63,2.094
80423.8,62582,84220,40345.7,32126,82303.9,2183.16,2.184
82167.6,58298,92369.1,25466.5,18686,89316.8,930.12,2.218
109525,78842,91040.4,33824.5,24702,89738.5,950.13,2.223
133971,83038,105734,35716.5,22455,104240,1209.57,2.241
93989.8,64819,95029.5,27791.8,20047,90854.7,596.16,2.303
90388.7,66338,89295.9,26694.7,20586,84983.2,928.74,2.351
91483.5,70295,85290,24643.3,19823,81472.4,805.23,2.361
104347,78232,87413.1,21092.6,16680,82873.2,881.82,2.374
80978.3,56623,93725.1,20250.1,15067,88080.7,1650.48,2.386
97559.7,71954,88857.8,36310.6,29226,81422.3,1620.12,2.417
80727.7,59048,89597.8,25425.8,20012,83265.3,447.81,2.449
75955.8,49018,101551,25047,17063,96201.1,661.02,2.464
80804.4,49168,107704,28095.4,18240,100946,934.26,2.481
96663.7,70909,89339.2,24110,18969,83297.6,616.86,2.483
109638,69634,103186,47505.1,30298,102756,2090.01,2.499
97966.5,70936,90508.8,25893.6,19704,86122.9,961.86,2.502
102116,76241,87777.7,23771.2,17845,87300,1831.26,2.519
91077.4,68746,86824.6,25414.8,19898,83706,1791.93,2.527
77488,57760,87919.9,22727.2,17652,84378.6,1363.44,2.528
101627,73943,90072.7,37852.7,29271,84749.9,868.71,2.548
118383,85569,90667.4,39956.5,28497,91890,1386.9,2.652
97669.7,69413,92214.5,79134.7,60177,86182,345.69,2.685
151142,103830,95398.6,40889.4,25034,107044,2078.28,2.757
92261.7,63509,95206.4,25771.5,18929,89226.1,1258.56,2.758
89139.8,59136,98787,30458,19827,100676,1608.39,2.808
67104.2,47507,92570.4,26015.1,19919,85592.8,1047.42,2.816
68389.3,50774,88272.8,23551.8,18078,85379.4,1175.76,2.83
155140,107010,95012.2,55010.9,39046,92332,2142.45,2.833
87156,57605,99155.6,23359.3,16609,92171.3,1093.65,2.835
79687.6,59603,87619.8,20190.8,16395,80708.9,374.67,2.835
91319.5,69928,85583.9,35744.8,29224,80159.1,1894.74,2.848
112698,79050,93431.4,36692.1,26567,90512.9,1789.86,2.879
112886,83515,88583.8,35884.8,27062,86902.2,1653.24,2.89
93627.7,66364,92459.5,31878.7,24488,85315.3,936.33,2.893
78355.6,51018,100653,29258.8,19395,98865.8,1051.56,2.928
80356.4,58364,90230.9,22842.4,18296,81821.3,415.38,2.969
114793,82383,91318.1,36413.4,26255,90892.7,1603.56,2.989
105687,75562,91663.9,27389.6,20371,88115.5,1538.01,2.997
76069.4,50958,97831.2,32471.4,22170,95987.6,1612.53,3.002
90636.5,57634,103063,37370.4,25726,95199.7,1983.75,3.011
110030,77906,92559.4,47617.6,33210,93967.7,1394.49,3.049
100432,69875,94195.8,40618.2,30699,86711.5,1431.75,3.063
112458,72154,102143,32497.6,20142,105737,1892.67,3.077
98531.7,74830,86293.9,31433.6,24963,82523.5,1100.55,3.081
81086.3,61636,86217,21362.4,17744,78900.3,2157.63,3.094
121668,78352,101767,29438.8,19516,98857.6,422.97,3.173
94624.5,65415,94799.6,28425.2,20251,91989.4,2083.8,3.188
62255.6,51010,79984,34789.1,30382,75042.4,1553.88,3.193
76713.4,54947,91497,30176.5,22307,88655.8,392.61,3.193
91395.5,65624,91272.9,39811.6,29320,88986.8,1215.09,3.203
75552.5,53803,92028.5,32712.9,24735,86673.6,656.88,3.222
87690,66380,86575,13892.5,11180,81436.2,1320.66,3.231
71394,49352,94806.3,37537.4,27996,87871.5,1019.82,3.232
116937,81218,94358.2,20852.5,15534,87974,1776.75,3.269
76249,54144,92292,22856.2,16848,88907.1,970.14,3.306
77701,57602,88403.4,36912.2,29438,82175.4,1656,3.312
72110.4,48080,98291,58298.1,39024,97904.5,1796.76,3.349
73212.4,52311,91721.5,26064.8,20239,84400.4,892.86,3.375
90455.4,66377,89309.3,23346.8,17709,86400.1,949.44,3.378
79561.2,48153,108282,45469.6,28621,104116,566.49,3.402
77657.7,51877,98104.6,28598.4,19633,95463.1,998.43,3.412
94187.2,71618,86188.5,28764.7,23086,81656.6,944.61,3.434
101580,70864,93943,36997.8,25396,95475.2,966,3.434
78189.5,47692,107444,28212.7,18200,101591,1893.36,3.482
127499,87190,95834.1,41623.6,30698,88860.6,304.29,3.508
88411.3,61543,94147.6,49797.3,34139,95594.9,1032.24,3.509
82730.6,53721,100926,30737.4,19933,101059,1833.33,3.515
147786,108748,89061.8,54648,40268,88939.4,2231.46,3.533
82979.8,54016,100677,32993,23056,93781.7,1800.21,3.539
69751.8,52601,86904.3,23498.6,18541,83059.5,688.62,3.544
85831.9,60134,93542.4,20278.4,14438,92046.4,1881.63,3.583
84424.7,63355,87331,15230.4,11750,84947.9,1471.77,3.584
144072,97761,96581.3,48652.6,34057,93622.4,890.1,3.584
81195.6,63235,84150.1,29240.1,24183,79240.8,1164.03,3.61
72484.6,50243,94547.5,27268.1,19163,93254.9,1687.05,3.612
92087,70390,85736.8,31759.3,25294,82287.5,401.58,3.621
100643,79451,83016.6,31571.6,25446,81312.5,1598.04,3.629
93246.4,73421,83232.3,18211.2,14585,81829.8,1246.14,3.642
114121,83739,89313.7,26727.2,20342,86107.1,1257.18,3.659
92010.3,65187,92502.9,70370.3,47327,97445.2,760.38,3.681
89345.7,56666,103331,31089.3,20862,97664.2,908.04,3.71
106752,67820,103157,50231.3,31116,105796,2012.73,3.716
111332,65080,112112,41475.9,25340,107268,906.66,3.732
80340,58953,89311.2,32480.4,26089,81591.2,2140.38,3.735
72582.6,53051,89664.1,24247.3,17702,89767.8,848.7,3.736
85995.9,56685,99423.6,33593.3,22553,97617.7,1725.69,3.74
91930.1,71415,84362.3,20192.8,16203,81673.7,1201.98,3.742
125840,95622,86246.6,36100.1,26786,88324.4,669.3,3.771
78085.8,50876,100586,29240.8,20040,95625.1,1465.56,3.78
70568.3,56059,82498.2,21358.3,17467,80136,488.52,3.793
65590.5,40255,106783,25395.4,16923,98346.4,1573.2,3.806
91773.9,60589,99267.1,34853.3,22877,99844.6,780.39,3.809
85450.6,52962,105738,67602.8,43274,102381,912.87,3.81
75291.9,53670,91938.4,21658.4,16578,85619.8,356.73,3.825
95222.4,58553,106579,39606,24109,107662,1199.91,3.83
97357.3,62054,102820,51945.3,33562,101433,1379.31,3.833
89774.5,61811,95184.7,38544.8,27255,92682.8,416.07,3.853
122572,87640,91657.9,42045.8,31000,88887.6,2009.28,3.862
108133,72656,97536.4,34954.7,23316,98249.8,2076.9,3.865
81596,51642,103549,32512.1,22526,94589.1,989.46,3.915
83094.8,62415,87249.9,20993.2,16271,84556.2,1226.82,3.915
85277.4,49316,113325,32150.6,20504,102761,235.98,3.923
64954.3,41951,101472,25054.6,16546,99237.1,2087.94,3.928
76001.9,53303,93444.3,24546.8,18639,86308.1,1088.13,3.955
100775,67307,98123.6,32979.2,23062,93718.1,2047.23,3.957
74217,51377,94670.5,17762.7,12113,96102.9,1736.73,3.958
104948,70095,98122.1,32360.3,21522,98539.4,943.23,3.997
64464.4,37543,112531,28893.1,17535,107986,1796.76,3.998
76297.3,56218,88943.4,26694,20259,86352.7,1969.26,4.01
89144,55851,104602,28248.6,19318,95832.9,658.26,4.021
81803.4,57842,92684.6,28763.3,21622,87181.3,670.68,4.024
97004.5,63943,99421.1,39275.5,28511,90279.5,1558.71,4.035
128460,93079,90447.1,35275.6,26543,87097.1,414,4.051
80304.5,56119,93780,32151.2,22859,92176.5,1052.94,4.152
90850.9,66946,88937.4,26907.9,20282,86946,2145.21,4.154
85028.9,56318,98946.2,41136.4,27411,98351.6,1529.04,4.163
96072.2,75003,83945.8,40939.1,32214,83286.2,1463.49,4.178
129637,88660,95825.9,60793.8,40176,99168.3,1255.11,4.191
79769.9,51726,101067,30365.5,20419,97460,472.65,4.195
96689.9,66842,94800.8,51011,33667,99297.8,1939.59,4.202
104104,75323,90577.8,41503.5,30566,88986.9,914.25,4.22
82465.8,59875,90262.7,24949.7,19167,85308.3,1519.38,4.263
109481,81418,88125.1,24177.6,17987,88091.6,1014.99,4.281
88423.4,65481,88497.7,22251.8,17341,84095.2,1190.25,4.284
135132,89623,98814.2,47141.5,30863,100103,1004.64,4.292
90271.5,58416,101274,30676.7,19920,100925,830.76,4.315
74015.4,50802,95481.9,32022.2,23066,90982.7,1262.01,4.341
119105,85099,91724.2,35329.4,25510,90762.3,1874.73,4.358
99073.4,69900,92888,24883.5,18828,86613.7,1992.72,4.365
89918.7,67411,87417.6,24558.5,18583,86609.5,1245.45,4.369
70689,51209,90466,28445.2,23097,80711.3,1518,4.379
75443.2,47405,104298,28537.7,19401,96399.5,1943.04,4.38
80114.3,64529,81364.5,20542,16993,79223.2,635.49,4.403
89120.6,54278,107605,29822.5,19498,100238,787.98,4.416
69877.5,52839,86668.8,23607.7,17775,87040.9,2102.43,4.433
98843.4,60694,106729,45983.7,27930,107898,1531.11,4.448
85148.2,61258,91094.6,24495.7,18654,86059.3,604.44,4.527
103020,66548,101453,30320.7,20228,98234.9,748.65,4.561
111659,69666,105039,58694.9,38222,100639,1670.49,4.566
78085.8,57928,88341.2,19468.3,13880,91922,2041.71,4.567
130711,83647,102410,45999.5,33362,90361.1,1911.99,4.572
73455.9,49759,96746.4,26007.5,18994,89735,1435.89,4.63
92400.8,71471,84727.8,18144.2,14655,81139.6,622.38,4.646
72285.1,41810,113305,16707,10062,108816,1564.92,4.663
78329.3,55401,92658.8,37254.5,27220,89695.4,683.79,4.667
96454.9,69378,91113.5,28813,21354,88427.9,822.48,4.683
69783.8,45131,101335,22023.4,14959,96485.5,2036.19,4.737
104745,77081,89056.5,22865.2,16813,89127.2,1144.71,4.737
86691.7,55940,101563,28049.9,19556,94000.7,1152.3,4.745
83439.9,59198,92373.4,33638.9,23651,93212,423.66,4.755
89800.8,64495,91250.3,28643.3,20658,90868.7,861.12,4.756
75877,56521,87979.2,26187.6,21188,81000,317.4,4.761
114786,71526,105174,61512.1,39358,102425,1289.61,4.793
116094,82623,92084.6,43615.6,32866,86971.1,2022.39,4.802
88100.3,68535,84245.2,14463.1,12175,77852.4,146.28,4.803
71034.8,49580,93895.4,29169.1,20968,91168.6,1363.44,4.804
100190,75495,86972.9,29574.8,21899,88506.9,1391.04,4.819
74383.1,56493,86289.9,16522.7,12937,83700.6,728.64,4.835
64967.8,49166,86599.1,36165,28867,82104.4,2034.12,4.838
99477.4,59102,110307,20901.5,13406,102178,1784.34,4.849
76525.2,51477,97425.2,23048.1,16369,92276.8,1138.5,4.856
75457.4,48310,102363,27145.3,17298,102844,1333.77,4.873
73899.6,51004,94955,34879.5,25237,90575.9,82.11,4.913
78663.7,58396,88281.8,20234.9,15724,84337.1,1900.95,4.919
112029,73337,100112,34545.5,25609,88405.5,1834.71,4.924
96795.7,65918,96234.8,33221.4,23315,93381.9,1433.82,4.941
70463.9,48251,95706.3,18744.5,13231,92845.8,379.5,4.942
86992.8,60550,94156.2,35521.2,24814,93814.7,963.93,4.968
74045.9,53646,90457.3,25085.6,19150,85849.2,909.42,4.976
85369,58304,95958.1,34041.8,23360,95503.7,439.53,4.994
80053.2,55687,94211.7,23204.7,17035,89271.7,1153.68,5.023
85119.8,57132,97640.7,25632.1,17740,94691.5,1348.26,5.04
71254.2,55623,83952.9,18928.8,15535,79853,1190.94,5.071
88315.5,60172,96188.3,30371,21980,90554.9,993.6,5.071
80486.3,50627,104188,29626.5,20603,94238.9,745.89,5.072
81708.9,58503,91531.7,20449.5,14823,90412.2,605.82,5.077
78136.2,51587,99264.1,23607,15599,99179.8,1605.63,5.082
80514.7,49542,106508,34828.4,22786,100172,400.89,5.082
79657,57804,90312.1,33006.8,25016,86470.1,596.16,5.084
66954.4,49231,89129.3,22576.1,17211,85965.2,742.44,5.105
78169.6,48547,105525,26720.2,17051,102700,820.41,5.139
75261.4,45828,107627,13851.8,8672,104680,205.62,5.162
110270,69913,103366,39243.1,25049,102672,1763.64,5.167
132948,99146,87879,32120.2,24755,85034.5,1712.58,5.196
70266.6,48198,95543.2,28348.7,19390,95815.2,730.02,5.216
112208,70006,105043,47009,29890,103071,689.31,5.223
86703.8,60057,94613.8,56938.8,39956,93391.3,1217.16,5.232
103742,73480,92526,40126.3,27708,94908.1,1108.83,5.271
71852,48290,97512.8,30560.1,21326,93912.9,1131.6,5.272
84787.5,54418,102110,24418.4,15430,103713,340.17,5.283
97956.6,64971,98808.4,44366.3,29110,99882.9,498.87,5.289
69611.9,48964,93172.3,26789.9,19204,91423.9,664.47,5.303
68716.6,54265,82989.3,34742.2,26697,85285.4,2087.25,5.305
130525,89645,95421.8,47713.5,36153,86492.2,1006.02,5.327
91504.8,58087,103239,49882.2,33103,98754.7,1629.09,5.329
81153.7,50418,105488,46454.2,30406,100126,1331.01,5.339
114791,79014,95210.6,62197.3,45158,90264.4,1749.15,5.354
65086.4,39938,106803,46340.4,29898,101578,643.08,5.397
75669,42395,116972,27394.4,16518,108689,1529.04,5.399
79446.2,54356,95786.7,33869.3,24468,90716.9,229.77,5.401
91298.2,70272,85145.1,25926.8,20288,83750.8,1686.36,5.402
83094.1,61727,88221.6,26642.3,19954,87502.7,1242,5.408
74274.5,46340,105042,36378.2,23620,100935,2257.68,5.42
68998.5,50297,89903.7,33791.4,25421,87115,1412.43,5.461
152326,110991,89942.9,53984.2,38482,91936.7,2049.3,5.532
99457.5,72398,90030.8,25707.3,19427,86722.4,681.03,5.543
114909,78279,96202.6,42644.8,28839,96909.3,1885.08,5.545
89391.8,61599,95105.2,30742.9,21791,92458.8,2199.03,5.555
102718,65556,102686,27819.4,19364,94152.7,1048.8,5.569
77221.7,53585,94444.4,26899,19973,88261.7,2123.13,5.57
99941.7,71498,91607.9,46409.4,34307,88655,1676.7,5.587
99409.2,67941,95890.3,33120.7,22209,97735,1871.28,5.588
115597,81675,92754.6,31578.5,23078,89675.5,698.28,5.589
84409.8,57034,96992.6,39412.1,28503,90618.9,902.52,5.594
60790.2,29991,132838,35279.7,21647,106809,1740.87,5.601
75950.8,52577,94670.9,19803,13977,92853.2,585.81,5.64
127177,80086,104071,41955.4,28814,95425.6,2105.19,5.677
126207,83575,98966,47737,32679,95733.9,2009.97,5.69
79309.1,54354,95625,34129.5,22426,99737.3,425.73,5.69
93800.2,63166,97319.6,32166.4,21850,96478.6,1308.93,5.691
71882.5,52598,89564.1,30673.9,23978,83837.2,1326.87,5.695
78964.8,56154,92157.9,41299.3,30138,89806.5,1089.51,5.714
89074.5,61535,94866.1,25035.3,17611,93164,1392.42,5.721
88992.1,67107,86908.8,27484.8,21391,84205.6,1441.41,5.728
101282,68499,96900.5,39078.1,27899,91796.3,2117.61,5.729
70590.3,47922,96536.2,27366.8,20054,89434,456.09,5.738
63491,39963,104120,27319.9,18294,97870,900.45,5.747
132214,86567,100093,50425.2,33939,97370.7,2023.77,5.763
100787,63104,104672,43987.5,29344,98240.4,2090.7,5.782
95005.8,65770,94667.8,27893.9,21002,87042.1,1454.52,5.802
101696,73107,91164.4,31562.7,22827,90616,894.93,5.837
81506.6,56830,93992.9,24870.4,17491,93185.3,2100.36,5.839
98931.4,72470,89465.5,21207.2,16546,83998.1,1671.87,5.839
72831.1,50314,94865.4,19889.9,14222,91654.3,2133.48,5.852
94567,71988,86091.4,45414.4,33864,87889.2,864.57,5.866
103675,76762,88513,33440.2,26231,83547.5,1215.78,5.874
120774,86938,91042.3,48186.8,37431,84367.8,1176.45,5.892
125229,85575,95904.3,50131.3,35119,93550.6,1894.05,5.892
87790.8,67004,85867.4,32287.9,26072,81160.5,567.87,5.9
68586.7,42734,105183,30767.1,20311,99273.9,1099.17,5.913
77673.3,52019,97856.5,31240.4,22411,91355.7,1202.67,5.928
109846,74694,96378.3,35216.9,22938,100618,854.22,5.936
87251.9,62488,91507.8,31642,23896,86779.9,954.27,5.941
76268.2,50541,98896.2,19691.9,13481,95729.5,420.9,5.958
92087.7,62043,97272.2,41683.6,27974,97654.1,1511.1,5.96
82429.6,50097,107833,24172.1,14673,107963,748.65,5.974
82635.5,54335,99670.5,48908.6,30907,103707,1046.04,5.985
85789.3,66731,84253,25441,20262,82287.1,1190.94,6.036
82125.7,50102,107425,31002.4,19114,106298,524.4,6.046
128798,97931,86192.1,36496.2,27574,86741.6,2033.43,6.077
103389,75785,89407.3,33589.2,26765,82245.5,638.94,6.107
104902,79713,86245.5,41271,32433,83394.5,1557.33,6.117
108409,77614,91539,32078.1,23335,90090.9,1602.18,6.122
108472,81427,87303.3,25982.6,20087,84771.2,848.01,6.162
88791.9,61379,94805.5,24966.3,17839,91719.8,805.92,6.163
88468.8,62425,92877.8,26022.7,18265,93371,974.97,6.176
67156.8,47425,92803.1,24624,18229,88527.1,1597.35,6.183
79882.1,66000,79320.5,28366.6,24024,77382.3,1163.34,6.186
90182.8,68667,86070.7,37323.5,30342,80615.4,1955.46,6.231
78702.1,48844,105598,30239.9,19825,99964.9,1780.89,6.312
75296.9,46729,105602,15287.6,9220,108665,1998.93,6.35
75691.7,53949,91948.5,24547.4,17289,93050,1297.89,6.352
92598.9,63824,95082.8,35463.2,26160,88842.5,835.59,6.354
82546,50039,108110,25690.1,15811,106484,1392.42,6.358
79028,56663,91403.1,26096.5,19651,87031.7,1861.62,6.372
71156.2,52447,88914.4,26852.7,21855,80522.6,1013.61,6.373
77965.8,54634,93523.6,18507.9,13831,87696.6,1431.75,6.385
102567,74309,90457.5,36476.2,26405,90532.2,1123.32,6.395
90126.7,64051,92216.2,46497.7,33799,90158.7,1068.81,6.397
82140.6,59075,91124.3,21552.2,16283,86743.3,899.76,6.397
74444.2,49291,98979,33153.8,22262,97599.9,1559.4,6.407
124427,90162,90442,47892.9,35950,87307.6,774.18,6.413
80143.4,53707,97795,27418.5,19019,94479.2,1229.58,6.416
70793.4,43786,105959,31533.7,21495,96142.9,1328.94,6.424
82118.6,53226,101111,31993.2,22819,91884.3,537.51,6.524
87921.4,69351,83084.9,22400.8,18551,79136.5,1905.09,6.53
84421.1,56693,97589.2,28412.8,19321,96375.1,697.59,6.531
128075,88888,94427.9,56611.1,41020,90445.2,2142.45,6.543
78208.6,52891,96906.5,31272.2,21158,96864.2,566.49,6.55
99388.6,69107,94252.9,22590.6,15895,93142.4,994.29,6.571
110881,66867,108674,40109,24939,105401,857.67,6.599
88229.6,59550,97098.5,34757.4,22574,100906,1331.01,6.61
88811.8,51572,112859,50687.4,33716,98524.4,1077.09,6.616
94041.6,69523,88648.5,26133.1,19679,87029.6,1653.93,6.617
84779,57413,96773.8,31018.3,22385,90811.4,1271.67,6.644
139727,94402,97001.8,58040,42306,89909.5,1152.99,6.648
96158.1,75019,84003,25693.5,20678,81432,1775.37,6.675
94420.8,70611,87634.5,24976.6,19375,84483.5,1250.28,6.703
72674.2,44574,106851,43289.2,27315,103862,965.31,6.705
71822.9,49459,95169.4,31321.2,22223,92366.7,756.24,6.714
87735.4,53943,106591,48435.2,32831,96684.6,139.38,6.714
91622.7,68217,88021.8,31160.4,23209,87988.6,665.85,6.765
91347.2,55974,106952,25663.2,15946,105472,1062.6,6.776
98771.6,65054,99503.5,31167.3,21475,95114.3,1154.37,6.779
74365.4,45373,107412,42320.5,28589,97013.3,193.89,6.811
137043,103030,87171.1,41347.6,29326,92401.1,1074.33,6.819
83063.6,57947,93942,28445.2,20678,90153.2,1173.69,6.878
99218.2,74601,87161.9,30257.9,23053,86018.3,2219.73,6.906
87734,54279,105929,34624.9,20947,108329,1733.97,6.956
115117,81517,92548.5,31931.1,20233,103427,2188.68,6.975
80043.3,53173,98653.8,26726.5,18449,94939.9,298.08,6.988
109256,82102,87211.2,22587.8,17438,84890.3,1404.15,6.989
128342,90523,92915.7,38985.7,28806,88695.6,2088.63,6.994
83547.8,59462,92082.2,24403.9,18110,88312.3,1958.91,7.012
110221,68679,105177,42942.8,26319,106930,426.42,7.018
74826.9,50843,96450.9,24954.5,17782,91970.6,1072.26,7.022
113355,85399,86989.7,26754.8,19771,88685.4,1201.29,7.024
84698,60344,91985.5,35298.3,26284,88012.1,992.22,7.028
112206,82071,89599.9,31692.4,24735,83969.8,291.18,7.029
90926.9,61994,96121.9,34593.1,24679,91863.4,1437.27,7.037
79527.1,50314,103587,41047.4,25422,105817,937.71,7.069
163929,105726,101614,53448.8,35203,99503.4,988.08,7.071
98312.3,73267,87938.5,26526.4,20859,83342,350.52,7.091
77061.3,51719,97648.6,26976.2,18655,94769,1288.92,7.109
94929.8,68034,91444.3,35899.3,26926,87376.4,1350.33,7.131
92515.1,62870,96438.2,41009.5,29966,89688.2,2031.36,7.135
100354,71228,92334,24009.2,18252,86208.1,1574.58,7.178
108504,78510,90573.1,33596.8,23870,92241.3,1959.6,7.178
76727.6,49006,102608,25141.5,16071,102525,498.87,7.179
79869.3,49972,104745,39270.7,26004,98971,2054.82,7.185
88666.2,59814,97148.3,35617.8,23314,100122,674.82,7.191
138777,98519,92316.3,40765.2,29595,90271.6,1475.22,7.205
59730.9,43668,89642.8,41245.4,28752,94013,1190.25,7.213
86422.6,63359,89392.1,19538.7,15522,82495.2,778.32,7.228
65868.8,47666,90563.1,29432.6,22890,84268.1,801.78,7.254
70006,48847,93924.2,36919.1,26962,89738.6,1345.5,7.274
58643.2,41515,92574.7,34368.9,27334,82402.9,730.02,7.302
87684.3,59247,96991.9,28557,18482,101261,339.48,7.311
69587.8,49183,92725.3,20152.8,14354,92011.7,685.86,7.313
89474.2,61391,95515.3,34494.5,24354,92823.8,928.05,7.33
107254,71563,98221.1,39376.9,27323,94448.1,1100.55,7.332
83657.9,48842,112252,33936.3,20823,106807,436.08,7.339
73022.8,48227,99231.2,20744.8,14539,93509.5,1535.94,7.363
88355.9,58850,98394.1,43134,32874,85989.8,1030.86,7.396
86410.5,64040,88429.1,29267,22856,83918.6,1929.93,7.416
68621.5,46681,96338.5,22209,16201,89839.6,1426.92,7.424
78332.2,51638,99414.7,26789.2,18446,95178.4,1215.78,7.432
85968.2,54734,102934,30882.3,20398,99220.7,469.2,7.441
85401.6,57435,97447.2,21808.8,15718,90931.6,1626.33,7.443
66506.4,46547,93637.9,28381.1,20635,90137.3,1154.37,7.446
77459.6,56617,89662,34153.6,25981,86151.1,1640.13,7.453
121558,85526,93146.5,24803.4,17314,93884.6,1539.39,7.501
85888,65860,85465.5,22981.8,18212,82700.3,2141.76,7.505
75260,53828,91629.6,23649.1,17416,88990.9,856.29,7.527
80736.2,60851,86952.2,39893,31423,83201.2,1051.56,7.53
