"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","585_15 YG E-A","Time"
103797,80888,84096.8,100336,91834,71603.4,55586.4,3881.94,0.307
155367,124169,82002.1,143977,131279,71875,71760.1,4515.3,0.31
139014,121478,74996.4,153493,142348,70666.9,83274.6,3526.98,0.311
116004,101280,75063.4,148709,134290,72572.9,30341.8,83698.4,0.312
95959.2,76233,82494.2,88479.9,83307,69605.4,36599.8,2720.49,0.314
92713.5,73393,82788.1,117121,107591,71340.8,7476.76,813.45,0.319
108613,84647,84091,82145.2,76781,70114.6,31702.4,1006.59,0.319
177137,160685,72246.1,128741,120495,70020.7,25841.1,2515.17,0.32
103893,82859,82172.8,79227.4,70516,73632.2,20261.7,869.13,0.321
111958,93757,78258.2,92609.3,86588,70093.3,17231.1,2563.89,0.322
131652,120669,71500.9,82959.2,79103,68730.8,13574.5,469.8,0.323
144900,112464,84437.7,125724,113286,72731.1,35969.1,1499.01,0.326
133287,105946,82448.5,95382.7,89137,70128.1,28586.3,1914,0.327
181324,157338,75527,81713.3,75665,70774.6,20269.2,1988.82,0.327
111134,95171,76528.4,145843,133981,71338.4,70143.7,4699.74,0.328
132185,104397,82980.2,114027,90219,82830.5,40532.8,2274.18,0.329
165815,139281,78021,155207,140663,72312.2,77125.1,5372.25,0.329
133101,106032,82266.8,147902,133318,72705.4,69607.5,4013.31,0.33
174596,144429,79224.4,134765,120635,73212.5,22235.7,1596.45,0.332
95784,72532,86545.2,103165,94950,71206.1,31426.6,1681.71,0.333
135144,109972,80536.8,116240,105766,72026.3,72027.5,2221.98,0.335
138532,127685,71103.2,160279,149283,70363.5,40659.2,109389,0.337
169248,150097,73897.9,183355,160371,74928.3,59868.6,3798.42,0.337
138600,111644,81359.3,157637,135966,75981.3,72315.6,3319.05,0.337
106417,95093,73340.5,173853,150919,75495,56568.7,95886.2,0.34
111578,91789,79665.1,150496,133227,74031,73721.4,3306.87,0.342
101278,79592,83392,86378,81450,69501.2,45930.8,2683.95,0.346
113630,93665,79505,68685.3,64403,69893.7,29552.7,1676.49,0.347
147982,130525,74300.9,192364,169151,74529.8,17689.4,16060.2,0.35
110713,86763,83626.4,115987,103172,73676,26029.5,4707.57,0.35
117490,94244,81701.3,89452.3,84370,69483.8,3259.92,1915.74,0.351
96805.6,79129,80176.1,97676.8,92955,68865,16505.5,94492.4,0.352
172655,153005,73952.6,133377,124667,70114.5,22061.8,1532.07,0.354
110006,84716,85100.1,117286,105994,72517.9,120931,6030.84,0.36
180656,155981,75903.2,133442,122319,71495.7,66791.2,3352.98,0.363
128439,108412,77642.7,141207,129950,71213,23209.1,6249.21,0.364
112758,100857,73269.4,110732,104431,69490.5,12595.1,916.11,0.365
143344,116508,80631.2,146254,133294,71908,61142.3,2985.84,0.366
130806,108498,79010.7,127477,116828,71509.5,72119.6,4140.33,0.368
174489,157304,72695.6,143452,133338,70507.3,33405.7,2951.04,0.368
108078,85321,83015.8,110622,101439,71469.1,76766,5488.83,0.369
154058,130229,77527.7,143522,132451,71013.6,34313.8,2734.41,0.37
95031.4,86851,71708.8,65892.1,64793,66647.7,7481.46,59083.4,0.37
104565,87556,78267.2,96438.8,91942,68741.3,20892,1514.67,0.371
115662,96117,78862.4,98409.5,93383,69063.6,22797.8,1025.73,0.372
133966,118034,74381.8,85200.2,81688,68353.7,47094.5,27467.6,0.375
106958,94897,73865.6,144294,129159,73215.5,76037.1,3765.36,0.376
115179,96228,78442.5,192511,171862,73409.9,60273.3,262143,0.376
114784,94858,79302.5,110121,102433,70454.4,29506.1,2416.86,0.376
100334,88963,73912.8,113012,107949,68609.7,33012.3,17256.4,0.377
126466,105708,78405.4,137584,129310,69729.4,11313.4,6339.69,0.377
122892,103104,78113.7,141685,130050,71399.1,49027.6,4311.72,0.378
95712.7,73868,84916.7,167906,154922,71028.6,15136.8,1186.68,0.379
134240,114650,76734.2,157996,141349,73254.4,99054.9,4501.38,0.38
146757,131753,72999.5,110583,103019,70347.6,43659.2,70711.9,0.381
104953,94120,73079.1,103993,96270,70793.2,11309.1,7789.98,0.382
110666,92377,78511.2,154558,127483,79454.4,69383.8,7695.15,0.385
112623,98933,74604.5,109446,100419,71427.3,43648.9,2168.04,0.386
102305,92053,72835.1,81818.1,77619,69081.4,4517.17,1227.57,0.389
96644.2,79852,79317.6,91662.2,83002,72373.9,57620.1,3457.38,0.391
113902,101023,73891.2,132794,119344,72922,64610.9,3050.22,0.392
127039,110073,75637.1,210324,180879,76204.4,112452,8465.97,0.393
132159,110667,78263.6,144657,134420,70527,11112.2,108278,0.395
96239.4,79742,79094.4,96875,89141,71222,8614.63,7840.44,0.397
146511,122217,78563.3,133033,123135,70803.8,61421,4114.23,0.397
114904,96328,78174.3,179015,165902,70716.2,24297.1,2148.9,0.4
171567,154860,72606.4,149206,137358,71188.8,16473,109454,0.402
178013,163349,71419.3,116474,108919,70082.1,24350.2,863.91,0.403
137070,111573,80512.4,136377,127939,69858.1,46682.8,4055.07,0.403
131912,119505,72340.1,81390.8,76227,69975.6,10045.8,414.99,0.409
96343.8,74704,84520,77587.1,73522,69159.6,43755.1,2865.78,0.413
103061,93194,72474.8,92246.4,89153,67810,11433.7,7328.88,0.416
109934,87888,81974.9,81380.5,76962,69298.5,11471.8,801.27,0.417
111485,97124,75226.1,98371.9,94038,68556.4,8566.22,116990,0.419
109927,102115,70549.4,76776.4,72025,69859.3,19467.4,693.39,0.423
130718,102339,83709.2,132838,120505,72243.2,54190.1,4987.71,0.423
95473.5,84237,74277.9,52781.9,50347,68705.5,3958.81,3362.55,0.423
103731,95167,71433.5,66375.3,63398,68613.7,4670.86,2583.03,0.424
116935,98247,78002,82963.5,78121,69598.4,17695.5,736.02,0.424
171716,160725,70017.5,145347,134531,70805,23896.7,93947,0.427
96225.6,78345,80493.2,141427,126907,73034.2,31229.2,23730.1,0.429
106936,92065,76122,103451,99175,68361.5,10805.3,1927.05,0.43
144030,129127,73099.8,147478,136909,70595.2,34693.1,2083.65,0.43
111680,90393,80969.5,82777.8,77979,69569.1,47551.8,3923.7,0.43
182989,168117,71333.6,192646,177735,71034.3,25867.4,126516,0.433
121938,98453,81168.8,112175,103987,70696.6,53511.4,1693.89,0.433
103934,89507,76099.1,159882,147465,71054.4,32504.7,95138.9,0.435
119468,96327,81280,117279,108249,71003,36166.5,2472.54,0.437
102362,80967,82853,91248.1,84941,70402.3,54041.1,3179.85,0.438
130067,106180,80279.6,126642,116582,71191.2,28480.1,1922.7,0.438
124201,97263,83686.8,133134,121456,71837.1,27043.8,2188.92,0.438
106369,89892,77548.3,69152.5,65618,69066.1,35629.8,2668.29,0.438
130870,110573,77565.6,126740,117467,70709.4,22490.4,1177.11,0.439
118317,107733,71974.2,126219,119491,69226,7661,1268.46,0.439
127106,118845,70091.4,104198,99167,68860.9,15406.1,844.77,0.44
156702,139657,73534.7,143358,133919,70154.9,20940.8,1524.24,0.442
100636,82592,79853.8,110823,101458,71585.1,73508.9,4336.95,0.444
169273,144565,76737,112748,106851,69152.8,31304.3,2551.71,0.446
144315,123972,76290.2,186592,168706,72484,22645.1,2017.53,0.447
93866.7,79926,76966.8,100533,89560,73565.2,12588,2413.38,0.451
118646,108585,71608.2,62162.7,54619,74587.5,3877.97,3285.12,0.454
132083,118279,73184.5,162998,148633,71870,10817.5,56316.8,0.454
103955,90824,75010.9,156284,145678,70307.3,14199.6,170038,0.454
120828,105709,74909.4,121848,112399,71045.1,41628.4,1547.73,0.455
130597,102104,83824.5,138883,126570,71911.5,35076.1,3924.57,0.46
138434,123732,73323.2,137618,130358,69186.1,22099.4,80400.2,0.463
149124,127656,76557.3,129761,120798,70398.6,59623.7,4707.57,0.464
126156,103140,80160.5,70571.9,66806,69230.3,45884.2,2125.41,0.465
102760,95264,70693,127154,120390,69218,8228.76,694.26,0.467
98723.8,92380,70036.4,87948.8,81178,71002.1,4199.92,5352.24,0.473
116515,91506,83447.1,100619,88536,74480.4,39360.1,2143.68,0.473
174574,151768,75384.1,142500,131482,71027.9,39460.3,3453.03,0.474
169242,138960,79817.7,169272,150134,73890,37118.7,10599.2,0.475
108181,89237,79448.9,115793,105059,72231.9,12095,1844.4,0.476
161858,150497,70483.5,194243,176323,72196.5,26257,183640,0.477
118541,97589,79606.4,89959.9,82851,71159.2,37295,2526.48,0.478
149151,119992,81461.7,98459.4,93418,69072.7,16302.9,609.87,0.478
114394,107398,69804.9,139712,132026,69351.3,49956.3,83020.6,0.479
136450,116611,76685.5,91997.3,85773,70291.8,35133.9,496.77,0.479
114401,94117,79660,134557,120599,73121.2,109814,6753.81,0.482
202853,183080,72613.9,120209,107726,73130.2,40128.6,2875.35,0.483
146599,125725,76416.8,162636,145023,73495.5,91542.4,4574.46,0.485
121430,103705,76737.2,53164.1,49695,70110.9,29073.3,925.68,0.485
133735,117364,74677.8,108958,103030,69306.6,47869.5,2431.65,0.485
104333,83552,81835.8,81686.9,76822,69686.2,24218.6,1750.44,0.487
143854,119317,79012.9,207000,184791,73412.3,64135.3,7053.09,0.488
180490,159257,74273.7,128317,119599,70313.2,21644.4,758.64,0.489
116152,96564,78829.9,93924.3,87426,70407.3,44845.1,2380.32,0.492
91914.4,73589,81856.1,189491,151655,81886.5,52998.6,262143,0.496
117580,101725,75750.6,87682.3,80751,71161.3,16552,483.72,0.497
109549,90195,79598.7,108360,102905,69010,8585.02,835.2,0.501
137967,118729,76155.2,117271,111727,68787.7,20841.2,2682.21,0.501
138417,104252,87013,145907,129486,73847,98787,6750.33,0.503
128082,112809,74408.8,150808,134975,73223.8,48740.4,2524.74,0.505
196170,173935,73913.7,149534,139872,70063.2,31890.4,588.99,0.506
140749,127888,72126.6,132668,122390,71039.5,28435.9,1061.4,0.509
180094,167148,70612,108169,100798,70328.2,17759.9,915.24,0.512
131957,115032,75178.5,181209,163482,72642.3,27980,142141,0.513
126447,97993,84565.6,126430,115199,71925,31209.4,1839.18,0.513
165938,153309,70934.6,184701,167867,72107.9,12604,102962,0.514
126464,110646,74905.1,140290,128716,71429.1,62462.5,3291.21,0.515
165922,145029,74977,117399,105399,72997.4,77680.7,3620.07,0.516
175687,141700,81254.9,176209,156834,73632.2,35667.8,3772.32,0.517
138128,112845,80219.6,110154,101455,71155.5,75320.8,2971.05,0.52
119989,99484,79043.7,71448.9,65582,71398.8,35373.1,1037.04,0.521
122176,102760,77918.7,174982,155870,73571.7,25951.1,1451.16,0.522
147578,116843,82775,99395.1,91012,71572.5,32951.7,1647.78,0.523
101300,81832,81127,82477,78478,68875.5,29350.6,1867.89,0.524
161548,154464,68541.7,71313.1,67110,69640.5,48302.4,1812.21,0.528
116863,105824,72372.4,162561,154902,68776.3,21873.3,57045.9,0.528
114667,95459,78723.3,130483,122041,70069.3,9073.82,1355.46,0.532
108872,90994,78412.4,129139,115560,73236.7,80380.8,5989.08,0.532
135987,108277,82307.6,150103,134563,73104.4,50596.9,3312.09,0.532
115942,103712,73264.2,164149,145894,73736.2,55556.8,2058.42,0.535
163618,128860,83213.3,122397,112234,71470.6,103813,4521.39,0.537
116115,98030,77626.1,99772.1,94001,69559.5,20368.9,1264.98,0.537
105253,85945,80259.1,108005,101035,70056.8,35869.5,1957.5,0.537
135258,110338,80337.4,70088.8,64108,71650,27425.9,1181.46,0.537
116321,98592,77320.9,116613,106898,71492,97007.1,3419.97,0.539
128002,100077,83822.8,121179,109775,72344.3,47248.2,4851.12,0.54
110671,91169,79554.8,130595,118919,71970.7,78763.5,3599.19,0.542
177080,161981,71645,90487.2,85647,69239.7,12321,705.57,0.545
118519,99932,77725.5,133887,124302,70589.8,35526.4,1914.87,0.545
145005,136966,69382.5,159013,146680,71046.2,25759.8,101193,0.546
98459.8,80827,79833,75646,69700,71126.8,20163,1769.58,0.547
136856,116589,76928.3,92532.7,86863,69813.6,71828.7,1951.41,0.547
110489,89089,81278.5,143940,128743,73271.9,50109.5,2581.29,0.547
95968,72832,86354.3,156346,135858,75419.1,20554,3132.87,0.549
153013,136403,73516.4,171819,149081,75531.8,22424.2,5398.35,0.552
103650,98164,69198.8,74380.3,70914,68739.4,6179.56,460.23,0.553
132450,109837,79028.2,90278.5,83995,70438.7,19043,1044.87,0.555
92762.7,70926,85713.2,107896,101857,69421.6,46624.9,3281.64,0.557
118673,110133,70617.6,41695.6,40103,68138.6,13196.2,699.48,0.561
133924,118112,74309.5,89536.4,83954,69893.7,19785.1,1800.9,0.562
107009,83145,84346.2,126694,114584,72462.1,109536,4862.43,0.564
104161,78989,86420.5,86975.9,77852,73216.5,34464.2,1255.41,0.567
156433,127956,80121.1,144340,132882,71186.9,22291.2,1919.22,0.567
102170,94856,70589,69514.9,66026,68999,10947.7,522,0.57
136558,110860,80727.6,112458,104202,70728.7,46651.7,2326.38,0.573
157287,151373,68096.6,88306.4,82927,69787.3,48969.3,3120.69,0.573
114795,91835,81921.1,121869,111844,71410,56619,4064.64,0.574
120324,94879,83112,141072,120000,77044.1,23422.4,15696.5,0.574
142955,117873,79481.1,127157,117079,71177.3,16654,2497.77,0.576
119118,100089,77995.7,135442,126639,70091.7,12442.8,1977.51,0.576
136632,113388,78970.6,132965,119546,72892.6,81560.5,3968.94,0.579
108530,85445,83242.2,160081,142375,73686.2,35969.1,7119.21,0.58
124477,104838,77812.6,132818,120284,72365,49058.1,2387.28,0.581
104298,87564,78060.1,113928,105998,70438.9,6531.59,1309.35,0.581
114845,106660,70565.4,146945,136790,70401,27188.1,485.46,0.584
164414,143333,75174.9,166152,145395,74891.9,97972.4,5769.84,0.585
129626,101853,83406,111832,101691,72071.7,63761.6,2812.71,0.588
134991,119774,73862,149022,137521,71017,18702.7,1287.6,0.589
158114,137261,75492.6,150719,136411,72409.8,44467.6,112681,0.589
96318,80112,78793.4,99760.3,94454,69217.7,27886.5,5853.36,0.591
174857,152445,75170.9,90773.5,85583,69510.6,12374.6,550.71,0.591
152519,136671,73135.2,107687,101008,69869.4,14166.3,547.23,0.591
141650,122667,75677.7,125831,107972,76376.1,44440.9,3051.96,0.592
108352,86176,82400.3,141056,127462,72525.5,12420.7,107192,0.594
114165,91962,81358.5,164471,152017,70905.2,29759.9,1612.98,0.596
166238,141264,77121.9,133060,122550,71156.3,15803.3,5715.9,0.596
131986,106092,81531.1,108557,98878,71951.1,37044,3178.98,0.597
97915.1,82665,77626.2,109847,102015,70567.7,11068,2383.8,0.597
104287,92262,74077.4,83754.5,77176,71122.3,19083.9,743.85,0.601
114838,108437,69404.6,143051,132359,70829.8,21432.9,878.7,0.602
132297,114185,75931.3,105598,97263,71152,24978.2,1545.12,0.603
128010,104049,80627.8,161967,136243,77909.7,96333.1,4940.73,0.603
101327,93044,71370.1,117713,108662,70994.8,5202.43,3587.88,0.606
105963,84176,82498.4,89198,83602,69922.7,48530.3,3132.87,0.606
145044,122953,77311.1,92436.8,85675,70708.3,54264.8,3252.93,0.61
118453,91252,85071.6,84464.2,75318,73494.3,38829.1,2125.41,0.61
176059,155408,74244.8,166790,151206,72290.4,18785.4,96788.4,0.61
117251,102230,75165.3,82949.4,79516,68365.7,5393.25,374.1,0.611
138418,107876,84090.7,148404,135926,71552.4,60306.2,3131.13,0.613
170174,150948,73883.3,103553,97574,69551.6,11386.7,568.98,0.613
107089,91956,76321.4,161526,151654,69802.2,60097,103395,0.614
133475,104823,83449.1,140430,127017,72456.8,28402.1,2137.59,0.616
155710,125781,81129.7,154671,137239,73860.5,77081.4,3437.37,0.618
111473,91829,79555.5,99335,92471,70400.6,20894.8,4296.93,0.621
125967,104532,78974.5,171338,149990,74863.7,76548.9,8205.84,0.623
130801,114489,74873.6,146865,131995,72918.8,65306.5,2657.85,0.624
135472,119875,74062.8,77152.4,72569,69675.2,13023.7,460.23,0.624
142502,119093,78417.8,98256.8,92771,69411.3,62616.7,5435.76,0.627
128932,104777,80644.5,160009,143467,73092.5,33092.2,3484.35,0.631
103507,87114,77868.8,98998,89557,72444.7,7305.68,741.24,0.631
123932,110002,73835,77284.9,72316,70039.1,10452.8,453.27,0.632
123585,102476,79035.4,66175.1,64158,67596.4,44448.4,3835.83,0.634
94380.5,78659,78634.6,97418.3,92141,69289.5,41581.4,3259.89,0.634
117353,94488,81395.2,124872,113870,71868.3,70535.2,3638.34,0.635
159157,138970,75055.8,196715,170997,75392.7,126453,33012.1,0.635
112123,83528,87971.7,163619,147694,72602.3,35682.4,2262.87,0.635
152582,138563,72166.5,84838.8,74473,74657.8,28948.7,823.02,0.639
123978,105812,76787.2,84341.5,81254,68026.2,45936.9,2112.36,0.64
148910,135705,71913.2,119992,112539,69876.4,22542.1,302.76,0.64
147645,121381,79716.4,140156,129299,71038.9,34030.8,2467.32,0.642
118244,88896,87172.2,136613,120278,74436.7,39505.4,5868.15,0.645
142833,124933,74925.7,135605,124659,71290.7,25088.1,1663.44,0.646
131134,104037,82604.9,192140,170147,74007.2,26807.9,2436.87,0.649
152859,131808,76002.7,127041,117154,71066.8,55756.1,2952.78,0.65
124882,113288,72242.9,124319,117166,69536.8,9359.11,4178.61,0.651
103007,91739,73585.8,130908,120484,71205.9,11868,1713.03,0.652
122843,107503,74887.6,138547,129168,70294.4,23681.4,76789.7,0.654
137024,102440,87661.3,157369,142622,72312.4,40940.3,1498.14,0.655
123203,103868,77735.3,155593,139950,72861.1,77508.2,6947.82,0.66
114537,90817,82653.2,103256,96979,69778,59193.2,11468.3,0.66
125154,94213,87058.8,141744,128659,72201,37474.5,4063.77,0.663
146095,125532,76271.1,133700,123738,70812.4,5101.38,4210.8,0.667
128894,98079,86126.4,130466,114864,74437.7,22014.8,1726.95,0.669
117106,99244,77331.1,122086,114522,69864.7,103427,7090.5,0.669
118920,101725,76613.9,122897,114959,70061.6,61567.2,94923.1,0.67
98857.2,86012,75323.3,117851,104378,73995.4,51564.6,5572.35,0.67
158374,135356,76680.9,125912,116426,70875.7,40978.8,4036.8,0.674
164898,132672,81454.9,145684,132470,72073.5,41408.4,461.1,0.674
136043,119823,74407.2,184843,169040,71662.9,26880.2,125848,0.675
106529,83202,83910.1,83179.7,78012,69877.2,26742.1,1339.8,0.675
107891,88128,80232.5,95853.7,89270,70369.3,51123.8,3192.03,0.677
139410,114649,79689.9,148328,136015,71468.9,84088.2,4483.11,0.678
149486,120073,81589.8,157325,140367,73453.8,28561,2300.28,0.679
130694,105657,81065.9,102085,95807,69830.7,68354.9,10610.5,0.682
107182,88329,79523.9,81209,76975,69140.8,53814.5,1977.51,0.684
159705,138103,75787.2,162054,145693,72895.6,62400,3130.26,0.686
105664,94989,72901.2,102352,96923,69207.1,14143.2,9329.01,0.688
122102,98919,80895.5,143224,133405,70359.4,36115.3,2439.48,0.688
170502,153425,72830.4,118325,110723,70035.8,29056.3,894.36,0.69
133019,103511,84218.5,134124,121213,72516.8,49206.2,3244.23,0.693
142417,115898,80531.7,114916,109285,68913,49341.1,3865.41,0.694
97242.6,80809,78863.7,124951,117839,69491.3,6509.03,420.21,0.695
107409,78142,90081.7,157050,144465,71245.2,9493.06,2121.93,0.699
113902,98202,76013.8,77437.7,73909,68664.9,61906.1,3221.61,0.7
149796,129745,75664.2,165554,152259,71258.4,8952.56,166037,0.7
121563,101501,78489.3,81206.6,77407,68752.9,29815.9,1780.02,0.701
128710,120244,70150.1,153819,143970,70019.4,41166.4,1554.69,0.705
172759,159989,70767,108219,104547,67837.8,11942.2,3587.88,0.705
146325,132768,72227.7,143985,132066,71450.9,44109,3678.36,0.708
96419.7,86289,73230.2,65941.9,61447,70330.1,4958.03,361.05,0.711
144626,124137,76353,97768.5,93439,68572.6,80726.7,4549.23,0.714
113726,100786,73950.4,122288,114296,70118.7,11565.8,75228,0.716
150952,138364,71498.4,151347,138186,71777.5,18929.7,94052.2,0.72
109880,87935,81891.3,106629,97008,72035.6,29964.4,1766.97,0.72
101615,84785,78545.3,98425.5,91415,70561.9,50968.2,131840,0.722
98218.7,86172,74697.9,103943,96334,70712.3,57931.7,5105.16,0.723
114342,102755,72926.2,116069,107613,70685.9,17724.6,2262.87,0.724
111496,100156,72956.3,88186.1,82538,70020.6,46533.3,1907.04,0.726
161141,135162,78132.3,70111.8,65937,69685.4,38697.4,4781.52,0.728
128317,119599,70312.9,49813.9,46854,69676.1,10960.4,405.42,0.728
162990,146456,72934.8,127019,116862,71232.2,46570.9,766.47,0.728
146180,128773,74395,85155.5,79971,69784.7,16851.8,769.95,0.73
149211,123229,79353.9,110937,102315,71058.6,78143.1,3026.73,0.734
202263,190371,69630,177465,165913,70099.1,20629.2,2312.46,0.735
150277,127581,77194.5,149988,137935,71262.8,93282.3,3770.58,0.736
135181,122472,72336.5,138556,129630,70048.9,8755.63,155231,0.736
123315,114876,70350.4,109556,102894,69778.9,10208.4,1076.19,0.737
133570,118281,74007.3,166126,152459,71410.8,34569.4,1278.9,0.738
106094,90665,76688.9,114206,105311,71071.6,15231.3,18243.9,0.74
136167,119070,74946.4,134363,121777,72309.4,21761.5,3694.89,0.741
146712,132092,72789.8,191413,176426,71103,11549.3,128424,0.742
124476,98456,82855.9,131550,121338,71051.7,47913.2,2958,0.743
130080,107413,79365.7,160920,149015,70772,40415.8,5179.11,0.743
109020,94018,75993.3,71143.4,68556,68009.5,47139.1,15837.5,0.745
147410,130684,73923.9,148043,135802,71443.5,61701.6,5611.5,0.745
128683,109048,77336.1,85675.4,80446,69796.1,48105,3151.14,0.745
125948,121229,68087.1,76422.9,71327,70218.2,37644.6,1679.97,0.747
160121,128908,81404.5,159561,139166,75140.5,21343.2,1863.54,0.747
135175,112397,78817.1,124165,115647,70363.1,12654.8,1658.22,0.748
144373,116172,81445.2,125016,116158,70533.5,25494.2,2425.56,0.749
117534,98915,77871.8,148323,136683,71117.1,17617.5,921.33,0.751
101388,81412,81616.3,136993,126546,70946.2,11226.4,602.91,0.753
170111,139322,80018.8,154613,141173,71775,143803,8378.1,0.754
141588,126009,73638.5,79098.2,71007,73003.8,33222.9,878.7,0.755
157183,132584,77695.4,146183,135338,70787.7,48702.8,2701.35,0.755
101632,87029,76532.9,104592,96787,70821.2,29414.9,880.44,0.756
127414,106480,78420.4,148640,128066,76064.4,83666.6,4991.19,0.76
150342,137010,71913,117906,113724,67946,14411.1,103888,0.76
162774,139479,76481.3,93748.5,87725,70036,12749.2,522,0.761
102865,83675,80565.8,102158,97412,68728.8,50393.9,5882.07,0.763
166775,137547,79462.2,166984,150084,72915.8,72468.8,4283.88,0.764
132782,108900,79908.3,115873,109734,69202.6,35851.6,3830.61,0.765
120671,109767,72046.4,110746,104221,69639.1,18743.1,39839,0.765
136612,115085,77794.5,116550,105919,72113.9,50747.8,1929.66,0.768
121872,111657,71531.8,67046.9,61387,71578.4,9448.41,501.99,0.769
183931,151307,79666.5,119116,110500,70646.2,37321.8,1017.03,0.769
106316,96933,71879.6,109641,102595,70036.6,15227.1,632.49,0.77
142187,122236,76232.6,152063,135726,73424.3,105179,4765.86,0.771
126062,105192,78538.1,65063,61866,68922.7,7209.8,165.3,0.772
97044.4,82629,76969.3,136504,125959,71022.3,48257.7,83178.1,0.773
