sample	fastq_file	total_reads_considered	reads_matching_pattern	fraction_of_fastq_accepted
Omi32_h_5_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_5_4_R1.fastq.gz	5889125	5618216	0.9539984293082588
Omi32_h_6_1	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_6_1_R1.fastq.gz	29789095	28459496	0.9553662506363486
Omi32_h_6_2	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_6_2_R1.fastq.gz	4803844	4550554	0.9472734751586438
Omi32_h_6_3	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_6_3_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_6_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_6_4_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_7_1	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_7_1_R1.fastq.gz	32397352	30597029	0.9444299336563062
Omi32_h_7_2	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_7_2_R1.fastq.gz	897417	851687	0.949042641269332
Omi32_h_7_3	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_7_3_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_7_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_7_4_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_8_1	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_8_1_R1.fastq.gz	41014882	38954212	0.9497579927207884
Omi32_h_8_2	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_8_2_R1.fastq.gz	754215	706330	0.9365101463110652
Omi32_h_8_3	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_8_3_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_8_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_8_4_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_9_1	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_9_1_R1.fastq.gz	36650680	35135726	0.9586650506893732
Omi32_h_9_2	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_9_2_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_9_3	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_9_3_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_9_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_9_4_R1.fastq.gz	425002	391351	0.9208215490750632
Omi32_h_F_1	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_F_1_R1.fastq.gz	33044873	31510706	0.953573221479774
Omi32_h_F_2	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_F_2_R1.fastq.gz	27099400	25879346	0.9549785604109317
Omi32_h_F_3	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_F_3_R1.fastq.gz	63283876	61022155	0.9642607067873024
Omi32_h_F_4	results_Omi-32/20251022_psr_rep1-2_FINAL/grouped_fastq/Omi32_h_F_4_R1.fastq.gz	45084385	43138020	0.9568284007866582
