sample_id	construct	solute	replicate	concentration	concentration_float	bin	sample_name	P5	P7	col_i	row_i	cell count
99	Omi32	BA4	b	5	10	2	Omi32_b_5_2	7	4	7	5	150486
100	Omi32	BA4	b	5	10	3	Omi32_b_5_3	6	10	6	1	154692
101	Omi32	BA4	b	5	10	4	Omi32_b_5_4	7	5	7	9	145298
102	Omi32	BA4	b	6	11	1	Omi32_b_6_1	3	9	3	10	348513
103	Omi32	BA4	b	6	11	2	Omi32_b_6_2	9	11	9	10	90317
104	Omi32	BA4	b	6	11	3	Omi32_b_6_3	8	12	8	2	85885
12	Omi32	BA4	b	6	11	4	Omi32_b_6_4	1	1	1	1	0
105	Omi32	BA4	b	7	12	1	Omi32_b_7_1	4	5	4	12	597926
106	Omi32	BA4	b	7	12	2	Omi32_b_7_2	4	8	4	10	64285
5	Omi32	BA4	b	7	12	3	Omi32_b_7_3	1	1	1	1	0
6	Omi32	BA4	b	7	12	4	Omi32_b_7_4	1	1	1	1	0
107	Omi32	BA4	b	8	14	1	Omi32_b_8_1	10	10	10	3	1430383
108	Omi32	BA4	b	8	14	2	Omi32_b_8_2	9	4	9	1	69100
7	Omi32	BA4	b	8	14	3	Omi32_b_8_3	1	1	1	1	0
8	Omi32	BA4	b	8	14	4	Omi32_b_8_4	1	1	1	1	0
109	Omi32	BA4	b	F	NaN	1	Omi32_b_F_1	8	1	8	5	197204
110	Omi32	BA4	b	F	NaN	2	Omi32_b_F_2	7	2	7	12	221016
111	Omi32	BA4	b	F	NaN	3	Omi32_b_F_3	1	6	1	7	286248
112	Omi32	BA4	b	F	NaN	4	Omi32_b_F_4	2	10	2	4	315045
113	Omi32	BA4	b	F	NaN	5	Omi32_b_F_5	4	1	4	3	520210
114	Omi32	BA4	b	F	NaN	6	Omi32_b_F_6	8	11	8	4	485098
115	Omi32	BA4	b	unsorted	NaN	1	Omi32_b_10_1	5	12	5	1	0
